county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Maui,12-03,US Senator,,R,"COLLINS, Charles Augustine",0,0,1,1
County of Maui,12-03,US Senator,,R,"LINGLE, Linda",79,6,81,166
County of Maui,12-03,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,12-03,US Senator,,R,"ROCO, John P.",2,0,1,3
County of Maui,12-03,US Senator,,N,"BEASLEY, Heath",0,0,2,2
County of Maui,12-03,US Senator,,D,"CASE, Ed",117,19,174,310
County of Maui,12-03,US Senator,,D,"GILLESPIE, Michael D.",2,0,1,3
County of Maui,12-03,US Senator,,D,"GIMBERNAT, Antonio",3,0,1,4
County of Maui,12-03,US Senator,,D,"HIRONO, Mazie",196,39,265,500
County of Maui,12-03,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,1,1
County of Maui,12-03,US Representative,2,R,"CROWLEY, Kawika",26,1,50,77
County of Maui,12-03,US Representative,2,R,"DiGERONIMO, Matthew",23,4,21,48
County of Maui,12-03,US Representative,2,D,"DEL CASTILLO, Rafael",2,1,2,5
County of Maui,12-03,US Representative,2,D,"GABBARD, Tulsi",154,35,263,452
County of Maui,12-03,US Representative,2,D,"HANNEMANN, Mufi",119,18,140,277
County of Maui,12-03,US Representative,2,D,"KIA'AINA, Esther",22,1,30,53
County of Maui,12-03,US Representative,2,D,"MARX, Bob",10,1,8,19
County of Maui,12-03,US Representative,2,D,"SHIRATORI, Miles",4,0,0,4
County of Maui,12-03,State Senate,7,N,"HELM, Kanohowailuku",0,0,0,0
County of Maui,12-03,State Senate,7,D,"ENGLISH, J. Kalani",216,40,317,573
County of Maui,12-03,State Senate,7,D,"HALINIAK, Barbara J.",71,14,96,181
County of Maui,12-03,State Representative,12,R,"KALAMA, Ekolu",48,3,59,110
County of Maui,12-03,State Representative,12,D,"YAMASHITA, Kyle T.",243,48,364,655
County of Maui,12-04,US Senator,,R,"CARROLL, John",0,1,9,10
County of Maui,12-04,US Senator,,R,"COLLINS, Charles Augustine",0,0,2,2
County of Maui,12-04,US Senator,,R,"LINGLE, Linda",39,5,72,116
County of Maui,12-04,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,12-04,US Senator,,R,"ROCO, John P.",0,0,1,1
County of Maui,12-04,US Senator,,N,"BEASLEY, Heath",0,0,1,1
County of Maui,12-04,US Senator,,D,"CASE, Ed",92,16,205,313
County of Maui,12-04,US Senator,,D,"GILLESPIE, Michael D.",0,0,1,1
County of Maui,12-04,US Senator,,D,"GIMBERNAT, Antonio",1,0,7,8
County of Maui,12-04,US Senator,,D,"HIRONO, Mazie",240,58,375,673
County of Maui,12-04,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,2,2
County of Maui,12-04,US Representative,2,R,"CROWLEY, Kawika",16,4,38,58
County of Maui,12-04,US Representative,2,R,"DiGERONIMO, Matthew",9,0,22,31
County of Maui,12-04,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,3,3
County of Maui,12-04,US Representative,2,D,"GABBARD, Tulsi",158,31,314,503
County of Maui,12-04,US Representative,2,D,"HANNEMANN, Mufi",145,40,221,406
County of Maui,12-04,US Representative,2,D,"KIA'AINA, Esther",12,4,34,50
County of Maui,12-04,US Representative,2,D,"MARX, Bob",9,0,9,18
County of Maui,12-04,US Representative,2,D,"SHIRATORI, Miles",5,0,2,7
County of Maui,12-04,State Senate,7,N,"HELM, Kanohowailuku",0,1,4,5
County of Maui,12-04,State Senate,7,D,"ENGLISH, J. Kalani",233,55,435,723
County of Maui,12-04,State Senate,7,D,"HALINIAK, Barbara J.",67,14,88,169
County of Maui,12-04,State Representative,12,R,"KALAMA, Ekolu",22,5,46,73
County of Maui,12-04,State Representative,12,D,"YAMASHITA, Kyle T.",275,59,486,820
County of Maui,12-05,US Senator,,R,"CARROLL, John",5,2,12,19
County of Maui,12-05,US Senator,,R,"COLLINS, Charles Augustine",2,0,1,3
County of Maui,12-05,US Senator,,R,"LINGLE, Linda",103,14,106,223
County of Maui,12-05,US Senator,,R,"PIRKOWSKI, Eddie",0,0,2,2
County of Maui,12-05,US Senator,,R,"ROCO, John P.",2,0,0,2
County of Maui,12-05,US Senator,,N,"BEASLEY, Heath",7,0,1,8
County of Maui,12-05,US Senator,,D,"CASE, Ed",195,33,256,484
County of Maui,12-05,US Senator,,D,"GILLESPIE, Michael D.",2,0,4,6
County of Maui,12-05,US Senator,,D,"GIMBERNAT, Antonio",1,0,2,3
County of Maui,12-05,US Senator,,D,"HIRONO, Mazie",402,50,471,923
County of Maui,12-05,US Senator,,D,"REYES, Arturo Pacheco (Art)",3,0,3,6
County of Maui,12-05,US Representative,2,R,"CROWLEY, Kawika",41,8,61,110
County of Maui,12-05,US Representative,2,R,"DiGERONIMO, Matthew",30,4,33,67
County of Maui,12-05,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,4,4
County of Maui,12-05,US Representative,2,D,"GABBARD, Tulsi",281,41,445,767
County of Maui,12-05,US Representative,2,D,"HANNEMANN, Mufi",247,28,185,460
County of Maui,12-05,US Representative,2,D,"KIA'AINA, Esther",52,15,77,144
County of Maui,12-05,US Representative,2,D,"MARX, Bob",20,0,18,38
County of Maui,12-05,US Representative,2,D,"SHIRATORI, Miles",2,0,3,5
County of Maui,12-05,State Senate,7,N,"HELM, Kanohowailuku",8,1,2,11
County of Maui,12-05,State Senate,7,D,"ENGLISH, J. Kalani",435,59,556,1050
County of Maui,12-05,State Senate,7,D,"HALINIAK, Barbara J.",114,15,126,255
County of Maui,12-05,State Representative,12,R,"KALAMA, Ekolu",64,12,79,155
County of Maui,12-05,State Representative,12,D,"YAMASHITA, Kyle T.",483,64,558,1105
County of Maui,12-06,US Senator,,R,"CARROLL, John",0,0,3,3
County of Maui,12-06,US Senator,,R,"COLLINS, Charles Augustine",0,0,0,0
County of Maui,12-06,US Senator,,R,"LINGLE, Linda",0,2,17,19
County of Maui,12-06,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,12-06,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Maui,12-06,US Senator,,N,"BEASLEY, Heath",0,1,0,1
County of Maui,12-06,US Senator,,D,"CASE, Ed",1,3,12,16
County of Maui,12-06,US Senator,,D,"GILLESPIE, Michael D.",0,0,0,0
County of Maui,12-06,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Maui,12-06,US Senator,,D,"HIRONO, Mazie",5,1,23,29
County of Maui,12-06,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,1,0,1
County of Maui,12-06,US Representative,2,R,"CROWLEY, Kawika",0,2,9,11
County of Maui,12-06,US Representative,2,R,"DiGERONIMO, Matthew",0,0,4,4
County of Maui,12-06,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,0,0
County of Maui,12-06,US Representative,2,D,"GABBARD, Tulsi",4,1,26,31
County of Maui,12-06,US Representative,2,D,"HANNEMANN, Mufi",1,4,8,13
County of Maui,12-06,US Representative,2,D,"KIA'AINA, Esther",0,0,1,1
County of Maui,12-06,US Representative,2,D,"MARX, Bob",0,0,0,0
County of Maui,12-06,US Representative,2,D,"SHIRATORI, Miles",0,0,0,0
County of Maui,12-06,State Senate,7,N,"HELM, Kanohowailuku",0,1,0,1
County of Maui,12-06,State Senate,7,D,"ENGLISH, J. Kalani",3,3,26,32
County of Maui,12-06,State Senate,7,D,"HALINIAK, Barbara J.",3,2,3,8
County of Maui,12-06,State Representative,12,R,"KALAMA, Ekolu",0,2,13,15
County of Maui,12-06,State Representative,12,D,"YAMASHITA, Kyle T.",5,3,25,33
County of Maui,13-01,US Senator,,R,"CARROLL, John",0,0,0,0
County of Maui,13-01,US Senator,,R,"COLLINS, Charles Augustine",0,0,0,0
County of Maui,13-01,US Senator,,R,"LINGLE, Linda",11,4,32,47
County of Maui,13-01,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,13-01,US Senator,,R,"ROCO, John P.",0,0,1,1
County of Maui,13-01,US Senator,,N,"BEASLEY, Heath",0,0,1,1
County of Maui,13-01,US Senator,,D,"CASE, Ed",22,11,60,93
County of Maui,13-01,US Senator,,D,"GILLESPIE, Michael D.",0,0,1,1
County of Maui,13-01,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Maui,13-01,US Senator,,D,"HIRONO, Mazie",61,18,180,259
County of Maui,13-01,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,1,1
County of Maui,13-01,US Representative,2,R,"CROWLEY, Kawika",6,2,19,27
County of Maui,13-01,US Representative,2,R,"DiGERONIMO, Matthew",3,1,4,8
County of Maui,13-01,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,0,0
County of Maui,13-01,US Representative,2,D,"GABBARD, Tulsi",41,15,138,194
County of Maui,13-01,US Representative,2,D,"HANNEMANN, Mufi",27,11,79,117
County of Maui,13-01,US Representative,2,D,"KIA'AINA, Esther",4,2,18,24
County of Maui,13-01,US Representative,2,D,"MARX, Bob",9,1,3,13
County of Maui,13-01,US Representative,2,D,"SHIRATORI, Miles",0,0,2,2
County of Maui,13-01,State Senate,7,N,"HELM, Kanohowailuku",0,0,2,2
County of Maui,13-01,State Senate,7,D,"ENGLISH, J. Kalani",60,20,201,281
County of Maui,13-01,State Senate,7,D,"HALINIAK, Barbara J.",15,4,29,48
County of Maui,13-01,State Representative,13,R,"RUSSELL, Simon S.",8,3,21,32
County of Maui,13-01,State Representative,13,D,"CARROLL, Mele",61,21,185,267
County of Maui,13-02,US Senator,,R,"CARROLL, John",5,2,16,23
County of Maui,13-02,US Senator,,R,"COLLINS, Charles Augustine",0,1,0,1
County of Maui,13-02,US Senator,,R,"LINGLE, Linda",52,3,100,155
County of Maui,13-02,US Senator,,R,"PIRKOWSKI, Eddie",1,0,3,4
County of Maui,13-02,US Senator,,R,"ROCO, John P.",3,0,1,4
County of Maui,13-02,US Senator,,N,"BEASLEY, Heath",1,0,0,1
County of Maui,13-02,US Senator,,D,"CASE, Ed",147,20,181,348
County of Maui,13-02,US Senator,,D,"GILLESPIE, Michael D.",5,0,6,11
County of Maui,13-02,US Senator,,D,"GIMBERNAT, Antonio",3,0,4,7
County of Maui,13-02,US Senator,,D,"HIRONO, Mazie",295,37,544,876
County of Maui,13-02,US Senator,,D,"REYES, Arturo Pacheco (Art)",6,0,4,10
County of Maui,13-02,US Representative,2,R,"CROWLEY, Kawika",28,3,59,90
County of Maui,13-02,US Representative,2,R,"DiGERONIMO, Matthew",22,3,28,53
County of Maui,13-02,US Representative,2,D,"DEL CASTILLO, Rafael",6,0,2,8
County of Maui,13-02,US Representative,2,D,"GABBARD, Tulsi",250,41,465,756
County of Maui,13-02,US Representative,2,D,"HANNEMANN, Mufi",134,7,162,303
County of Maui,13-02,US Representative,2,D,"KIA'AINA, Esther",48,9,74,131
County of Maui,13-02,US Representative,2,D,"MARX, Bob",11,0,30,41
County of Maui,13-02,US Representative,2,D,"SHIRATORI, Miles",4,0,0,4
County of Maui,13-02,State Senate,7,N,"HELM, Kanohowailuku",2,1,2,5
County of Maui,13-02,State Senate,7,D,"ENGLISH, J. Kalani",334,38,573,945
County of Maui,13-02,State Senate,7,D,"HALINIAK, Barbara J.",89,12,120,221
County of Maui,13-02,State Representative,13,R,"RUSSELL, Simon S.",40,5,77,122
County of Maui,13-02,State Representative,13,D,"CARROLL, Mele",343,39,541,923
County of Maui,13-03,US Senator,,R,"CARROLL, John",0,0,2,2
County of Maui,13-03,US Senator,,R,"COLLINS, Charles Augustine",0,0,1,1
County of Maui,13-03,US Senator,,R,"LINGLE, Linda",20,2,29,51
County of Maui,13-03,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,13-03,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Maui,13-03,US Senator,,N,"BEASLEY, Heath",1,0,1,2
County of Maui,13-03,US Senator,,D,"CASE, Ed",21,3,31,55
County of Maui,13-03,US Senator,,D,"GILLESPIE, Michael D.",4,0,0,4
County of Maui,13-03,US Senator,,D,"GIMBERNAT, Antonio",1,0,0,1
County of Maui,13-03,US Senator,,D,"HIRONO, Mazie",77,16,140,233
County of Maui,13-03,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,2,2
County of Maui,13-03,US Representative,2,R,"CROWLEY, Kawika",6,1,16,23
County of Maui,13-03,US Representative,2,R,"DiGERONIMO, Matthew",6,0,9,15
County of Maui,13-03,US Representative,2,D,"DEL CASTILLO, Rafael",1,0,0,1
County of Maui,13-03,US Representative,2,D,"GABBARD, Tulsi",54,13,115,182
County of Maui,13-03,US Representative,2,D,"HANNEMANN, Mufi",31,4,38,73
County of Maui,13-03,US Representative,2,D,"KIA'AINA, Esther",13,2,17,32
County of Maui,13-03,US Representative,2,D,"MARX, Bob",4,0,1,5
County of Maui,13-03,US Representative,2,D,"SHIRATORI, Miles",0,0,0,0
County of Maui,13-03,State Senate,7,N,"HELM, Kanohowailuku",6,0,10,16
County of Maui,13-03,State Senate,7,D,"ENGLISH, J. Kalani",65,15,123,203
County of Maui,13-03,State Senate,7,D,"HALINIAK, Barbara J.",32,4,46,82
County of Maui,13-03,State Representative,13,R,"RUSSELL, Simon S.",13,1,24,38
County of Maui,13-03,State Representative,13,D,"CARROLL, Mele",87,14,157,258
County of Maui,13-04,US Senator,,R,"CARROLL, John",0,0,3,3
County of Maui,13-04,US Senator,,R,"COLLINS, Charles Augustine",1,0,0,1
County of Maui,13-04,US Senator,,R,"LINGLE, Linda",16,1,33,50
County of Maui,13-04,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,13-04,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Maui,13-04,US Senator,,N,"BEASLEY, Heath",0,0,2,2
County of Maui,13-04,US Senator,,D,"CASE, Ed",50,0,76,126
County of Maui,13-04,US Senator,,D,"GILLESPIE, Michael D.",0,0,0,0
County of Maui,13-04,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Maui,13-04,US Senator,,D,"HIRONO, Mazie",101,1,135,237
County of Maui,13-04,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,1,1
County of Maui,13-04,US Representative,2,R,"CROWLEY, Kawika",5,1,18,24
County of Maui,13-04,US Representative,2,R,"DiGERONIMO, Matthew",4,0,11,15
County of Maui,13-04,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,3,3
County of Maui,13-04,US Representative,2,D,"GABBARD, Tulsi",75,0,125,200
County of Maui,13-04,US Representative,2,D,"HANNEMANN, Mufi",62,2,75,139
County of Maui,13-04,US Representative,2,D,"KIA'AINA, Esther",10,0,5,15
County of Maui,13-04,US Representative,2,D,"MARX, Bob",4,0,3,7
County of Maui,13-04,US Representative,2,D,"SHIRATORI, Miles",2,0,0,2
County of Maui,13-04,State Senate,7,N,"HELM, Kanohowailuku",14,0,44,58
County of Maui,13-04,State Senate,7,D,"ENGLISH, J. Kalani",93,1,148,242
County of Maui,13-04,State Senate,7,D,"HALINIAK, Barbara J.",43,1,32,76
County of Maui,13-04,State Representative,13,R,"RUSSELL, Simon S.",9,1,23,33
County of Maui,13-04,State Representative,13,D,"CARROLL, Mele",117,2,177,296
County of Maui,13-05,US Senator,,R,"CARROLL, John",0,0,3,3
County of Maui,13-05,US Senator,,R,"COLLINS, Charles Augustine",0,1,0,1
County of Maui,13-05,US Senator,,R,"LINGLE, Linda",8,5,16,29
County of Maui,13-05,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,13-05,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Maui,13-05,US Senator,,N,"BEASLEY, Heath",0,1,2,3
County of Maui,13-05,US Senator,,D,"CASE, Ed",21,9,45,75
County of Maui,13-05,US Senator,,D,"GILLESPIE, Michael D.",1,0,1,2
County of Maui,13-05,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Maui,13-05,US Senator,,D,"HIRONO, Mazie",12,13,60,85
County of Maui,13-05,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,1,1
County of Maui,13-05,US Representative,2,R,"CROWLEY, Kawika",1,5,7,13
County of Maui,13-05,US Representative,2,R,"DiGERONIMO, Matthew",4,0,7,11
County of Maui,13-05,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,1,1
County of Maui,13-05,US Representative,2,D,"GABBARD, Tulsi",13,17,70,100
County of Maui,13-05,US Representative,2,D,"HANNEMANN, Mufi",5,3,27,35
County of Maui,13-05,US Representative,2,D,"KIA'AINA, Esther",14,2,7,23
County of Maui,13-05,US Representative,2,D,"MARX, Bob",0,0,1,1
County of Maui,13-05,US Representative,2,D,"SHIRATORI, Miles",0,0,1,1
County of Maui,13-05,State Senate,7,N,"HELM, Kanohowailuku",3,8,24,35
County of Maui,13-05,State Senate,7,D,"ENGLISH, J. Kalani",14,6,49,69
County of Maui,13-05,State Senate,7,D,"HALINIAK, Barbara J.",20,14,52,86
County of Maui,13-05,State Representative,13,R,"RUSSELL, Simon S.",5,5,12,22
County of Maui,13-05,State Representative,13,D,"CARROLL, Mele",22,16,79,117
County of Maui,13-06,US Senator,,R,"CARROLL, John",3,5,3,11
County of Maui,13-06,US Senator,,R,"COLLINS, Charles Augustine",0,1,0,1
County of Maui,13-06,US Senator,,R,"LINGLE, Linda",11,20,23,54
County of Maui,13-06,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,13-06,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Maui,13-06,US Senator,,N,"BEASLEY, Heath",0,7,4,11
County of Maui,13-06,US Senator,,D,"CASE, Ed",28,48,93,169
County of Maui,13-06,US Senator,,D,"GILLESPIE, Michael D.",0,0,5,5
County of Maui,13-06,US Senator,,D,"GIMBERNAT, Antonio",0,3,2,5
County of Maui,13-06,US Senator,,D,"HIRONO, Mazie",51,207,180,438
County of Maui,13-06,US Senator,,D,"REYES, Arturo Pacheco (Art)",2,1,2,5
County of Maui,13-06,US Representative,2,R,"CROWLEY, Kawika",2,17,15,34
County of Maui,13-06,US Representative,2,R,"DiGERONIMO, Matthew",8,6,7,21
County of Maui,13-06,US Representative,2,D,"DEL CASTILLO, Rafael",1,1,3,5
County of Maui,13-06,US Representative,2,D,"GABBARD, Tulsi",36,128,178,342
County of Maui,13-06,US Representative,2,D,"HANNEMANN, Mufi",37,101,74,212
County of Maui,13-06,US Representative,2,D,"KIA'AINA, Esther",5,25,26,56
County of Maui,13-06,US Representative,2,D,"MARX, Bob",3,1,1,5
County of Maui,13-06,US Representative,2,D,"SHIRATORI, Miles",0,1,3,4
County of Maui,13-06,State Senate,7,N,"HELM, Kanohowailuku",7,32,51,90
County of Maui,13-06,State Senate,7,D,"ENGLISH, J. Kalani",32,77,122,231
County of Maui,13-06,State Senate,7,D,"HALINIAK, Barbara J.",45,170,150,365
County of Maui,13-06,State Representative,13,R,"RUSSELL, Simon S.",7,21,16,44
County of Maui,13-06,State Representative,13,D,"CARROLL, Mele",58,216,223,497
County of Maui,13-07,US Senator,,R,"CARROLL, John",0,1,0,1
County of Maui,13-07,US Senator,,R,"COLLINS, Charles Augustine",0,0,1,1
County of Maui,13-07,US Senator,,R,"LINGLE, Linda",3,5,9,17
County of Maui,13-07,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,13-07,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Maui,13-07,US Senator,,N,"BEASLEY, Heath",1,2,2,5
County of Maui,13-07,US Senator,,D,"CASE, Ed",7,2,6,15
County of Maui,13-07,US Senator,,D,"GILLESPIE, Michael D.",0,0,0,0
County of Maui,13-07,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Maui,13-07,US Senator,,D,"HIRONO, Mazie",3,9,24,36
County of Maui,13-07,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,0,0
County of Maui,13-07,US Representative,2,R,"CROWLEY, Kawika",0,3,6,9
County of Maui,13-07,US Representative,2,R,"DiGERONIMO, Matthew",3,2,2,7
County of Maui,13-07,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,0,0
County of Maui,13-07,US Representative,2,D,"GABBARD, Tulsi",7,8,18,33
County of Maui,13-07,US Representative,2,D,"HANNEMANN, Mufi",3,2,10,15
County of Maui,13-07,US Representative,2,D,"KIA'AINA, Esther",0,0,1,1
County of Maui,13-07,US Representative,2,D,"MARX, Bob",0,1,1,2
County of Maui,13-07,US Representative,2,D,"SHIRATORI, Miles",0,0,0,0
County of Maui,13-07,State Senate,7,N,"HELM, Kanohowailuku",2,3,12,17
County of Maui,13-07,State Senate,7,D,"ENGLISH, J. Kalani",1,5,11,17
County of Maui,13-07,State Senate,7,D,"HALINIAK, Barbara J.",8,5,16,29
County of Maui,13-07,State Representative,13,R,"RUSSELL, Simon S.",2,4,7,13
County of Maui,13-07,State Representative,13,D,"CARROLL, Mele",4,8,26,38
County of Maui,13-08,US Senator,,R,"CARROLL, John",1,1,6,8
County of Maui,13-08,US Senator,,R,"COLLINS, Charles Augustine",0,0,0,0
County of Maui,13-08,US Senator,,R,"LINGLE, Linda",3,5,9,17
County of Maui,13-08,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,13-08,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Maui,13-08,US Senator,,N,"BEASLEY, Heath",2,1,5,8
County of Maui,13-08,US Senator,,D,"CASE, Ed",8,17,54,79
County of Maui,13-08,US Senator,,D,"GILLESPIE, Michael D.",0,0,4,4
County of Maui,13-08,US Senator,,D,"GIMBERNAT, Antonio",0,0,2,2
County of Maui,13-08,US Senator,,D,"HIRONO, Mazie",36,55,151,242
County of Maui,13-08,US Senator,,D,"REYES, Arturo Pacheco (Art)",1,0,1,2
County of Maui,13-08,US Representative,2,R,"CROWLEY, Kawika",3,2,9,14
County of Maui,13-08,US Representative,2,R,"DiGERONIMO, Matthew",0,2,0,2
County of Maui,13-08,US Representative,2,D,"DEL CASTILLO, Rafael",0,1,0,1
County of Maui,13-08,US Representative,2,D,"GABBARD, Tulsi",26,41,119,186
County of Maui,13-08,US Representative,2,D,"HANNEMANN, Mufi",10,20,62,92
County of Maui,13-08,US Representative,2,D,"KIA'AINA, Esther",8,9,23,40
County of Maui,13-08,US Representative,2,D,"MARX, Bob",0,0,5,5
County of Maui,13-08,US Representative,2,D,"SHIRATORI, Miles",0,0,0,0
County of Maui,13-08,State Senate,7,N,"HELM, Kanohowailuku",6,14,39,59
County of Maui,13-08,State Senate,7,D,"ENGLISH, J. Kalani",17,19,85,121
County of Maui,13-08,State Senate,7,D,"HALINIAK, Barbara J.",27,49,109,185
County of Maui,13-08,State Representative,13,R,"RUSSELL, Simon S.",3,4,7,14
County of Maui,13-08,State Representative,13,D,"CARROLL, Mele",39,67,168,274
County of Maui,13-09,US Senator,,R,"CARROLL, John",0,0,0,0
County of Maui,13-09,US Senator,,R,"COLLINS, Charles Augustine",0,0,0,0
County of Maui,13-09,US Senator,,R,"LINGLE, Linda",2,0,0,2
County of Maui,13-09,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Maui,13-09,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Maui,13-09,US Senator,,N,"BEASLEY, Heath",2,0,0,2
County of Maui,13-09,US Senator,,D,"CASE, Ed",6,0,0,6
County of Maui,13-09,US Senator,,D,"GILLESPIE, Michael D.",0,0,0,0
County of Maui,13-09,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Maui,13-09,US Senator,,D,"HIRONO, Mazie",11,0,0,11
County of Maui,13-09,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,0,0
County of Maui,13-09,US Representative,2,R,"CROWLEY, Kawika",1,0,0,1
County of Maui,13-09,US Representative,2,R,"DiGERONIMO, Matthew",0,0,0,0
County of Maui,13-09,US Representative,2,D,"DEL CASTILLO, Rafael",1,0,0,1
County of Maui,13-09,US Representative,2,D,"GABBARD, Tulsi",5,0,0,5
County of Maui,13-09,US Representative,2,D,"HANNEMANN, Mufi",8,0,0,8
County of Maui,13-09,US Representative,2,D,"KIA'AINA, Esther",1,0,0,1
County of Maui,13-09,US Representative,2,D,"MARX, Bob",1,0,0,1
County of Maui,13-09,US Representative,2,D,"SHIRATORI, Miles",1,0,0,1
County of Maui,13-09,State Senate,7,N,"HELM, Kanohowailuku",3,0,0,3
County of Maui,13-09,State Senate,7,D,"ENGLISH, J. Kalani",11,0,0,11
County of Maui,13-09,State Senate,7,D,"HALINIAK, Barbara J.",5,0,0,5
County of Maui,13-09,State Representative,13,R,"RUSSELL, Simon S.",1,0,0,1
County of Maui,13-09,State Representative,13,D,"CARROLL, Mele",13,0,0,13
County of Kauai,14-01,US Senator,,R,"CARROLL, John",3,1,7,11
County of Kauai,14-01,US Senator,,R,"COLLINS, Charles Augustine",1,0,0,1
County of Kauai,14-01,US Senator,,R,"LINGLE, Linda",80,6,54,140
County of Kauai,14-01,US Senator,,R,"PIRKOWSKI, Eddie",0,1,1,2
County of Kauai,14-01,US Senator,,R,"ROCO, John P.",0,1,0,1
County of Kauai,14-01,US Senator,,N,"BEASLEY, Heath",2,0,5,7
County of Kauai,14-01,US Senator,,D,"CASE, Ed",88,5,124,217
County of Kauai,14-01,US Senator,,D,"GILLESPIE, Michael D.",1,0,3,4
County of Kauai,14-01,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Kauai,14-01,US Senator,,D,"HIRONO, Mazie",127,18,186,331
County of Kauai,14-01,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,1,1
County of Kauai,14-01,US Representative,2,R,"CROWLEY, Kawika",22,4,19,45
County of Kauai,14-01,US Representative,2,R,"DiGERONIMO, Matthew",37,3,31,71
County of Kauai,14-01,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,1,1
County of Kauai,14-01,US Representative,2,D,"GABBARD, Tulsi",148,16,263,427
County of Kauai,14-01,US Representative,2,D,"HANNEMANN, Mufi",42,2,38,82
County of Kauai,14-01,US Representative,2,D,"KIA'AINA, Esther",18,3,11,32
County of Kauai,14-01,US Representative,2,D,"MARX, Bob",11,2,8,21
County of Kauai,14-01,US Representative,2,D,"SHIRATORI, Miles",1,0,1,2
County of Kauai,14-01,State Senate,8,R,"GEORGI, William F.",62,6,45,113
County of Kauai,14-01,State Senate,8,D,"KOUCHI, Ronald D.",137,16,203,356
County of Kauai,14-01,State Representative,14,D,"KAWAKAMI, Derek S.K.",154,19,219,392
County of Kauai,14-02,US Senator,,R,"CARROLL, John",9,0,5,14
County of Kauai,14-02,US Senator,,R,"COLLINS, Charles Augustine",1,0,0,1
County of Kauai,14-02,US Senator,,R,"LINGLE, Linda",34,2,54,90
County of Kauai,14-02,US Senator,,R,"PIRKOWSKI, Eddie",1,0,0,1
County of Kauai,14-02,US Senator,,R,"ROCO, John P.",0,0,1,1
County of Kauai,14-02,US Senator,,N,"BEASLEY, Heath",2,0,1,3
County of Kauai,14-02,US Senator,,D,"CASE, Ed",77,8,112,197
County of Kauai,14-02,US Senator,,D,"GILLESPIE, Michael D.",2,1,2,5
County of Kauai,14-02,US Senator,,D,"GIMBERNAT, Antonio",0,0,1,1
County of Kauai,14-02,US Senator,,D,"HIRONO, Mazie",169,20,221,410
County of Kauai,14-02,US Senator,,D,"REYES, Arturo Pacheco (Art)",2,0,5,7
County of Kauai,14-02,US Representative,2,R,"CROWLEY, Kawika",17,0,35,52
County of Kauai,14-02,US Representative,2,R,"DiGERONIMO, Matthew",17,1,9,27
County of Kauai,14-02,US Representative,2,D,"DEL CASTILLO, Rafael",4,0,1,5
County of Kauai,14-02,US Representative,2,D,"GABBARD, Tulsi",143,16,243,402
County of Kauai,14-02,US Representative,2,D,"HANNEMANN, Mufi",66,10,61,137
