county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,01-04,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Hawaii,01-04,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Hawaii,01-04,US Senator,,N,"BEASLEY, Heath",0,0,0,0
County of Hawaii,01-04,US Senator,,D,"CASE, Ed",12,2,28,42
County of Hawaii,01-04,US Senator,,D,"GILLESPIE, Michael D.",0,0,1,1
County of Hawaii,01-04,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Hawaii,01-04,US Senator,,D,"HIRONO, Mazie",24,6,50,80
County of Hawaii,01-04,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,1,1
County of Hawaii,01-04,US Representative,2,R,"CROWLEY, Kawika",3,1,1,5
County of Hawaii,01-04,US Representative,2,R,"DiGERONIMO, Matthew",2,0,7,9
County of Hawaii,01-04,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,2,2
County of Hawaii,01-04,US Representative,2,D,"GABBARD, Tulsi",22,3,50,75
County of Hawaii,01-04,US Representative,2,D,"HANNEMANN, Mufi",8,4,17,29
County of Hawaii,01-04,US Representative,2,D,"KIA'AINA, Esther",0,0,2,2
County of Hawaii,01-04,US Representative,2,D,"MARX, Bob",4,1,6,11
County of Hawaii,01-04,US Representative,2,D,"SHIRATORI, Miles",0,0,0,0
County of Hawaii,01-04,State Senate,4,G,"GREENWELL, Kelly",0,0,0,0
County of Hawaii,01-04,State Senate,4,D,"INOUYE, Lorraine Rodero",20,4,28,52
County of Hawaii,01-04,State Senate,4,D,"SOLOMON, Malama",11,4,41,56
County of Hawaii,01-04,State Representative,1,D,"NAKASHIMA, Mark M.",25,6,39,70
County of Hawaii,01-04,State Representative,1,D,"PAJIMOLA, Noralyn Bolosan",5,2,32,39
County of Hawaii,01-05,US Senator,,R,"CARROLL, John",2,0,2,4
County of Hawaii,01-05,US Senator,,R,"COLLINS, Charles Augustine",0,0,1,1
County of Hawaii,01-05,US Senator,,R,"LINGLE, Linda",16,13,18,47
County of Hawaii,01-05,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Hawaii,01-05,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Hawaii,01-05,US Senator,,N,"BEASLEY, Heath",2,0,3,5
County of Hawaii,01-05,US Senator,,D,"CASE, Ed",66,31,114,211
County of Hawaii,01-05,US Senator,,D,"GILLESPIE, Michael D.",2,2,5,9
County of Hawaii,01-05,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Hawaii,01-05,US Senator,,D,"HIRONO, Mazie",224,65,265,554
County of Hawaii,01-05,US Senator,,D,"REYES, Arturo Pacheco (Art)",1,0,0,1
County of Hawaii,01-05,US Representative,2,R,"CROWLEY, Kawika",5,7,14,26
County of Hawaii,01-05,US Representative,2,R,"DiGERONIMO, Matthew",8,2,3,13
County of Hawaii,01-05,US Representative,2,D,"DEL CASTILLO, Rafael",1,2,4,7
County of Hawaii,01-05,US Representative,2,D,"GABBARD, Tulsi",135,48,186,369
County of Hawaii,01-05,US Representative,2,D,"HANNEMANN, Mufi",126,30,139,295
County of Hawaii,01-05,US Representative,2,D,"KIA'AINA, Esther",8,4,11,23
County of Hawaii,01-05,US Representative,2,D,"MARX, Bob",25,10,43,78
County of Hawaii,01-05,US Representative,2,D,"SHIRATORI, Miles",1,2,0,3
County of Hawaii,01-05,State Senate,4,G,"GREENWELL, Kelly",1,0,0,1
County of Hawaii,01-05,State Senate,4,D,"INOUYE, Lorraine Rodero",166,55,195,416
County of Hawaii,01-05,State Senate,4,D,"SOLOMON, Malama",115,35,176,326
County of Hawaii,01-05,State Representative,1,D,"NAKASHIMA, Mark M.",225,62,219,506
County of Hawaii,01-05,State Representative,1,D,"PAJIMOLA, Noralyn Bolosan",58,32,141,231
County of Hawaii,01-06,US Senator,,R,"CARROLL, John",8,0,5,13
County of Hawaii,01-06,US Senator,,R,"COLLINS, Charles Augustine",0,2,0,2
County of Hawaii,01-06,US Senator,,R,"LINGLE, Linda",26,6,29,61
County of Hawaii,01-06,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Hawaii,01-06,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Hawaii,01-06,US Senator,,N,"BEASLEY, Heath",0,0,1,1
County of Hawaii,01-06,US Senator,,D,"CASE, Ed",106,31,92,229
County of Hawaii,01-06,US Senator,,D,"GILLESPIE, Michael D.",1,0,1,2
County of Hawaii,01-06,US Senator,,D,"GIMBERNAT, Antonio",0,0,1,1
County of Hawaii,01-06,US Senator,,D,"HIRONO, Mazie",153,52,171,376
County of Hawaii,01-06,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,0,0
County of Hawaii,01-06,US Representative,2,R,"CROWLEY, Kawika",15,4,12,31
County of Hawaii,01-06,US Representative,2,R,"DiGERONIMO, Matthew",10,2,13,25
County of Hawaii,01-06,US Representative,2,D,"DEL CASTILLO, Rafael",1,0,1,2
County of Hawaii,01-06,US Representative,2,D,"GABBARD, Tulsi",102,41,127,270
County of Hawaii,01-06,US Representative,2,D,"HANNEMANN, Mufi",114,33,87,234
County of Hawaii,01-06,US Representative,2,D,"KIA'AINA, Esther",9,3,12,24
County of Hawaii,01-06,US Representative,2,D,"MARX, Bob",32,6,33,71
County of Hawaii,01-06,US Representative,2,D,"SHIRATORI, Miles",4,0,1,5
County of Hawaii,01-06,State Senate,4,G,"GREENWELL, Kelly",0,0,0,0
County of Hawaii,01-06,State Senate,4,D,"INOUYE, Lorraine Rodero",133,45,148,326
County of Hawaii,01-06,State Senate,4,D,"SOLOMON, Malama",108,37,104,249
County of Hawaii,01-06,State Representative,1,D,"NAKASHIMA, Mark M.",193,61,159,413
County of Hawaii,01-06,State Representative,1,D,"PAJIMOLA, Noralyn Bolosan",51,19,82,152
County of Hawaii,01-07,US Senator,,R,"CARROLL, John",0,2,2,4
County of Hawaii,01-07,US Senator,,R,"COLLINS, Charles Augustine",0,0,0,0
County of Hawaii,01-07,US Senator,,R,"LINGLE, Linda",23,15,20,58
County of Hawaii,01-07,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Hawaii,01-07,US Senator,,R,"ROCO, John P.",0,1,1,2
County of Hawaii,01-07,US Senator,,N,"BEASLEY, Heath",0,0,1,1
County of Hawaii,01-07,US Senator,,D,"CASE, Ed",70,28,110,208
County of Hawaii,01-07,US Senator,,D,"GILLESPIE, Michael D.",1,1,3,5
County of Hawaii,01-07,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Hawaii,01-07,US Senator,,D,"HIRONO, Mazie",99,60,166,325
County of Hawaii,01-07,US Senator,,D,"REYES, Arturo Pacheco (Art)",1,3,4,8
County of Hawaii,01-07,US Representative,2,R,"CROWLEY, Kawika",11,10,9,30
County of Hawaii,01-07,US Representative,2,R,"DiGERONIMO, Matthew",7,6,7,20
County of Hawaii,01-07,US Representative,2,D,"DEL CASTILLO, Rafael",0,1,0,1
County of Hawaii,01-07,US Representative,2,D,"GABBARD, Tulsi",85,49,146,280
County of Hawaii,01-07,US Representative,2,D,"HANNEMANN, Mufi",60,26,77,163
County of Hawaii,01-07,US Representative,2,D,"KIA'AINA, Esther",9,7,15,31
County of Hawaii,01-07,US Representative,2,D,"MARX, Bob",15,6,40,61
County of Hawaii,01-07,US Representative,2,D,"SHIRATORI, Miles",0,0,2,2
County of Hawaii,01-07,State Senate,1,D,"IKEDA, Donald",63,32,82,177
County of Hawaii,01-07,State Senate,1,D,"KAHELE, Gilbert",100,55,190,345
County of Hawaii,01-07,State Representative,1,D,"NAKASHIMA, Mark M.",124,61,164,349
County of Hawaii,01-07,State Representative,1,D,"PAJIMOLA, Noralyn Bolosan",39,23,85,147
County of Hawaii,01-08,US Senator,,R,"CARROLL, John",5,2,13,20
County of Hawaii,01-08,US Senator,,R,"COLLINS, Charles Augustine",0,0,2,2
County of Hawaii,01-08,US Senator,,R,"LINGLE, Linda",72,26,66,164
County of Hawaii,01-08,US Senator,,R,"PIRKOWSKI, Eddie",0,0,1,1
County of Hawaii,01-08,US Senator,,R,"ROCO, John P.",0,1,0,1
County of Hawaii,01-08,US Senator,,N,"BEASLEY, Heath",5,1,2,8
County of Hawaii,01-08,US Senator,,D,"CASE, Ed",394,138,328,860
County of Hawaii,01-08,US Senator,,D,"GILLESPIE, Michael D.",3,1,10,14
County of Hawaii,01-08,US Senator,,D,"GIMBERNAT, Antonio",1,1,0,2
County of Hawaii,01-08,US Senator,,D,"HIRONO, Mazie",632,223,535,1390
County of Hawaii,01-08,US Senator,,D,"REYES, Arturo Pacheco (Art)",5,0,2,7
County of Hawaii,01-08,US Representative,2,R,"CROWLEY, Kawika",27,14,36,77
County of Hawaii,01-08,US Representative,2,R,"DiGERONIMO, Matthew",24,7,20,51
County of Hawaii,01-08,US Representative,2,D,"DEL CASTILLO, Rafael",2,1,3,6
County of Hawaii,01-08,US Representative,2,D,"GABBARD, Tulsi",454,166,487,1107
County of Hawaii,01-08,US Representative,2,D,"HANNEMANN, Mufi",457,128,264,849
County of Hawaii,01-08,US Representative,2,D,"KIA'AINA, Esther",42,23,37,102
County of Hawaii,01-08,US Representative,2,D,"MARX, Bob",77,42,79,198
County of Hawaii,01-08,US Representative,2,D,"SHIRATORI, Miles",7,2,4,13
County of Hawaii,01-08,State Senate,1,D,"IKEDA, Donald",478,154,333,965
County of Hawaii,01-08,State Senate,1,D,"KAHELE, Gilbert",542,205,517,1264
County of Hawaii,01-08,State Representative,1,D,"NAKASHIMA, Mark M.",781,266,576,1623
County of Hawaii,01-08,State Representative,1,D,"PAJIMOLA, Noralyn Bolosan",212,70,203,485
County of Hawaii,01-09,US Senator,,R,"CARROLL, John",0,0,0,0
County of Hawaii,01-09,US Senator,,R,"COLLINS, Charles Augustine",0,0,0,0
County of Hawaii,01-09,US Senator,,R,"LINGLE, Linda",0,0,0,0
County of Hawaii,01-09,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Hawaii,01-09,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Hawaii,01-09,US Senator,,N,"BEASLEY, Heath",0,0,0,0
County of Hawaii,01-09,US Senator,,D,"CASE, Ed",0,0,0,0
County of Hawaii,01-09,US Senator,,D,"GILLESPIE, Michael D.",0,0,0,0
County of Hawaii,01-09,US Senator,,D,"GIMBERNAT, Antonio",0,0,0,0
County of Hawaii,01-09,US Senator,,D,"HIRONO, Mazie",0,0,0,0
County of Hawaii,01-09,US Senator,,D,"REYES, Arturo Pacheco (Art)",0,0,0,0
County of Hawaii,01-09,US Representative,2,R,"CROWLEY, Kawika",0,0,0,0
County of Hawaii,01-09,US Representative,2,R,"DiGERONIMO, Matthew",0,0,0,0
County of Hawaii,01-09,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,0,0
County of Hawaii,01-09,US Representative,2,D,"GABBARD, Tulsi",0,0,0,0
County of Hawaii,01-09,US Representative,2,D,"HANNEMANN, Mufi",0,0,0,0
County of Hawaii,01-09,US Representative,2,D,"KIA'AINA, Esther",0,0,0,0
County of Hawaii,01-09,US Representative,2,D,"MARX, Bob",0,0,0,0
County of Hawaii,01-09,US Representative,2,D,"SHIRATORI, Miles",0,0,0,0
County of Hawaii,01-09,State Senate,4,G,"GREENWELL, Kelly",0,0,0,0
County of Hawaii,01-09,State Senate,4,D,"INOUYE, Lorraine Rodero",0,0,0,0
County of Hawaii,01-09,State Senate,4,D,"SOLOMON, Malama",0,0,0,0
County of Hawaii,01-09,State Representative,1,D,"NAKASHIMA, Mark M.",0,0,0,0
County of Hawaii,01-09,State Representative,1,D,"PAJIMOLA, Noralyn Bolosan",0,0,0,0
County of Hawaii,01-10,US Senator,,R,"CARROLL, John",1,0,3,4
County of Hawaii,01-10,US Senator,,R,"COLLINS, Charles Augustine",0,0,0,0
County of Hawaii,01-10,US Senator,,R,"LINGLE, Linda",18,6,27,51
County of Hawaii,01-10,US Senator,,R,"PIRKOWSKI, Eddie",0,0,2,2
County of Hawaii,01-10,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Hawaii,01-10,US Senator,,N,"BEASLEY, Heath",1,0,2,3
County of Hawaii,01-10,US Senator,,D,"CASE, Ed",106,49,122,277
County of Hawaii,01-10,US Senator,,D,"GILLESPIE, Michael D.",5,2,1,8
County of Hawaii,01-10,US Senator,,D,"GIMBERNAT, Antonio",1,0,1,2
County of Hawaii,01-10,US Senator,,D,"HIRONO, Mazie",191,54,203,448
County of Hawaii,01-10,US Senator,,D,"REYES, Arturo Pacheco (Art)",2,0,4,6
County of Hawaii,01-10,US Representative,2,R,"CROWLEY, Kawika",12,2,18,32
County of Hawaii,01-10,US Representative,2,R,"DiGERONIMO, Matthew",1,3,9,13
County of Hawaii,01-10,US Representative,2,D,"DEL CASTILLO, Rafael",0,0,1,1
County of Hawaii,01-10,US Representative,2,D,"GABBARD, Tulsi",139,57,205,401
County of Hawaii,01-10,US Representative,2,D,"HANNEMANN, Mufi",116,26,88,230
County of Hawaii,01-10,US Representative,2,D,"KIA'AINA, Esther",15,3,13,31
County of Hawaii,01-10,US Representative,2,D,"MARX, Bob",30,19,23,72
County of Hawaii,01-10,US Representative,2,D,"SHIRATORI, Miles",1,0,0,1
County of Hawaii,01-10,State Senate,1,D,"IKEDA, Donald",111,44,134,289
County of Hawaii,01-10,State Senate,1,D,"KAHELE, Gilbert",188,57,189,434
County of Hawaii,01-10,State Representative,1,D,"NAKASHIMA, Mark M.",215,75,216,506
County of Hawaii,01-10,State Representative,1,D,"PAJIMOLA, Noralyn Bolosan",70,18,91,179
County of Hawaii,02-01,US Senator,,R,"CARROLL, John",5,1,6,12
County of Hawaii,02-01,US Senator,,R,"COLLINS, Charles Augustine",2,0,2,4
County of Hawaii,02-01,US Senator,,R,"LINGLE, Linda",47,21,47,115
County of Hawaii,02-01,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Hawaii,02-01,US Senator,,R,"ROCO, John P.",1,0,1,2
County of Hawaii,02-01,US Senator,,N,"BEASLEY, Heath",7,3,5,15
County of Hawaii,02-01,US Senator,,D,"CASE, Ed",259,103,163,525
County of Hawaii,02-01,US Senator,,D,"GILLESPIE, Michael D.",2,1,4,7
County of Hawaii,02-01,US Senator,,D,"GIMBERNAT, Antonio",1,1,3,5
County of Hawaii,02-01,US Senator,,D,"HIRONO, Mazie",428,162,310,900
County of Hawaii,02-01,US Senator,,D,"REYES, Arturo Pacheco (Art)",2,1,1,4
County of Hawaii,02-01,US Representative,2,R,"CROWLEY, Kawika",25,14,23,62
County of Hawaii,02-01,US Representative,2,R,"DiGERONIMO, Matthew",8,5,16,29
County of Hawaii,02-01,US Representative,2,D,"DEL CASTILLO, Rafael",4,0,3,7
County of Hawaii,02-01,US Representative,2,D,"GABBARD, Tulsi",293,143,263,699
County of Hawaii,02-01,US Representative,2,D,"HANNEMANN, Mufi",302,93,156,551
County of Hawaii,02-01,US Representative,2,D,"KIA'AINA, Esther",23,11,15,49
County of Hawaii,02-01,US Representative,2,D,"MARX, Bob",61,17,49,127
County of Hawaii,02-01,US Representative,2,D,"SHIRATORI, Miles",10,1,1,12
County of Hawaii,02-01,State Senate,1,D,"IKEDA, Donald",305,121,183,609
County of Hawaii,02-01,State Senate,1,D,"KAHELE, Gilbert",364,133,281,778
County of Hawaii,02-01,State Representative,2,D,"TSUJI, Clift",550,218,364,1132
County of Hawaii,02-02,US Senator,,R,"CARROLL, John",1,0,1,2
County of Hawaii,02-02,US Senator,,R,"COLLINS, Charles Augustine",0,1,1,2
County of Hawaii,02-02,US Senator,,R,"LINGLE, Linda",15,9,19,43
County of Hawaii,02-02,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Hawaii,02-02,US Senator,,R,"ROCO, John P.",0,0,3,3
County of Hawaii,02-02,US Senator,,N,"BEASLEY, Heath",0,2,1,3
County of Hawaii,02-02,US Senator,,D,"CASE, Ed",70,37,79,186
County of Hawaii,02-02,US Senator,,D,"GILLESPIE, Michael D.",0,1,0,1
County of Hawaii,02-02,US Senator,,D,"GIMBERNAT, Antonio",2,0,0,2
County of Hawaii,02-02,US Senator,,D,"HIRONO, Mazie",166,51,143,360
County of Hawaii,02-02,US Senator,,D,"REYES, Arturo Pacheco (Art)",2,0,2,4
County of Hawaii,02-02,US Representative,2,R,"CROWLEY, Kawika",7,5,9,21
County of Hawaii,02-02,US Representative,2,R,"DiGERONIMO, Matthew",2,4,7,13
County of Hawaii,02-02,US Representative,2,D,"DEL CASTILLO, Rafael",1,2,4,7
County of Hawaii,02-02,US Representative,2,D,"GABBARD, Tulsi",107,40,122,269
County of Hawaii,02-02,US Representative,2,D,"HANNEMANN, Mufi",105,34,57,196
County of Hawaii,02-02,US Representative,2,D,"KIA'AINA, Esther",9,9,14,32
County of Hawaii,02-02,US Representative,2,D,"MARX, Bob",18,4,21,43
County of Hawaii,02-02,US Representative,2,D,"SHIRATORI, Miles",1,0,1,2
County of Hawaii,02-02,State Senate,1,D,"IKEDA, Donald",113,30,69,212
County of Hawaii,02-02,State Senate,1,D,"KAHELE, Gilbert",118,54,150,322
County of Hawaii,02-02,State Representative,2,D,"TSUJI, Clift",199,70,185,454
County of Hawaii,02-03,US Senator,,R,"CARROLL, John",0,2,3,5
County of Hawaii,02-03,US Senator,,R,"COLLINS, Charles Augustine",0,0,1,1
County of Hawaii,02-03,US Senator,,R,"LINGLE, Linda",15,2,16,33
County of Hawaii,02-03,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Hawaii,02-03,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Hawaii,02-03,US Senator,,N,"BEASLEY, Heath",1,0,0,1
County of Hawaii,02-03,US Senator,,D,"CASE, Ed",42,32,105,179
County of Hawaii,02-03,US Senator,,D,"GILLESPIE, Michael D.",1,0,2,3
County of Hawaii,02-03,US Senator,,D,"GIMBERNAT, Antonio",0,0,1,1
County of Hawaii,02-03,US Senator,,D,"HIRONO, Mazie",98,58,233,389
County of Hawaii,02-03,US Senator,,D,"REYES, Arturo Pacheco (Art)",3,1,4,8
County of Hawaii,02-03,US Representative,2,R,"CROWLEY, Kawika",12,3,10,25
County of Hawaii,02-03,US Representative,2,R,"DiGERONIMO, Matthew",1,0,4,5
County of Hawaii,02-03,US Representative,2,D,"DEL CASTILLO, Rafael",0,1,1,2
County of Hawaii,02-03,US Representative,2,D,"GABBARD, Tulsi",76,34,210,320
County of Hawaii,02-03,US Representative,2,D,"HANNEMANN, Mufi",48,37,77,162
County of Hawaii,02-03,US Representative,2,D,"KIA'AINA, Esther",15,7,32,54
County of Hawaii,02-03,US Representative,2,D,"MARX, Bob",9,12,26,47
County of Hawaii,02-03,US Representative,2,D,"SHIRATORI, Miles",0,0,0,0
County of Hawaii,02-03,State Senate,1,D,"IKEDA, Donald",31,24,60,115
County of Hawaii,02-03,State Senate,1,D,"KAHELE, Gilbert",114,64,273,451
County of Hawaii,02-03,State Representative,2,D,"TSUJI, Clift",114,75,277,466
County of Hawaii,02-04,US Senator,,R,"CARROLL, John",2,5,4,11
County of Hawaii,02-04,US Senator,,R,"COLLINS, Charles Augustine",0,1,1,2
County of Hawaii,02-04,US Senator,,R,"LINGLE, Linda",51,34,62,147
County of Hawaii,02-04,US Senator,,R,"PIRKOWSKI, Eddie",0,0,0,0
County of Hawaii,02-04,US Senator,,R,"ROCO, John P.",0,0,1,1
County of Hawaii,02-04,US Senator,,N,"BEASLEY, Heath",0,0,1,1
County of Hawaii,02-04,US Senator,,D,"CASE, Ed",342,132,321,795
County of Hawaii,02-04,US Senator,,D,"GILLESPIE, Michael D.",3,0,5,8
County of Hawaii,02-04,US Senator,,D,"GIMBERNAT, Antonio",3,1,1,5
County of Hawaii,02-04,US Senator,,D,"HIRONO, Mazie",802,275,613,1690
County of Hawaii,02-04,US Senator,,D,"REYES, Arturo Pacheco (Art)",3,0,4,7
County of Hawaii,02-04,US Representative,2,R,"CROWLEY, Kawika",25,22,38,85
County of Hawaii,02-04,US Representative,2,R,"DiGERONIMO, Matthew",10,11,9,30
County of Hawaii,02-04,US Representative,2,D,"DEL CASTILLO, Rafael",1,2,1,4
County of Hawaii,02-04,US Representative,2,D,"GABBARD, Tulsi",516,191,546,1253
County of Hawaii,02-04,US Representative,2,D,"HANNEMANN, Mufi",517,181,316,1014
County of Hawaii,02-04,US Representative,2,D,"KIA'AINA, Esther",45,20,28,93
County of Hawaii,02-04,US Representative,2,D,"MARX, Bob",62,14,45,121
County of Hawaii,02-04,US Representative,2,D,"SHIRATORI, Miles",8,1,7,16
County of Hawaii,02-04,State Senate,1,D,"IKEDA, Donald",555,176,329,1060
County of Hawaii,02-04,State Senate,1,D,"KAHELE, Gilbert",571,221,585,1377
County of Hawaii,02-04,State Representative,2,D,"TSUJI, Clift",1007,352,814,2173
County of Hawaii,02-05,US Senator,,R,"CARROLL, John",0,2,3,5
County of Hawaii,02-05,US Senator,,R,"COLLINS, Charles Augustine",0,0,0,0
County of Hawaii,02-05,US Senator,,R,"LINGLE, Linda",56,12,33,101
County of Hawaii,02-05,US Senator,,R,"PIRKOWSKI, Eddie",1,0,0,1
County of Hawaii,02-05,US Senator,,R,"ROCO, John P.",0,0,0,0
County of Hawaii,02-05,US Senator,,N,"BEASLEY, Heath",0,0,1,1
County of Hawaii,02-05,US Senator,,D,"CASE, Ed",288,124,228,640
