county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,29-01,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,18,18
City & County of Honolulu,29-01,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,126,126
City & County of Honolulu,29-01,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,168,168
City & County of Honolulu,29-01,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,3,3
City & County of Honolulu,29-01,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
City & County of Honolulu,29-01,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,53,53
City & County of Honolulu,29-01,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,20,20
City & County of Honolulu,29-01,State Senator,14,D,"KIM, Donna Mercado",0,0,583,583
City & County of Honolulu,29-01,State Senator,14,R,"DUDEK, Peter",0,0,43,43
City & County of Honolulu,29-01,State Representative,29,D,"KOH, Patrick",0,0,76,76
City & County of Honolulu,29-01,State Representative,29,D,"MANAHAN, Joey",0,0,588,588
City & County of Honolulu,29-01,State Representative,29,R,"HARDING, Ken",0,0,51,51
City & County of Honolulu,29-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,761,761
City & County of Honolulu,29-02,Straight Party,,,FREE ENERGY PARTY (F),0,0,2,2
City & County of Honolulu,29-02,Straight Party,,,GREEN PARTY (G),0,0,2,2
City & County of Honolulu,29-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,29-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,1,1
City & County of Honolulu,29-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,87,87
City & County of Honolulu,29-02,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,29-02,US Senator,,G,"BREWER, Jim",0,0,2,2
City & County of Honolulu,29-02,US Senator,,D,"INOUYE, Daniel K.",0,0,668,668
City & County of Honolulu,29-02,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,57,57
City & County of Honolulu,29-02,US Senator,,N,"JARRETT, Jeff",0,0,1,1
City & County of Honolulu,29-02,US Senator,,R,"CAVASSO, Cam",0,0,33,33
City & County of Honolulu,29-02,US Senator,,R,"PIRKOWSKI, Eddie",0,0,8,8
City & County of Honolulu,29-02,US Senator,,R,"ROCO, John",0,0,30,30
City & County of Honolulu,29-02,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,112,112
City & County of Honolulu,29-02,US Representative,1,D,"HANABUSA, Colleen",0,0,555,555
City & County of Honolulu,29-02,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,4,4
City & County of Honolulu,29-02,US Representative,1,R,"DJOU, Charles",0,0,80,80
City & County of Honolulu,29-02,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,29-02,Governor,,D,"ABERCROMBIE, Neil",0,0,512,512
City & County of Honolulu,29-02,Governor,,D,"HANNEMANN, Mufi",0,0,235,235
City & County of Honolulu,29-02,Governor,,D,"REYES, Arturo P. (Art)",0,0,7,7
City & County of Honolulu,29-02,Governor,,D,"SHIRATORI, Miles",0,0,0,0
City & County of Honolulu,29-02,Governor,,D,"TANABE, Van K.",0,0,2,2
City & County of Honolulu,29-02,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,2,2
City & County of Honolulu,29-02,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,29-02,Governor,,N,"MANNER, Paul",0,0,1,1
City & County of Honolulu,29-02,Governor,,N,"POLLARD, Thomas (Tom)",0,0,0,0
City & County of Honolulu,29-02,Governor,,R,"AIONA, Duke",0,0,79,79
City & County of Honolulu,29-02,Governor,,R,"CARROLL, John S.",0,0,6,6
City & County of Honolulu,29-02,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,64,64
City & County of Honolulu,29-02,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,310,310
City & County of Honolulu,29-02,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,11,11
City & County of Honolulu,29-02,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,34,34
City & County of Honolulu,29-02,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,13,13
City & County of Honolulu,29-02,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,142,142
City & County of Honolulu,29-02,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,148,148
City & County of Honolulu,29-02,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,2,2
City & County of Honolulu,29-02,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,1,1
City & County of Honolulu,29-02,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,59,59
City & County of Honolulu,29-02,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,22,22
City & County of Honolulu,29-02,State Senator,13,D,"CHUN OAKLAND, Suzanne N.J.",0,0,541,541
City & County of Honolulu,29-02,State Senator,13,R,"FRANKLIN, Judy C.",0,0,64,64
City & County of Honolulu,29-02,State Representative,29,D,"KOH, Patrick",0,0,100,100
City & County of Honolulu,29-02,State Representative,29,D,"MANAHAN, Joey",0,0,593,593
City & County of Honolulu,29-02,State Representative,29,R,"HARDING, Ken",0,0,64,64
City & County of Honolulu,30-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,721,721
City & County of Honolulu,30-01,Straight Party,,,FREE ENERGY PARTY (F),0,0,1,1
City & County of Honolulu,30-01,Straight Party,,,GREEN PARTY (G),0,0,0,0
City & County of Honolulu,30-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
City & County of Honolulu,30-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,1,1
City & County of Honolulu,30-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,118,118
City & County of Honolulu,30-01,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,1,1
City & County of Honolulu,30-01,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,30-01,US Senator,,D,"INOUYE, Daniel K.",0,0,628,628
City & County of Honolulu,30-01,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,67,67
City & County of Honolulu,30-01,US Senator,,N,"JARRETT, Jeff",0,0,0,0
City & County of Honolulu,30-01,US Senator,,R,"CAVASSO, Cam",0,0,66,66
City & County of Honolulu,30-01,US Senator,,R,"PIRKOWSKI, Eddie",0,0,11,11
City & County of Honolulu,30-01,US Senator,,R,"ROCO, John",0,0,18,18
City & County of Honolulu,30-01,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,112,112
City & County of Honolulu,30-01,US Representative,1,D,"HANABUSA, Colleen",0,0,534,534
City & County of Honolulu,30-01,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,5,5
City & County of Honolulu,30-01,US Representative,1,R,"DJOU, Charles",0,0,108,108
City & County of Honolulu,30-01,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,30-01,Governor,,D,"ABERCROMBIE, Neil",0,0,443,443
City & County of Honolulu,30-01,Governor,,D,"HANNEMANN, Mufi",0,0,258,258
City & County of Honolulu,30-01,Governor,,D,"REYES, Arturo P. (Art)",0,0,6,6
City & County of Honolulu,30-01,Governor,,D,"SHIRATORI, Miles",0,0,2,2
City & County of Honolulu,30-01,Governor,,D,"TANABE, Van K.",0,0,4,4
City & County of Honolulu,30-01,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,1,1
City & County of Honolulu,30-01,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,30-01,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,30-01,Governor,,N,"POLLARD, Thomas (Tom)",0,0,0,0
City & County of Honolulu,30-01,Governor,,R,"AIONA, Duke",0,0,113,113
City & County of Honolulu,30-01,Governor,,R,"CARROLL, John S.",0,0,4,4
City & County of Honolulu,30-01,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,58,58
City & County of Honolulu,30-01,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,226,226
City & County of Honolulu,30-01,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,6,6
City & County of Honolulu,30-01,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,52,52
City & County of Honolulu,30-01,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,15,15
City & County of Honolulu,30-01,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,144,144
City & County of Honolulu,30-01,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,192,192
City & County of Honolulu,30-01,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,1,1
City & County of Honolulu,30-01,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
City & County of Honolulu,30-01,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,81,81
City & County of Honolulu,30-01,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,29,29
City & County of Honolulu,30-01,State Senator,14,D,"KIM, Donna Mercado",0,0,571,571
City & County of Honolulu,30-01,State Senator,14,R,"DUDEK, Peter",0,0,80,80
City & County of Honolulu,30-01,State Representative,30,D,"MIZUNO, John",0,0,601,601
City & County of Honolulu,30-01,State Representative,30,R,"KAAPU, Carole Kauhiwai",0,0,91,91
City & County of Honolulu,30-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,700,700
City & County of Honolulu,30-02,Straight Party,,,FREE ENERGY PARTY (F),0,0,2,2
City & County of Honolulu,30-02,Straight Party,,,GREEN PARTY (G),0,0,3,3
City & County of Honolulu,30-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,30-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,3,3
City & County of Honolulu,30-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,114,114
City & County of Honolulu,30-02,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,30-02,US Senator,,G,"BREWER, Jim",0,0,2,2
City & County of Honolulu,30-02,US Senator,,D,"INOUYE, Daniel K.",0,0,608,608
City & County of Honolulu,30-02,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,59,59
City & County of Honolulu,30-02,US Senator,,N,"JARRETT, Jeff",0,0,1,1
City & County of Honolulu,30-02,US Senator,,R,"CAVASSO, Cam",0,0,50,50
City & County of Honolulu,30-02,US Senator,,R,"PIRKOWSKI, Eddie",0,0,11,11
City & County of Honolulu,30-02,US Senator,,R,"ROCO, John",0,0,25,25
City & County of Honolulu,30-02,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,90,90
City & County of Honolulu,30-02,US Representative,1,D,"HANABUSA, Colleen",0,0,527,527
City & County of Honolulu,30-02,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
City & County of Honolulu,30-02,US Representative,1,R,"DJOU, Charles",0,0,101,101
City & County of Honolulu,30-02,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,30-02,Governor,,D,"ABERCROMBIE, Neil",0,0,446,446
City & County of Honolulu,30-02,Governor,,D,"HANNEMANN, Mufi",0,0,241,241
City & County of Honolulu,30-02,Governor,,D,"REYES, Arturo P. (Art)",0,0,4,4
City & County of Honolulu,30-02,Governor,,D,"SHIRATORI, Miles",0,0,1,1
City & County of Honolulu,30-02,Governor,,D,"TANABE, Van K.",0,0,3,3
City & County of Honolulu,30-02,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,1,1
City & County of Honolulu,30-02,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,30-02,Governor,,N,"MANNER, Paul",0,0,1,1
City & County of Honolulu,30-02,Governor,,N,"POLLARD, Thomas (Tom)",0,0,1,1
City & County of Honolulu,30-02,Governor,,R,"AIONA, Duke",0,0,108,108
City & County of Honolulu,30-02,Governor,,R,"CARROLL, John S.",0,0,4,4
City & County of Honolulu,30-02,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,36,36
City & County of Honolulu,30-02,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,319,319
City & County of Honolulu,30-02,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,4,4
City & County of Honolulu,30-02,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,30,30
City & County of Honolulu,30-02,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,13,13
City & County of Honolulu,30-02,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,115,115
City & County of Honolulu,30-02,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,150,150
City & County of Honolulu,30-02,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,1,1
City & County of Honolulu,30-02,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,1,1
City & County of Honolulu,30-02,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,83,83
City & County of Honolulu,30-02,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,16,16
City & County of Honolulu,30-02,State Senator,14,D,"KIM, Donna Mercado",0,0,551,551
City & County of Honolulu,30-02,State Senator,14,R,"DUDEK, Peter",0,0,57,57
City & County of Honolulu,30-02,State Representative,30,D,"MIZUNO, John",0,0,583,583
City & County of Honolulu,30-02,State Representative,30,R,"KAAPU, Carole Kauhiwai",0,0,67,67
City & County of Honolulu,30-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,50,50
City & County of Honolulu,30-03,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
City & County of Honolulu,30-03,Straight Party,,,GREEN PARTY (G),0,0,0,0
City & County of Honolulu,30-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,30-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,30-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,23,23
City & County of Honolulu,30-03,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,30-03,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,30-03,US Senator,,D,"INOUYE, Daniel K.",0,0,45,45
City & County of Honolulu,30-03,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,3,3
City & County of Honolulu,30-03,US Senator,,N,"JARRETT, Jeff",0,0,0,0
City & County of Honolulu,30-03,US Senator,,R,"CAVASSO, Cam",0,0,18,18
City & County of Honolulu,30-03,US Senator,,R,"PIRKOWSKI, Eddie",0,0,1,1
City & County of Honolulu,30-03,US Senator,,R,"ROCO, John",0,0,2,2
City & County of Honolulu,30-03,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,12,12
City & County of Honolulu,30-03,US Representative,1,D,"HANABUSA, Colleen",0,0,35,35
City & County of Honolulu,30-03,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,30-03,US Representative,1,R,"DJOU, Charles",0,0,23,23
City & County of Honolulu,30-03,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,30-03,Governor,,D,"ABERCROMBIE, Neil",0,0,33,33
City & County of Honolulu,30-03,Governor,,D,"HANNEMANN, Mufi",0,0,15,15
City & County of Honolulu,30-03,Governor,,D,"REYES, Arturo P. (Art)",0,0,1,1
City & County of Honolulu,30-03,Governor,,D,"SHIRATORI, Miles",0,0,0,0
City & County of Honolulu,30-03,Governor,,D,"TANABE, Van K.",0,0,0,0
City & County of Honolulu,30-03,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
City & County of Honolulu,30-03,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,30-03,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,30-03,Governor,,N,"POLLARD, Thomas (Tom)",0,0,0,0
City & County of Honolulu,30-03,Governor,,R,"AIONA, Duke",0,0,23,23
City & County of Honolulu,30-03,Governor,,R,"CARROLL, John S.",0,0,0,0
City & County of Honolulu,30-03,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,1,1
City & County of Honolulu,30-03,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,10,10
City & County of Honolulu,30-03,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,0,0
City & County of Honolulu,30-03,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,6,6
City & County of Honolulu,30-03,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,2,2
City & County of Honolulu,30-03,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,25,25
City & County of Honolulu,30-03,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,5,5
City & County of Honolulu,30-03,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
City & County of Honolulu,30-03,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
City & County of Honolulu,30-03,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,18,18
City & County of Honolulu,30-03,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,5,5
City & County of Honolulu,30-03,State Senator,14,D,"KIM, Donna Mercado",0,0,38,38
City & County of Honolulu,30-03,State Senator,14,R,"DUDEK, Peter",0,0,19,19
City & County of Honolulu,30-03,State Representative,30,D,"MIZUNO, John",0,0,37,37
City & County of Honolulu,30-03,State Representative,30,R,"KAAPU, Carole Kauhiwai",0,0,20,20
City & County of Honolulu,30-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,618,618
City & County of Honolulu,30-04,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
City & County of Honolulu,30-04,Straight Party,,,GREEN PARTY (G),0,0,0,0
City & County of Honolulu,30-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,30-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,30-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,67,67
City & County of Honolulu,30-04,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,30-04,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,30-04,US Senator,,D,"INOUYE, Daniel K.",0,0,538,538
City & County of Honolulu,30-04,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,48,48
City & County of Honolulu,30-04,US Senator,,N,"JARRETT, Jeff",0,0,0,0
City & County of Honolulu,30-04,US Senator,,R,"CAVASSO, Cam",0,0,38,38
City & County of Honolulu,30-04,US Senator,,R,"PIRKOWSKI, Eddie",0,0,5,5
City & County of Honolulu,30-04,US Senator,,R,"ROCO, John",0,0,11,11
City & County of Honolulu,30-04,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,82,82
City & County of Honolulu,30-04,US Representative,1,D,"HANABUSA, Colleen",0,0,449,449
City & County of Honolulu,30-04,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,3,3
City & County of Honolulu,30-04,US Representative,1,R,"DJOU, Charles",0,0,60,60
City & County of Honolulu,30-04,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,30-04,Governor,,D,"ABERCROMBIE, Neil",0,0,347,347
City & County of Honolulu,30-04,Governor,,D,"HANNEMANN, Mufi",0,0,262,262
City & County of Honolulu,30-04,Governor,,D,"REYES, Arturo P. (Art)",0,0,2,2
City & County of Honolulu,30-04,Governor,,D,"SHIRATORI, Miles",0,0,3,3
City & County of Honolulu,30-04,Governor,,D,"TANABE, Van K.",0,0,1,1
City & County of Honolulu,30-04,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
City & County of Honolulu,30-04,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,30-04,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,30-04,Governor,,N,"POLLARD, Thomas (Tom)",0,0,0,0
City & County of Honolulu,30-04,Governor,,R,"AIONA, Duke",0,0,62,62
City & County of Honolulu,30-04,Governor,,R,"CARROLL, John S.",0,0,2,2
City & County of Honolulu,30-04,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,31,31
City & County of Honolulu,30-04,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,233,233
City & County of Honolulu,30-04,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,3,3
City & County of Honolulu,30-04,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,28,28
City & County of Honolulu,30-04,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,13,13
City & County of Honolulu,30-04,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,160,160
City & County of Honolulu,30-04,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,123,123
City & County of Honolulu,30-04,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
City & County of Honolulu,30-04,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
City & County of Honolulu,30-04,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,46,46
City & County of Honolulu,30-04,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,13,13
City & County of Honolulu,30-04,State Senator,14,D,"KIM, Donna Mercado",0,0,448,448
City & County of Honolulu,30-04,State Senator,14,R,"DUDEK, Peter",0,0,47,47
City & County of Honolulu,30-04,State Representative,30,D,"MIZUNO, John",0,0,520,520
City & County of Honolulu,30-04,State Representative,30,R,"KAAPU, Carole Kauhiwai",0,0,57,57
City & County of Honolulu,31-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,520,520
City & County of Honolulu,31-01,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
City & County of Honolulu,31-01,Straight Party,,,GREEN PARTY (G),0,0,0,0
City & County of Honolulu,31-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,31-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,31-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,76,76
City & County of Honolulu,31-01,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,31-01,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,31-01,US Senator,,D,"INOUYE, Daniel K.",0,0,461,461
City & County of Honolulu,31-01,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,36,36
City & County of Honolulu,31-01,US Senator,,N,"JARRETT, Jeff",0,0,0,0
City & County of Honolulu,31-01,US Senator,,R,"CAVASSO, Cam",0,0,42,42
City & County of Honolulu,31-01,US Senator,,R,"PIRKOWSKI, Eddie",0,0,1,1
City & County of Honolulu,31-01,US Senator,,R,"ROCO, John",0,0,17,17
City & County of Honolulu,31-01,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,85,85
City & County of Honolulu,31-01,US Representative,1,D,"HANABUSA, Colleen",0,0,376,376
City & County of Honolulu,31-01,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,31-01,US Representative,1,R,"DJOU, Charles",0,0,69,69
City & County of Honolulu,31-01,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,31-01,Governor,,D,"ABERCROMBIE, Neil",0,0,284,284
City & County of Honolulu,31-01,Governor,,D,"HANNEMANN, Mufi",0,0,216,216
City & County of Honolulu,31-01,Governor,,D,"REYES, Arturo P. (Art)",0,0,4,4
City & County of Honolulu,31-01,Governor,,D,"SHIRATORI, Miles",0,0,3,3
City & County of Honolulu,31-01,Governor,,D,"TANABE, Van K.",0,0,2,2
City & County of Honolulu,31-01,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
City & County of Honolulu,31-01,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,31-01,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,31-01,Governor,,N,"POLLARD, Thomas (Tom)",0,0,0,0
City & County of Honolulu,31-01,Governor,,R,"AIONA, Duke",0,0,71,71
City & County of Honolulu,31-01,Governor,,R,"CARROLL, John S.",0,0,3,3
City & County of Honolulu,31-01,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,19,19
City & County of Honolulu,31-01,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,93,93
City & County of Honolulu,31-01,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,6,6
City & County of Honolulu,31-01,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,7,7
City & County of Honolulu,31-01,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,12,12
City & County of Honolulu,31-01,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,215,215
City & County of Honolulu,31-01,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,145,145
City & County of Honolulu,31-01,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
City & County of Honolulu,31-01,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
City & County of Honolulu,31-01,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,47,47
City & County of Honolulu,31-01,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,19,19
City & County of Honolulu,31-01,State Senator,14,D,"KIM, Donna Mercado",0,0,407,407
City & County of Honolulu,31-01,State Senator,14,R,"DUDEK, Peter",0,0,46,46
City & County of Honolulu,31-01,State Representative,31,D,"ICHIYAMA, Linda E.",0,0,375,375
City & County of Honolulu,31-01,State Representative,31,D,"LUM HO, Sharon",0,0,28,28
City & County of Honolulu,31-01,State Representative,31,D,"ROCKWELL, P. Rocky",0,0,39,39
City & County of Honolulu,31-01,State Representative,31,D,"TOYOMURA, Ryan",0,0,54,54
City & County of Honolulu,31-01,State Representative,31,R,"SHIMIZU, Garner Musashi",0,0,65,65
City & County of Honolulu,31-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,1039,1039
City & County of Honolulu,31-02,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
City & County of Honolulu,31-02,Straight Party,,,GREEN PARTY (G),0,0,0,0
City & County of Honolulu,31-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,31-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,5,5
City & County of Honolulu,31-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,177,177
City & County of Honolulu,31-02,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,31-02,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,31-02,US Senator,,D,"INOUYE, Daniel K.",0,0,867,867
City & County of Honolulu,31-02,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,123,123
City & County of Honolulu,31-02,US Senator,,N,"JARRETT, Jeff",0,0,2,2
City & County of Honolulu,31-02,US Senator,,R,"CAVASSO, Cam",0,0,81,81
City & County of Honolulu,31-02,US Senator,,R,"PIRKOWSKI, Eddie",0,0,21,21
City & County of Honolulu,31-02,US Senator,,R,"ROCO, John",0,0,29,29
City & County of Honolulu,31-02,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,200,200
City & County of Honolulu,31-02,US Representative,1,D,"HANABUSA, Colleen",0,0,701,701
City & County of Honolulu,31-02,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,31-02,US Representative,1,R,"DJOU, Charles",0,0,163,163
City & County of Honolulu,31-02,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,31-02,Governor,,D,"ABERCROMBIE, Neil",0,0,575,575
City & County of Honolulu,31-02,Governor,,D,"HANNEMANN, Mufi",0,0,419,419
