"county","precinct","office","district","party","candidate","absentee","early_votes","election_day","votes"
"County of Hawaii","05-04","Lieutenant Governor","","R","LOW, Jeremy","4","1","2",7
"County of Hawaii","05-04","State Senate","3","D","FORD, Brenda","75","8","46",129
"County of Hawaii","05-04","State Senate","3","D","KANUHA, Dru","80","9","46",135
"County of Hawaii","05-04","State Senate","3","L","LAST, Michael L.","0","0","1",1
"County of Hawaii","05-04","State Representative","5","D","KAPELA, Jeanne","58","7","40",105
"County of Hawaii","05-04","State Representative","5","D","CREAGAN, Richard P.","73","8","43",124
"County of Hawaii","05-04","State Representative","5","D","LESLIE, Gene (Bucky)","20","2","11",33
"County of Hawaii","05-05","U.S. Senate","","D","HIRONO, Mazie K.","100","8","115",223
"County of Hawaii","05-05","U.S. Senate","","N","REYES, Arturo Pacheco","0","0","1",1
"County of Hawaii","05-05","U.S. Senate","","N","HAVERTY, Charles (Charlie)","4","0","0",4
"County of Hawaii","05-05","U.S. Senate","","N","MAERTENS, Matthew K.","0","0","0",0
"County of Hawaii","05-05","U.S. Senate","","R","ANDERSON, Consuelo","1","0","0",1
"County of Hawaii","05-05","U.S. Senate","","R","HELSHAM, Robert C., Sr.","0","0","0",0
"County of Hawaii","05-05","U.S. Senate","","R","WHITE, Thomas E.","0","0","4",4
"County of Hawaii","05-05","U.S. Senate","","R","DE LA FUENTE, Rocky Mamaka","0","0","2",2
"County of Hawaii","05-05","U.S. Senate","","R","CURTIS, Ron","3","0","2",5
"County of Hawaii","05-05","U.S. Senate","","R","HODGKISS, Michael R.","1","0","0",1
"County of Hawaii","05-05","U.S. Senate","","R","BERISH, George L.","0","0","1",1
"County of Hawaii","05-05","U.S. Senate","","R","PIRKOWSKI, Eddie","0","0","3",3
"County of Hawaii","05-05","U.S. House","2","D","AUSTIN, Anthony Tony","3","0","3",6
"County of Hawaii","05-05","U.S. House","2","D","GABBARD, Tulsi","106","8","108",222
"County of Hawaii","05-05","U.S. House","2","D","ALU CAMPAGNA, Sherry","8","1","14",23
"County of Hawaii","05-05","U.S. House","2","R","EVANS, Brian","3","0","11",14
"County of Hawaii","05-05","Governor","","G","BREWER, Jim","0","0","0",0
"County of Hawaii","05-05","Governor","","D","CARAVALHO, Ernest","6","0","5",11
"County of Hawaii","05-05","Governor","","D","KA'EHU'AE'A, Wendell J.","3","0","1",4
"County of Hawaii","05-05","Governor","","D","TANABE, Van (Tanaban)","2","0","0",2
"County of Hawaii","05-05","Governor","","D","IGE, David Y.","50","7","71",128
"County of Hawaii","05-05","Governor","","D","HANABUSA, Colleen Wakako","58","2","51",111
"County of Hawaii","05-05","Governor","","D","KIM, Richard Y.","1","0","1",2
"County of Hawaii","05-05","Governor","","N","TERUYA, Terrence K.","0","0","1",1
"County of Hawaii","05-05","Governor","","N","BLACKWELL, Selina T.","0","0","0",0
"County of Hawaii","05-05","Governor","","N","EL, Link","0","0","0",0
"County of Hawaii","05-05","Governor","","R","TUPOLA, Andria","4","0","7",11
"County of Hawaii","05-05","Governor","","R","CARROLL, John","0","0","4",4
"County of Hawaii","05-05","Governor","","R","LHEUREUX, Ray","3","0","1",4
"County of Hawaii","05-05","Lieutenant Governor","","G","ING, Renee","0","0","0",0
"County of Hawaii","05-05","Lieutenant Governor","","D","GREEN, Josh","92","2","91",185
"County of Hawaii","05-05","Lieutenant Governor","","D","TOKUDA, Jill N.","8","1","12",21
"County of Hawaii","05-05","Lieutenant Governor","","D","CARVALHO, Bernard P., Jr.","9","2","7",18
"County of Hawaii","05-05","Lieutenant Governor","","D","IWAMOTO, Kim Coco","11","3","16",30
"County of Hawaii","05-05","Lieutenant Governor","","D","ESPERO, Will","1","1","1",3
"County of Hawaii","05-05","Lieutenant Governor","","N","ROBOTTI, Paul F.","0","0","0",0
"County of Hawaii","05-05","Lieutenant Governor","","N","MAGAOAY, Ernest G.","0","0","0",0
"County of Hawaii","05-05","Lieutenant Governor","","R","LIPSCOMB, Steve","4","0","1",5
"County of Hawaii","05-05","Lieutenant Governor","","R","KERNS, Marissa Dipasupil","0","0","5",5
"County of Hawaii","05-05","Lieutenant Governor","","R","LOW, Jeremy","1","0","5",6
"County of Hawaii","05-05","State Senate","3","D","FORD, Brenda","57","3","79",139
"County of Hawaii","05-05","State Senate","3","D","KANUHA, Dru","63","6","46",115
"County of Hawaii","05-05","State Senate","3","L","LAST, Michael L.","0","0","0",0
"County of Hawaii","05-05","State Representative","5","D","KAPELA, Jeanne","36","7","64",107
"County of Hawaii","05-05","State Representative","5","D","CREAGAN, Richard P.","67","2","51",120
"County of Hawaii","05-05","State Representative","5","D","LESLIE, Gene (Bucky)","15","0","12",27
"County of Hawaii","05-06","U.S. Senate","","D","HIRONO, Mazie K.","593","67","371",1031
"County of Hawaii","05-06","U.S. Senate","","N","REYES, Arturo Pacheco","1","0","0",1
"County of Hawaii","05-06","U.S. Senate","","N","HAVERTY, Charles (Charlie)","0","0","0",0
"County of Hawaii","05-06","U.S. Senate","","N","MAERTENS, Matthew K.","0","0","0",0
"County of Hawaii","05-06","U.S. Senate","","R","ANDERSON, Consuelo","2","0","4",6
"County of Hawaii","05-06","U.S. Senate","","R","HELSHAM, Robert C., Sr.","5","1","6",12
"County of Hawaii","05-06","U.S. Senate","","R","WHITE, Thomas E.","6","1","8",15
"County of Hawaii","05-06","U.S. Senate","","R","DE LA FUENTE, Rocky Mamaka","4","1","5",10
"County of Hawaii","05-06","U.S. Senate","","R","CURTIS, Ron","9","0","8",17
"County of Hawaii","05-06","U.S. Senate","","R","HODGKISS, Michael R.","3","3","5",11
"County of Hawaii","05-06","U.S. Senate","","R","BERISH, George L.","7","0","5",12
"County of Hawaii","05-06","U.S. Senate","","R","PIRKOWSKI, Eddie","0","0","1",1
"County of Hawaii","05-06","U.S. House","2","D","AUSTIN, Anthony Tony","15","3","13",31
"County of Hawaii","05-06","U.S. House","2","D","GABBARD, Tulsi","536","57","375",968
"County of Hawaii","05-06","U.S. House","2","D","ALU CAMPAGNA, Sherry","53","11","45",109
"County of Hawaii","05-06","U.S. House","2","R","EVANS, Brian","32","4","40",76
"County of Hawaii","05-06","Governor","","G","BREWER, Jim","0","0","1",1
"County of Hawaii","05-06","Governor","","D","CARAVALHO, Ernest","11","1","16",28
"County of Hawaii","05-06","Governor","","D","KA'EHU'AE'A, Wendell J.","4","0","12",16
"County of Hawaii","05-06","Governor","","D","TANABE, Van (Tanaban)","4","0","4",8
"County of Hawaii","05-06","Governor","","D","IGE, David Y.","281","38","228",547
"County of Hawaii","05-06","Governor","","D","HANABUSA, Colleen Wakako","365","37","202",604
"County of Hawaii","05-06","Governor","","D","KIM, Richard Y.","4","0","0",4
"County of Hawaii","05-06","Governor","","N","TERUYA, Terrence K.","1","0","0",1
"County of Hawaii","05-06","Governor","","N","BLACKWELL, Selina T.","0","0","0",0
"County of Hawaii","05-06","Governor","","N","EL, Link","1","0","0",1
"County of Hawaii","05-06","Governor","","R","TUPOLA, Andria","14","3","21",38
"County of Hawaii","05-06","Governor","","R","CARROLL, John","22","2","21",45
"County of Hawaii","05-06","Governor","","R","LHEUREUX, Ray","2","1","9",12
"County of Hawaii","05-06","Lieutenant Governor","","G","ING, Renee","0","0","1",1
"County of Hawaii","05-06","Lieutenant Governor","","D","GREEN, Josh","457","42","277",776
"County of Hawaii","05-06","Lieutenant Governor","","D","TOKUDA, Jill N.","108","11","56",175
"County of Hawaii","05-06","Lieutenant Governor","","D","CARVALHO, Bernard P., Jr.","48","7","49",104
"County of Hawaii","05-06","Lieutenant Governor","","D","IWAMOTO, Kim Coco","42","13","56",111
"County of Hawaii","05-06","Lieutenant Governor","","D","ESPERO, Will","12","2","16",30
"County of Hawaii","05-06","Lieutenant Governor","","N","ROBOTTI, Paul F.","2","0","0",2
"County of Hawaii","05-06","Lieutenant Governor","","N","MAGAOAY, Ernest G.","0","0","0",0
"County of Hawaii","05-06","Lieutenant Governor","","R","LIPSCOMB, Steve","14","3","20",37
"County of Hawaii","05-06","Lieutenant Governor","","R","KERNS, Marissa Dipasupil","13","3","15",31
"County of Hawaii","05-06","Lieutenant Governor","","R","LOW, Jeremy","8","0","14",22
"County of Hawaii","05-06","State Senate","3","D","FORD, Brenda","304","28","220",552
"County of Hawaii","05-06","State Senate","3","D","KANUHA, Dru","342","47","232",621
"County of Hawaii","05-06","State Senate","3","L","LAST, Michael L.","0","1","0",1
"County of Hawaii","05-06","State Representative","5","D","KAPELA, Jeanne","251","47","236",534
"County of Hawaii","05-06","State Representative","5","D","CREAGAN, Richard P.","322","20","173",515
"County of Hawaii","05-06","State Representative","5","D","LESLIE, Gene (Bucky)","61","7","40",108
"County of Hawaii","05-07","U.S. Senate","","D","HIRONO, Mazie K.","364","72","208",644
"County of Hawaii","05-07","U.S. Senate","","N","REYES, Arturo Pacheco","0","0","0",0
"County of Hawaii","05-07","U.S. Senate","","N","HAVERTY, Charles (Charlie)","1","0","0",1
"County of Hawaii","05-07","U.S. Senate","","N","MAERTENS, Matthew K.","1","0","0",1
"County of Hawaii","05-07","U.S. Senate","","R","ANDERSON, Consuelo","5","2","7",14
"County of Hawaii","05-07","U.S. Senate","","R","HELSHAM, Robert C., Sr.","3","1","3",7
"County of Hawaii","05-07","U.S. Senate","","R","WHITE, Thomas E.","7","3","2",12
"County of Hawaii","05-07","U.S. Senate","","R","DE LA FUENTE, Rocky Mamaka","5","0","3",8
"County of Hawaii","05-07","U.S. Senate","","R","CURTIS, Ron","14","1","4",19
"County of Hawaii","05-07","U.S. Senate","","R","HODGKISS, Michael R.","7","1","2",10
"County of Hawaii","05-07","U.S. Senate","","R","BERISH, George L.","5","0","0",5
"County of Hawaii","05-07","U.S. Senate","","R","PIRKOWSKI, Eddie","0","4","1",5
"County of Hawaii","05-07","U.S. House","2","D","AUSTIN, Anthony Tony","8","0","9",17
"County of Hawaii","05-07","U.S. House","2","D","GABBARD, Tulsi","347","68","213",628
"County of Hawaii","05-07","U.S. House","2","D","ALU CAMPAGNA, Sherry","32","15","29",76
"County of Hawaii","05-07","U.S. House","2","R","EVANS, Brian","35","12","18",65
"County of Hawaii","05-07","Governor","","G","BREWER, Jim","0","0","0",0
"County of Hawaii","05-07","Governor","","D","CARAVALHO, Ernest","7","0","12",19
"County of Hawaii","05-07","Governor","","D","KA'EHU'AE'A, Wendell J.","6","0","3",9
"County of Hawaii","05-07","Governor","","D","TANABE, Van (Tanaban)","0","0","2",2
"County of Hawaii","05-07","Governor","","D","IGE, David Y.","190","35","153",378
"County of Hawaii","05-07","Governor","","D","HANABUSA, Colleen Wakako","202","48","92",342
"County of Hawaii","05-07","Governor","","D","KIM, Richard Y.","3","0","3",6
"County of Hawaii","05-07","Governor","","N","TERUYA, Terrence K.","1","0","0",1
"County of Hawaii","05-07","Governor","","N","BLACKWELL, Selina T.","1","0","0",1
"County of Hawaii","05-07","Governor","","N","EL, Link","0","0","0",0
"County of Hawaii","05-07","Governor","","R","TUPOLA, Andria","18","8","9",35
"County of Hawaii","05-07","Governor","","R","CARROLL, John","28","2","12",42
"County of Hawaii","05-07","Governor","","R","LHEUREUX, Ray","3","1","2",6
"County of Hawaii","05-07","Lieutenant Governor","","G","ING, Renee","0","0","0",0
"County of Hawaii","05-07","Lieutenant Governor","","D","GREEN, Josh","262","58","164",484
"County of Hawaii","05-07","Lieutenant Governor","","D","TOKUDA, Jill N.","65","14","29",108
"County of Hawaii","05-07","Lieutenant Governor","","D","CARVALHO, Bernard P., Jr.","44","6","37",87
"County of Hawaii","05-07","Lieutenant Governor","","D","IWAMOTO, Kim Coco","33","5","28",66
"County of Hawaii","05-07","Lieutenant Governor","","D","ESPERO, Will","4","1","3",8
"County of Hawaii","05-07","Lieutenant Governor","","N","ROBOTTI, Paul F.","2","0","0",2
"County of Hawaii","05-07","Lieutenant Governor","","N","MAGAOAY, Ernest G.","0","0","0",0
"County of Hawaii","05-07","Lieutenant Governor","","R","LIPSCOMB, Steve","23","3","10",36
"County of Hawaii","05-07","Lieutenant Governor","","R","KERNS, Marissa Dipasupil","12","4","5",21
"County of Hawaii","05-07","Lieutenant Governor","","R","LOW, Jeremy","7","5","8",20
"County of Hawaii","05-07","State Senate","3","D","FORD, Brenda","152","27","87",266
"County of Hawaii","05-07","State Senate","3","D","KANUHA, Dru","243","57","171",471
"County of Hawaii","05-07","State Senate","3","L","LAST, Michael L.","0","0","0",0
"County of Hawaii","05-07","State Representative","5","D","KAPELA, Jeanne","136","42","151",329
"County of Hawaii","05-07","State Representative","5","D","CREAGAN, Richard P.","183","27","89",299
"County of Hawaii","05-07","State Representative","5","D","LESLIE, Gene (Bucky)","68","14","22",104
"County of Hawaii","05-08","U.S. Senate","","D","HIRONO, Mazie K.","513","118","277",908
"County of Hawaii","05-08","U.S. Senate","","N","REYES, Arturo Pacheco","0","0","0",0
"County of Hawaii","05-08","U.S. Senate","","N","HAVERTY, Charles (Charlie)","7","0","1",8
"County of Hawaii","05-08","U.S. Senate","","N","MAERTENS, Matthew K.","2","0","1",3
"County of Hawaii","05-08","U.S. Senate","","R","ANDERSON, Consuelo","21","3","7",31
"County of Hawaii","05-08","U.S. Senate","","R","HELSHAM, Robert C., Sr.","13","0","3",16
"County of Hawaii","05-08","U.S. Senate","","R","WHITE, Thomas E.","23","1","8",32
"County of Hawaii","05-08","U.S. Senate","","R","DE LA FUENTE, Rocky Mamaka","22","2","13",37
"County of Hawaii","05-08","U.S. Senate","","R","CURTIS, Ron","57","5","18",80
"County of Hawaii","05-08","U.S. Senate","","R","HODGKISS, Michael R.","8","1","14",23
"County of Hawaii","05-08","U.S. Senate","","R","BERISH, George L.","5","1","5",11
"County of Hawaii","05-08","U.S. Senate","","R","PIRKOWSKI, Eddie","10","2","4",16
"County of Hawaii","05-08","U.S. House","2","D","AUSTIN, Anthony Tony","30","3","16",49
"County of Hawaii","05-08","U.S. House","2","D","GABBARD, Tulsi","509","111","291",911
"County of Hawaii","05-08","U.S. House","2","D","ALU CAMPAGNA, Sherry","54","17","27",98
"County of Hawaii","05-08","U.S. House","2","R","EVANS, Brian","147","15","62",224
"County of Hawaii","05-08","Governor","","G","BREWER, Jim","3","1","0",4
"County of Hawaii","05-08","Governor","","D","CARAVALHO, Ernest","19","3","15",37
"County of Hawaii","05-08","Governor","","D","KA'EHU'AE'A, Wendell J.","0","2","2",4
"County of Hawaii","05-08","Governor","","D","TANABE, Van (Tanaban)","2","0","1",3
"County of Hawaii","05-08","Governor","","D","IGE, David Y.","290","52","157",499
"County of Hawaii","05-08","Governor","","D","HANABUSA, Colleen Wakako","290","69","174",533
"County of Hawaii","05-08","Governor","","D","KIM, Richard Y.","7","2","3",12
"County of Hawaii","05-08","Governor","","N","TERUYA, Terrence K.","1","0","0",1
"County of Hawaii","05-08","Governor","","N","BLACKWELL, Selina T.","7","0","3",10
"County of Hawaii","05-08","Governor","","N","EL, Link","1","0","0",1
"County of Hawaii","05-08","Governor","","R","TUPOLA, Andria","58","5","31",94
"County of Hawaii","05-08","Governor","","R","CARROLL, John","90","11","39",140
"County of Hawaii","05-08","Governor","","R","LHEUREUX, Ray","26","0","7",33
"County of Hawaii","05-08","Lieutenant Governor","","G","ING, Renee","3","1","0",4
"County of Hawaii","05-08","Lieutenant Governor","","D","GREEN, Josh","468","91","244",803
"County of Hawaii","05-08","Lieutenant Governor","","D","TOKUDA, Jill N.","53","19","34",106
"County of Hawaii","05-08","Lieutenant Governor","","D","CARVALHO, Bernard P., Jr.","37","13","28",78
"County of Hawaii","05-08","Lieutenant Governor","","D","IWAMOTO, Kim Coco","43","8","31",82
"County of Hawaii","05-08","Lieutenant Governor","","D","ESPERO, Will","8","1","8",17
"County of Hawaii","05-08","Lieutenant Governor","","N","ROBOTTI, Paul F.","6","0","1",7
"County of Hawaii","05-08","Lieutenant Governor","","N","MAGAOAY, Ernest G.","1","0","1",2
"County of Hawaii","05-08","Lieutenant Governor","","R","LIPSCOMB, Steve","74","5","29",108
"County of Hawaii","05-08","Lieutenant Governor","","R","KERNS, Marissa Dipasupil","54","8","24",86
"County of Hawaii","05-08","Lieutenant Governor","","R","LOW, Jeremy","40","2","19",61
"County of Hawaii","05-08","State Senate","3","D","FORD, Brenda","296","65","143",504
"County of Hawaii","05-08","State Senate","3","D","KANUHA, Dru","305","65","198",568
"County of Hawaii","05-08","State Senate","3","L","LAST, Michael L.","2","0","2",4
"County of Hawaii","05-08","State Representative","5","D","KAPELA, Jeanne","202","48","172",422
"County of Hawaii","05-08","State Representative","5","D","CREAGAN, Richard P.","316","64","135",515
"County of Hawaii","05-08","State Representative","5","D","LESLIE, Gene (Bucky)","57","17","30",104
"County of Hawaii","06-01","U.S. Senate","","D","HIRONO, Mazie K.","177","29","105",311
"County of Hawaii","06-01","U.S. Senate","","N","REYES, Arturo Pacheco","0","0","0",0
"County of Hawaii","06-01","U.S. Senate","","N","HAVERTY, Charles (Charlie)","0","0","0",0
"County of Hawaii","06-01","U.S. Senate","","N","MAERTENS, Matthew K.","0","0","0",0
"County of Hawaii","06-01","U.S. Senate","","R","ANDERSON, Consuelo","4","3","3",10
"County of Hawaii","06-01","U.S. Senate","","R","HELSHAM, Robert C., Sr.","4","0","4",8
"County of Hawaii","06-01","U.S. Senate","","R","WHITE, Thomas E.","5","0","0",5
"County of Hawaii","06-01","U.S. Senate","","R","DE LA FUENTE, Rocky Mamaka","5","0","1",6
"County of Hawaii","06-01","U.S. Senate","","R","CURTIS, Ron","11","1","6",18
"County of Hawaii","06-01","U.S. Senate","","R","HODGKISS, Michael R.","2","0","1",3
"County of Hawaii","06-01","U.S. Senate","","R","BERISH, George L.","3","0","0",3
"County of Hawaii","06-01","U.S. Senate","","R","PIRKOWSKI, Eddie","2","0","0",2
"County of Hawaii","06-01","U.S. House","2","D","AUSTIN, Anthony Tony","6","0","8",14
"County of Hawaii","06-01","U.S. House","2","D","GABBARD, Tulsi","164","31","114",309
"County of Hawaii","06-01","U.S. House","2","D","ALU CAMPAGNA, Sherry","17","2","7",26
"County of Hawaii","06-01","U.S. House","2","R","EVANS, Brian","38","4","10",52
"County of Hawaii","06-01","Governor","","G","BREWER, Jim","0","0","0",0
"County of Hawaii","06-01","Governor","","D","CARAVALHO, Ernest","5","0","4",9
"County of Hawaii","06-01","Governor","","D","KA'EHU'AE'A, Wendell J.","3","0","2",5
"County of Hawaii","06-01","Governor","","D","TANABE, Van (Tanaban)","1","0","0",1
"County of Hawaii","06-01","Governor","","D","IGE, David Y.","96","23","78",197
"County of Hawaii","06-01","Governor","","D","HANABUSA, Colleen Wakako","90","13","46",149
"County of Hawaii","06-01","Governor","","D","KIM, Richard Y.","0","0","1",1
"County of Hawaii","06-01","Governor","","N","TERUYA, Terrence K.","0","0","0",0
"County of Hawaii","06-01","Governor","","N","BLACKWELL, Selina T.","0","0","0",0
"County of Hawaii","06-01","Governor","","N","EL, Link","0","0","0",0
"County of Hawaii","06-01","Governor","","R","TUPOLA, Andria","19","3","9",31
"County of Hawaii","06-01","Governor","","R","CARROLL, John","17","1","9",27
"County of Hawaii","06-01","Governor","","R","LHEUREUX, Ray","4","0","0",4
"County of Hawaii","06-01","Lieutenant Governor","","G","ING, Renee","0","0","0",0
"County of Hawaii","06-01","Lieutenant Governor","","D","GREEN, Josh","144","25","93",262
"County of Hawaii","06-01","Lieutenant Governor","","D","TOKUDA, Jill N.","19","3","13",35
"County of Hawaii","06-01","Lieutenant Governor","","D","CARVALHO, Bernard P., Jr.","13","3","9",25
"County of Hawaii","06-01","Lieutenant Governor","","D","IWAMOTO, Kim Coco","16","3","14",33
"County of Hawaii","06-01","Lieutenant Governor","","D","ESPERO, Will","3","2","2",7
"County of Hawaii","06-01","Lieutenant Governor","","N","ROBOTTI, Paul F.","0","0","0",0
"County of Hawaii","06-01","Lieutenant Governor","","N","MAGAOAY, Ernest G.","0","0","0",0
"County of Hawaii","06-01","Lieutenant Governor","","R","LIPSCOMB, Steve","16","0","7",23
"County of Hawaii","06-01","Lieutenant Governor","","R","KERNS, Marissa Dipasupil","17","3","6",26
"County of Hawaii","06-01","Lieutenant Governor","","R","LOW, Jeremy","7","1","4",12
"County of Hawaii","06-01","State Senate","3","D","FORD, Brenda","92","18","52",162
"County of Hawaii","06-01","State Senate","3","D","KANUHA, Dru","101","16","78",195
"County of Hawaii","06-01","State Senate","3","L","LAST, Michael L.","1","0","0",1
"County of Hawaii","06-01","State Representative","6","D","LOWEN, Nicole","183","33","117",333
"County of Hawaii","06-02","U.S. Senate","","D","HIRONO, Mazie K.","453","104","247",804
"County of Hawaii","06-02","U.S. Senate","","N","REYES, Arturo Pacheco","4","1","0",5
"County of Hawaii","06-02","U.S. Senate","","N","HAVERTY, Charles (Charlie)","3","1","0",4
"County of Hawaii","06-02","U.S. Senate","","N","MAERTENS, Matthew K.","0","1","2",3
"County of Hawaii","06-02","U.S. Senate","","R","ANDERSON, Consuelo","16","2","17",35
"County of Hawaii","06-02","U.S. Senate","","R","HELSHAM, Robert C., Sr.","9","2","12",23
"County of Hawaii","06-02","U.S. Senate","","R","WHITE, Thomas E.","15","0","6",21
"County of Hawaii","06-02","U.S. Senate","","R","DE LA FUENTE, Rocky Mamaka","16","5","8",29
"County of Hawaii","06-02","U.S. Senate","","R","CURTIS, Ron","50","5","17",72
"County of Hawaii","06-02","U.S. Senate","","R","HODGKISS, Michael R.","10","1","6",17
"County of Hawaii","06-02","U.S. Senate","","R","BERISH, George L.","11","3","4",18
"County of Hawaii","06-02","U.S. Senate","","R","PIRKOWSKI, Eddie","3","0","1",4
"County of Hawaii","06-02","U.S. House","2","D","AUSTIN, Anthony Tony","24","4","15",43
"County of Hawaii","06-02","U.S. House","2","D","GABBARD, Tulsi","436","99","234",769
"County of Hawaii","06-02","U.S. House","2","D","ALU CAMPAGNA, Sherry","46","14","31",91
"County of Hawaii","06-02","U.S. House","2","R","EVANS, Brian","117","17","56",190
"County of Hawaii","06-02","Governor","","G","BREWER, Jim","2","0","0",2
"County of Hawaii","06-02","Governor","","D","CARAVALHO, Ernest","17","2","7",26
"County of Hawaii","06-02","Governor","","D","KA'EHU'AE'A, Wendell J.","7","3","7",17
"County of Hawaii","06-02","Governor","","D","TANABE, Van (Tanaban)","4","0","1",5
"County of Hawaii","06-02","Governor","","D","IGE, David Y.","224","52","121",397
"County of Hawaii","06-02","Governor","","D","HANABUSA, Colleen Wakako","269","61","147",477
"County of Hawaii","06-02","Governor","","D","KIM, Richard Y.","11","1","3",15
"County of Hawaii","06-02","Governor","","N","TERUYA, Terrence K.","5","3","0",8
"County of Hawaii","06-02","Governor","","N","BLACKWELL, Selina T.","2","0","1",3
"County of Hawaii","06-02","Governor","","N","EL, Link","0","0","1",1
"County of Hawaii","06-02","Governor","","R","TUPOLA, Andria","69","10","21",100
"County of Hawaii","06-02","Governor","","R","CARROLL, John","42","5","39",86
"County of Hawaii","06-02","Governor","","R","LHEUREUX, Ray","23","4","7",34
"County of Hawaii","06-02","Lieutenant Governor","","G","ING, Renee","2","0","0",2
"County of Hawaii","06-02","Lieutenant Governor","","D","GREEN, Josh","368","74","185",627
"County of Hawaii","06-02","Lieutenant Governor","","D","TOKUDA, Jill N.","68","23","25",116
"County of Hawaii","06-02","Lieutenant Governor","","D","CARVALHO, Bernard P., Jr.","33","8","19",60
"County of Hawaii","06-02","Lieutenant Governor","","D","IWAMOTO, Kim Coco","45","9","49",103
"County of Hawaii","06-02","Lieutenant Governor","","D","ESPERO, Will","15","3","8",26
"County of Hawaii","06-02","Lieutenant Governor","","N","ROBOTTI, Paul F.","4","1","0",5
"County of Hawaii","06-02","Lieutenant Governor","","N","MAGAOAY, Ernest G.","3","2","1",6
"County of Hawaii","06-02","Lieutenant Governor","","R","LIPSCOMB, Steve","63","11","25",99
"County of Hawaii","06-02","Lieutenant Governor","","R","KERNS, Marissa Dipasupil","31","4","22",57
"County of Hawaii","06-02","Lieutenant Governor","","R","LOW, Jeremy","33","4","17",54
"County of Hawaii","06-02","State Senate","3","D","FORD, Brenda","227","38","107",372
"County of Hawaii","06-02","State Senate","3","D","KANUHA, Dru","280","78","174",532
"County of Hawaii","06-02","State Senate","3","L","LAST, Michael L.","1","1","0",2
"County of Hawaii","06-02","State Representative","6","D","LOWEN, Nicole","471","108","250",829
"County of Hawaii","06-03","U.S. Senate","","D","HIRONO, Mazie K.","462","97","218",777
"County of Hawaii","06-03","U.S. Senate","","N","REYES, Arturo Pacheco","0","0","0",0
"County of Hawaii","06-03","U.S. Senate","","N","HAVERTY, Charles (Charlie)","0","0","1",1
"County of Hawaii","06-03","U.S. Senate","","N","MAERTENS, Matthew K.","1","0","0",1
"County of Hawaii","06-03","U.S. Senate","","R","ANDERSON, Consuelo","13","6","10",29
"County of Hawaii","06-03","U.S. Senate","","R","HELSHAM, Robert C., Sr.","5","2","6",13
"County of Hawaii","06-03","U.S. Senate","","R","WHITE, Thomas E.","10","4","10",24
"County of Hawaii","06-03","U.S. Senate","","R","DE LA FUENTE, Rocky Mamaka","4","0","4",8
"County of Hawaii","06-03","U.S. Senate","","R","CURTIS, Ron","38","3","21",62
"County of Hawaii","06-03","U.S. Senate","","R","HODGKISS, Michael R.","5","3","1",9
"County of Hawaii","06-03","U.S. Senate","","R","BERISH, George L.","13","2","2",17
"County of Hawaii","06-03","U.S. Senate","","R","PIRKOWSKI, Eddie","0","3","1",4
"County of Hawaii","06-03","U.S. House","2","D","AUSTIN, Anthony Tony","23","3","17",43
"County of Hawaii","06-03","U.S. House","2","D","GABBARD, Tulsi","445","93","207",745
"County of Hawaii","06-03","U.S. House","2","D","ALU CAMPAGNA, Sherry","38","11","21",70
"County of Hawaii","06-03","U.S. House","2","R","EVANS, Brian","82","20","43",145
"County of Hawaii","06-03","Governor","","G","BREWER, Jim","1","0","1",2
"County of Hawaii","06-03","Governor","","D","CARAVALHO, Ernest","12","1","4",17
"County of Hawaii","06-03","Governor","","D","KA'EHU'AE'A, Wendell J.","0","3","2",5
"County of Hawaii","06-03","Governor","","D","TANABE, Van (Tanaban)","0","0","1",1
"County of Hawaii","06-03","Governor","","D","IGE, David Y.","252","55","127",434
"County of Hawaii","06-03","Governor","","D","HANABUSA, Colleen Wakako","270","49","120",439
"County of Hawaii","06-03","Governor","","D","KIM, Richard Y.","3","0","3",6
"County of Hawaii","06-03","Governor","","N","TERUYA, Terrence K.","1","0","0",1
"County of Hawaii","06-03","Governor","","N","BLACKWELL, Selina T.","0","0","1",1
"County of Hawaii","06-03","Governor","","N","EL, Link","0","0","0",0
"County of Hawaii","06-03","Governor","","R","TUPOLA, Andria","43","6","26",75
"County of Hawaii","06-03","Governor","","R","CARROLL, John","45","14","31",90
"County of Hawaii","06-03","Governor","","R","LHEUREUX, Ray","11","4","4",19
"County of Hawaii","06-03","Lieutenant Governor","","G","ING, Renee","1","0","1",2
"County of Hawaii","06-03","Lieutenant Governor","","D","GREEN, Josh","389","72","178",639
"County of Hawaii","06-03","Lieutenant Governor","","D","TOKUDA, Jill N.","64","15","27",106
"County of Hawaii","06-03","Lieutenant Governor","","D","CARVALHO, Bernard P., Jr.","32","7","26",65
"County of Hawaii","06-03","Lieutenant Governor","","D","IWAMOTO, Kim Coco","42","12","25",79
"County of Hawaii","06-03","Lieutenant Governor","","D","ESPERO, Will","5","1","1",7
"County of Hawaii","06-03","Lieutenant Governor","","N","ROBOTTI, Paul F.","0","0","1",1
"County of Hawaii","06-03","Lieutenant Governor","","N","MAGAOAY, Ernest G.","0","0","0",0
"County of Hawaii","06-03","Lieutenant Governor","","R","LIPSCOMB, Steve","41","10","23",74
"County of Hawaii","06-03","Lieutenant Governor","","R","KERNS, Marissa Dipasupil","26","7","16",49
"County of Hawaii","06-03","Lieutenant Governor","","R","LOW, Jeremy","23","5","14",42
