county,precinct,office,district,party,candidate,absentee,early,votes
Maui,08-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,1,4
Maui,08-04,U.S. Senate,,C,"ALLISON, Joy J.",6,4,19
Maui,08-04,U.S. Senate,,D,"SCHATZ, Brian",401,109,272
Maui,08-04,U.S. Senate,,L,"KOKOSKI, Michael A.",8,5,8
Maui,08-04,U.S. Senate,,R,"CARROLL, John",73,25,52
Maui,08-04,U.S. House,2,D,"GABBARD, Tulsi",411,113,303
Maui,08-04,U.S. House,2,R,"KAAIHUE, Angela Aulani",66,27,64
Maui,08-04,State House,8,D,"SOUKI, Joe",361,96,260
Maui,08-04,State House,8,R,"REBOLLEDO, Gilbert (Gil)",103,36,96
Maui,08-05,President,,G,"STEIN, Jill",19,7,27
Maui,08-05,President,,L,"JOHNSON, Gary",49,11,32
Maui,08-05,President,,R,"TRUMP, Donald J.",355,98,304
Maui,08-05,President,,D,"CLINTON, Hillary",1098,230,616
Maui,08-05,President,,C,"CASTLE, Darrell L.",12,1,13
Maui,08-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",4,1,2
Maui,08-05,U.S. Senate,,C,"ALLISON, Joy J.",17,6,21
Maui,08-05,U.S. Senate,,D,"SCHATZ, Brian",1184,249,699
Maui,08-05,U.S. Senate,,L,"KOKOSKI, Michael A.",19,5,16
Maui,08-05,U.S. Senate,,R,"CARROLL, John",261,73,209
Maui,08-05,U.S. House,2,D,"GABBARD, Tulsi",1231,271,783
Maui,08-05,U.S. House,2,R,"KAAIHUE, Angela Aulani",227,63,162
Maui,08-05,State House,8,D,"SOUKI, Joe",1118,230,642
Maui,08-05,State House,8,R,"REBOLLEDO, Gilbert (Gil)",320,99,286
Maui,08-06,President,,G,"STEIN, Jill",13,5,22
Maui,08-06,President,,L,"JOHNSON, Gary",31,5,27
Maui,08-06,President,,R,"TRUMP, Donald J.",98,33,149
Maui,08-06,President,,D,"CLINTON, Hillary",346,94,289
Maui,08-06,President,,C,"CASTLE, Darrell L.",6,0,7
Maui,08-06,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,0,1
Maui,08-06,U.S. Senate,,C,"ALLISON, Joy J.",6,2,16
Maui,08-06,U.S. Senate,,D,"SCHATZ, Brian",397,101,320
Maui,08-06,U.S. Senate,,L,"KOKOSKI, Michael A.",6,0,8
Maui,08-06,U.S. Senate,,R,"CARROLL, John",85,30,122
Maui,08-06,U.S. House,2,D,"GABBARD, Tulsi",410,108,376
Maui,08-06,U.S. House,2,R,"KAAIHUE, Angela Aulani",76,27,100
Maui,08-06,State House,8,D,"SOUKI, Joe",362,100,304
Maui,08-06,State House,8,R,"REBOLLEDO, Gilbert (Gil)",117,29,152
Maui,08-07,President,,G,"STEIN, Jill",10,3,13
Maui,08-07,President,,L,"JOHNSON, Gary",14,0,17
Maui,08-07,President,,R,"TRUMP, Donald J.",76,19,76
Maui,08-07,President,,D,"CLINTON, Hillary",244,58,152
Maui,08-07,President,,C,"CASTLE, Darrell L.",8,1,6
Maui,08-07,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,4
Maui,08-07,U.S. Senate,,C,"ALLISON, Joy J.",5,0,8
Maui,08-07,U.S. Senate,,D,"SCHATZ, Brian",278,63,202
Maui,08-07,U.S. Senate,,L,"KOKOSKI, Michael A.",4,1,4
Maui,08-07,U.S. Senate,,R,"CARROLL, John",58,14,41
Maui,08-07,U.S. House,2,D,"GABBARD, Tulsi",280,59,224
Maui,08-07,U.S. House,2,R,"KAAIHUE, Angela Aulani",56,18,39
Maui,08-07,State House,8,D,"SOUKI, Joe",247,52,177
Maui,08-07,State House,8,R,"REBOLLEDO, Gilbert (Gil)",89,25,80
Maui,09-01,President,,G,"STEIN, Jill",17,6,38
Maui,09-01,President,,L,"JOHNSON, Gary",23,4,28
Maui,09-01,President,,R,"TRUMP, Donald J.",193,43,273
Maui,09-01,President,,D,"CLINTON, Hillary",660,100,754
Maui,09-01,President,,C,"CASTLE, Darrell L.",9,5,10
Maui,09-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,0,2
Maui,09-01,U.S. Senate,,C,"ALLISON, Joy J.",12,6,34
Maui,09-01,U.S. Senate,,D,"SCHATZ, Brian",761,114,834
Maui,09-01,U.S. Senate,,L,"KOKOSKI, Michael A.",7,2,14
Maui,09-01,U.S. Senate,,R,"CARROLL, John",117,31,195
Maui,09-01,U.S. House,2,D,"GABBARD, Tulsi",785,125,923
Maui,09-01,U.S. House,2,R,"KAAIHUE, Angela Aulani",88,28,138
Maui,09-02,President,,G,"STEIN, Jill",26,5,26
Maui,09-02,President,,L,"JOHNSON, Gary",31,7,29
Maui,09-02,President,,R,"TRUMP, Donald J.",176,41,239
Maui,09-02,President,,D,"CLINTON, Hillary",721,149,601
Maui,09-02,President,,C,"CASTLE, Darrell L.",13,0,13
Maui,09-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,0,4
Maui,09-02,U.S. Senate,,C,"ALLISON, Joy J.",13,4,41
Maui,09-02,U.S. Senate,,D,"SCHATZ, Brian",803,157,649
Maui,09-02,U.S. Senate,,L,"KOKOSKI, Michael A.",8,0,28
Maui,09-02,U.S. Senate,,R,"CARROLL, John",128,32,152
Maui,09-02,U.S. House,2,D,"GABBARD, Tulsi",824,155,751
Maui,09-02,U.S. House,2,R,"KAAIHUE, Angela Aulani",118,32,135
Maui,09-03,President,,G,"STEIN, Jill",16,2,12
Maui,09-03,President,,L,"JOHNSON, Gary",17,3,12
Maui,09-03,President,,R,"TRUMP, Donald J.",88,12,145
Maui,09-03,President,,D,"CLINTON, Hillary",469,46,441
Maui,09-03,President,,C,"CASTLE, Darrell L.",5,0,8
Maui,09-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,1
Maui,09-03,U.S. Senate,,C,"ALLISON, Joy J.",6,2,9
Maui,09-03,U.S. Senate,,D,"SCHATZ, Brian",519,49,498
Maui,09-03,U.S. Senate,,L,"KOKOSKI, Michael A.",1,3,11
Maui,09-03,U.S. Senate,,R,"CARROLL, John",58,8,85
Maui,09-03,U.S. House,2,D,"GABBARD, Tulsi",515,46,537
Maui,09-03,U.S. House,2,R,"KAAIHUE, Angela Aulani",65,13,66
Maui,09-04,President,,G,"STEIN, Jill",15,4,21
Maui,09-04,President,,L,"JOHNSON, Gary",26,5,23
Maui,09-04,President,,R,"TRUMP, Donald J.",125,22,133
Maui,09-04,President,,D,"CLINTON, Hillary",462,61,388
Maui,09-04,President,,C,"CASTLE, Darrell L.",7,0,6
Maui,09-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,4
Maui,09-04,U.S. Senate,,C,"ALLISON, Joy J.",7,3,32
Maui,09-04,U.S. Senate,,D,"SCHATZ, Brian",523,70,409
Maui,09-04,U.S. Senate,,L,"KOKOSKI, Michael A.",7,2,13
Maui,09-04,U.S. Senate,,R,"CARROLL, John",76,17,86
Maui,09-04,U.S. House,2,D,"GABBARD, Tulsi",522,78,479
Maui,09-04,U.S. House,2,R,"KAAIHUE, Angela Aulani",72,12,78
Maui,10-01,President,,G,"STEIN, Jill",5,2,21
Maui,10-01,President,,L,"JOHNSON, Gary",12,4,27
Maui,10-01,President,,R,"TRUMP, Donald J.",85,40,139
Maui,10-01,President,,D,"CLINTON, Hillary",169,54,247
Maui,10-01,President,,C,"CASTLE, Darrell L.",3,1,0
