county,precinct,office,district,party,candidate,absentee,early,votes
Kauai,14-01,U.S. Senate,,C,"ALLISON, Joy J.",10,2,39
Kauai,14-01,U.S. Senate,,D,"SCHATZ, Brian",386,123,617
Kauai,14-01,U.S. Senate,,L,"KOKOSKI, Michael A.",9,5,23
Kauai,14-01,U.S. Senate,,R,"CARROLL, John",130,50,217
Kauai,14-01,U.S. House,2,D,"GABBARD, Tulsi",438,143,748
Kauai,14-01,U.S. House,2,R,"KAAIHUE, Angela Aulani",104,34,188
Kauai,14-01,State House,14,D,"NAKAMURA, Nadine K.",378,122,566
Kauai,14-01,State House,14,R,"COMBS, Sandra A. (Sandi)",147,53,310
Kauai,14-02,President,,G,"STEIN, Jill",24,11,81
Kauai,14-02,President,,L,"JOHNSON, Gary",9,1,39
Kauai,14-02,President,,R,"TRUMP, Donald J.",116,68,249
Kauai,14-02,President,,D,"CLINTON, Hillary",336,111,591
Kauai,14-02,President,,C,"CASTLE, Darrell L.",4,2,9
Kauai,14-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,3
Kauai,14-02,U.S. Senate,,C,"ALLISON, Joy J.",7,6,27
Kauai,14-02,U.S. Senate,,D,"SCHATZ, Brian",377,118,661
Kauai,14-02,U.S. Senate,,L,"KOKOSKI, Michael A.",7,1,29
Kauai,14-02,U.S. Senate,,R,"CARROLL, John",80,48,180
Kauai,14-02,U.S. House,2,D,"GABBARD, Tulsi",416,146,759
Kauai,14-02,U.S. House,2,R,"KAAIHUE, Angela Aulani",62,36,165
Kauai,14-02,State House,14,D,"NAKAMURA, Nadine K.",361,116,636
Kauai,14-02,State House,14,R,"COMBS, Sandra A. (Sandi)",105,55,248
Kauai,14-03,President,,G,"STEIN, Jill",22,5,55
Kauai,14-03,President,,L,"JOHNSON, Gary",8,4,22
Kauai,14-03,President,,R,"TRUMP, Donald J.",61,31,128
Kauai,14-03,President,,D,"CLINTON, Hillary",206,92,269
Kauai,14-03,President,,C,"CASTLE, Darrell L.",1,4,13
Kauai,14-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,1,4
Kauai,14-03,U.S. Senate,,C,"ALLISON, Joy J.",9,3,25
Kauai,14-03,U.S. Senate,,D,"SCHATZ, Brian",236,108,348
Kauai,14-03,U.S. Senate,,L,"KOKOSKI, Michael A.",3,0,16
Kauai,14-03,U.S. Senate,,R,"CARROLL, John",43,19,65
Kauai,14-03,U.S. House,2,D,"GABBARD, Tulsi",255,111,410
Kauai,14-03,U.S. House,2,R,"KAAIHUE, Angela Aulani",38,26,71
Kauai,14-03,State House,14,D,"NAKAMURA, Nadine K.",222,100,324
Kauai,14-03,State House,14,R,"COMBS, Sandra A. (Sandi)",67,28,125
Kauai,14-04,President,,G,"STEIN, Jill",50,25,102
Kauai,14-04,President,,L,"JOHNSON, Gary",40,19,63
Kauai,14-04,President,,R,"TRUMP, Donald J.",328,166,503
Kauai,14-04,President,,D,"CLINTON, Hillary",817,332,954
Kauai,14-04,President,,C,"CASTLE, Darrell L.",17,5,14
Kauai,14-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,1,4
Kauai,14-04,U.S. Senate,,C,"ALLISON, Joy J.",34,10,56
Kauai,14-04,U.S. Senate,,D,"SCHATZ, Brian",967,384,1121
Kauai,14-04,U.S. Senate,,L,"KOKOSKI, Michael A.",14,17,43
Kauai,14-04,U.S. Senate,,R,"CARROLL, John",199,108,259
Kauai,14-04,U.S. House,2,D,"GABBARD, Tulsi",1018,421,1279
Kauai,14-04,U.S. House,2,R,"KAAIHUE, Angela Aulani",181,100,249
Kauai,14-04,State House,14,D,"NAKAMURA, Nadine K.",935,371,1062
Kauai,14-04,State House,14,R,"COMBS, Sandra A. (Sandi)",269,151,444
Kauai,14-05,President,,G,"STEIN, Jill",11,12,20
Kauai,14-05,President,,L,"JOHNSON, Gary",9,9,9
Kauai,14-05,President,,R,"TRUMP, Donald J.",134,90,145
Kauai,14-05,President,,D,"CLINTON, Hillary",355,182,228
Kauai,14-05,President,,C,"CASTLE, Darrell L.",9,4,4
Kauai,14-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,1,2
Kauai,14-05,U.S. Senate,,C,"ALLISON, Joy J.",5,8,12
Kauai,14-05,U.S. Senate,,D,"SCHATZ, Brian",409,200,265
Kauai,14-05,U.S. Senate,,L,"KOKOSKI, Michael A.",8,4,5
Kauai,14-05,U.S. Senate,,R,"CARROLL, John",72,64,88
Kauai,14-05,U.S. House,2,D,"GABBARD, Tulsi",426,231,301
Kauai,14-05,U.S. House,2,R,"KAAIHUE, Angela Aulani",67,52,80
Kauai,14-05,State House,14,D,"NAKAMURA, Nadine K.",402,200,262
Kauai,14-05,State House,14,R,"COMBS, Sandra A. (Sandi)",89,80,130
Kauai,15-01,President,,G,"STEIN, Jill",48,25,65
Kauai,15-01,President,,L,"JOHNSON, Gary",35,25,51
Kauai,15-01,President,,R,"TRUMP, Donald J.",330,224,372
Kauai,15-01,President,,D,"CLINTON, Hillary",609,448,483
Kauai,15-01,President,,C,"CASTLE, Darrell L.",14,5,11
Kauai,15-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",5,0,7
Kauai,15-01,U.S. Senate,,C,"ALLISON, Joy J.",18,15,36
Kauai,15-01,U.S. Senate,,D,"SCHATZ, Brian",748,505,593
Kauai,15-01,U.S. Senate,,L,"KOKOSKI, Michael A.",15,8,18
Kauai,15-01,U.S. Senate,,R,"CARROLL, John",232,149,254
Kauai,15-01,U.S. House,2,D,"GABBARD, Tulsi",838,582,712
Kauai,15-01,U.S. House,2,R,"KAAIHUE, Angela Aulani",165,117,217
Kauai,15-02,President,,G,"STEIN, Jill",7,5,10
Kauai,15-02,President,,L,"JOHNSON, Gary",11,3,13
Kauai,15-02,President,,R,"TRUMP, Donald J.",86,68,125
Kauai,15-02,President,,D,"CLINTON, Hillary",250,191,380
Kauai,15-02,President,,C,"CASTLE, Darrell L.",4,6,7
Kauai,15-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0
Kauai,15-02,U.S. Senate,,C,"ALLISON, Joy J.",10,6,26
Kauai,15-02,U.S. Senate,,D,"SCHATZ, Brian",301,217,413
Kauai,15-02,U.S. Senate,,L,"KOKOSKI, Michael A.",3,6,9
Kauai,15-02,U.S. Senate,,R,"CARROLL, John",46,35,56
Kauai,15-02,U.S. House,2,D,"GABBARD, Tulsi",298,225,439
Kauai,15-02,U.S. House,2,R,"KAAIHUE, Angela Aulani",50,37,64
Kauai,15-03,President,,G,"STEIN, Jill",15,9,20
Kauai,15-03,President,,L,"JOHNSON, Gary",24,11,30
Kauai,15-03,President,,R,"TRUMP, Donald J.",227,152,197
Kauai,15-03,President,,D,"CLINTON, Hillary",563,329,339
Kauai,15-03,President,,C,"CASTLE, Darrell L.",8,9,8
Kauai,15-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,1,2
Kauai,15-03,U.S. Senate,,C,"ALLISON, Joy J.",17,17,31
Kauai,15-03,U.S. Senate,,D,"SCHATZ, Brian",670,388,404
Kauai,15-03,U.S. Senate,,L,"KOKOSKI, Michael A.",11,4,12
Kauai,15-03,U.S. Senate,,R,"CARROLL, John",121,74,106
Kauai,15-03,U.S. House,2,D,"GABBARD, Tulsi",680,414,459
Kauai,15-03,U.S. House,2,R,"KAAIHUE, Angela Aulani",116,77,111
Kauai,15-04,President,,G,"STEIN, Jill",21,10,26
Kauai,15-04,President,,L,"JOHNSON, Gary",34,10,26
Kauai,15-04,President,,R,"TRUMP, Donald J.",293,152,284
Kauai,15-04,President,,D,"CLINTON, Hillary",704,371,502
Kauai,15-04,President,,C,"CASTLE, Darrell L.",8,7,6
Kauai,15-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,1,1
Kauai,15-04,U.S. Senate,,C,"ALLISON, Joy J.",17,15,20
Kauai,15-04,U.S. Senate,,D,"SCHATZ, Brian",800,407,603
Kauai,15-04,U.S. Senate,,L,"KOKOSKI, Michael A.",9,3,13
Kauai,15-04,U.S. Senate,,R,"CARROLL, John",171,99,154
Kauai,15-04,U.S. House,2,D,"GABBARD, Tulsi",828,424,667
Kauai,15-04,U.S. House,2,R,"KAAIHUE, Angela Aulani",160,102,138
Kauai,15-05,President,,G,"STEIN, Jill",5,2,7
Kauai,15-05,President,,L,"JOHNSON, Gary",9,3,8
Kauai,15-05,President,,R,"TRUMP, Donald J.",54,30,81
Kauai,15-05,President,,D,"CLINTON, Hillary",142,75,102
Kauai,15-05,President,,C,"CASTLE, Darrell L.",5,0,0
Kauai,15-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,1
Kauai,15-05,U.S. Senate,,C,"ALLISON, Joy J.",2,4,5
Kauai,15-05,U.S. Senate,,D,"SCHATZ, Brian",162,79,122
Kauai,15-05,U.S. Senate,,L,"KOKOSKI, Michael A.",3,6,5
Kauai,15-05,U.S. Senate,,R,"CARROLL, John",41,17,47
Kauai,15-05,U.S. House,2,D,"GABBARD, Tulsi",169,93,134
Kauai,15-05,U.S. House,2,R,"KAAIHUE, Angela Aulani",32,14,43
Kauai,16-01,President,,G,"STEIN, Jill",23,9,29
Kauai,16-01,President,,L,"JOHNSON, Gary",48,11,31
Kauai,16-01,President,,R,"TRUMP, Donald J.",217,70,252
Kauai,16-01,President,,D,"CLINTON, Hillary",491,191,455
Kauai,16-01,President,,C,"CASTLE, Darrell L.",8,4,8
Kauai,16-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,2
Kauai,16-01,U.S. Senate,,C,"ALLISON, Joy J.",12,11,18
Kauai,16-01,U.S. Senate,,D,"SCHATZ, Brian",586,208,504
Kauai,16-01,U.S. Senate,,L,"KOKOSKI, Michael A.",15,3,17
Kauai,16-01,U.S. Senate,,R,"CARROLL, John",174,53,177
Kauai,16-01,U.S. House,2,D,"GABBARD, Tulsi",649,232,570
Kauai,16-01,U.S. House,2,R,"KAAIHUE, Angela Aulani",131,45,148
Kauai,16-01,State House,16,D,"MORIKAWA, Dee",549,199,468
Kauai,16-01,State House,16,R,"FRANKS, Victoria (Vickie)",194,66,221
Kauai,16-02,President,,G,"STEIN, Jill",21,14,50
Kauai,16-02,President,,L,"JOHNSON, Gary",51,12,56
Kauai,16-02,President,,R,"TRUMP, Donald J.",305,99,448
Kauai,16-02,President,,D,"CLINTON, Hillary",650,322,723
Kauai,16-02,President,,C,"CASTLE, Darrell L.",14,5,5
Kauai,16-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,2
Kauai,16-02,U.S. Senate,,C,"ALLISON, Joy J.",14,13,26
Kauai,16-02,U.S. Senate,,D,"SCHATZ, Brian",780,332,874
Kauai,16-02,U.S. Senate,,L,"KOKOSKI, Michael A.",14,12,19
Kauai,16-02,U.S. Senate,,R,"CARROLL, John",198,70,289
Kauai,16-02,U.S. House,2,D,"GABBARD, Tulsi",840,370,959
Kauai,16-02,U.S. House,2,R,"KAAIHUE, Angela Aulani",153,61,255
Kauai,16-02,State House,16,D,"MORIKAWA, Dee",735,322,784
Kauai,16-02,State House,16,R,"FRANKS, Victoria (Vickie)",247,89,377
Kauai,16-03,President,,G,"STEIN, Jill",10,7,25
Kauai,16-03,President,,L,"JOHNSON, Gary",27,8,30
Kauai,16-03,President,,R,"TRUMP, Donald J.",176,47,245
Kauai,16-03,President,,D,"CLINTON, Hillary",557,155,594
Kauai,16-03,President,,C,"CASTLE, Darrell L.",8,5,9
Kauai,16-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,2
Kauai,16-03,U.S. Senate,,C,"ALLISON, Joy J.",7,9,38
Kauai,16-03,U.S. Senate,,D,"SCHATZ, Brian",620,165,679
Kauai,16-03,U.S. Senate,,L,"KOKOSKI, Michael A.",9,4,17
Kauai,16-03,U.S. Senate,,R,"CARROLL, John",112,28,124
Kauai,16-03,U.S. House,2,D,"GABBARD, Tulsi",649,187,710
Kauai,16-03,U.S. House,2,R,"KAAIHUE, Angela Aulani",106,26,145
Kauai,16-03,State House,16,D,"MORIKAWA, Dee",643,168,654
Kauai,16-03,State House,16,R,"FRANKS, Victoria (Vickie)",123,40,195
Kauai,16-04,President,,G,"STEIN, Jill",7,6,9
Kauai,16-04,President,,L,"JOHNSON, Gary",11,1,15
Kauai,16-04,President,,R,"TRUMP, Donald J.",75,8,112
Kauai,16-04,President,,D,"CLINTON, Hillary",233,48,273
Kauai,16-04,President,,C,"CASTLE, Darrell L.",6,1,4
Kauai,16-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,1
Kauai,16-04,U.S. Senate,,C,"ALLISON, Joy J.",8,4,11
Kauai,16-04,U.S. Senate,,D,"SCHATZ, Brian",277,56,309
Kauai,16-04,U.S. Senate,,L,"KOKOSKI, Michael A.",6,0,6
Kauai,16-04,U.S. Senate,,R,"CARROLL, John",42,5,59
Kauai,16-04,U.S. House,2,D,"GABBARD, Tulsi",292,52,318
Kauai,16-04,U.S. House,2,R,"KAAIHUE, Angela Aulani",36,10,72
Kauai,16-04,State House,16,D,"MORIKAWA, Dee",280,58,330
Kauai,16-04,State House,16,R,"FRANKS, Victoria (Vickie)",48,8,70
Kauai,16-05,President,,G,"STEIN, Jill",11,3,13
Kauai,16-05,President,,L,"JOHNSON, Gary",20,7,38
Kauai,16-05,President,,R,"TRUMP, Donald J.",93,15,184
Kauai,16-05,President,,D,"CLINTON, Hillary",267,53,419
Kauai,16-05,President,,C,"CASTLE, Darrell L.",15,2,19
Kauai,16-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,1,3
Kauai,16-05,U.S. Senate,,C,"ALLISON, Joy J.",5,2,27
Kauai,16-05,U.S. Senate,,D,"SCHATZ, Brian",321,57,501
Kauai,16-05,U.S. Senate,,L,"KOKOSKI, Michael A.",6,3,8
Kauai,16-05,U.S. Senate,,R,"CARROLL, John",71,12,99
Kauai,16-05,U.S. House,2,D,"GABBARD, Tulsi",330,64,528
Kauai,16-05,U.S. House,2,R,"KAAIHUE, Angela Aulani",70,12,119
Kauai,16-05,State House,16,D,"MORIKAWA, Dee",318,59,503
Kauai,16-05,State House,16,R,"FRANKS, Victoria (Vickie)",81,18,139
Kauai,16-06,President,,G,"STEIN, Jill",1,0,0
Kauai,16-06,President,,L,"JOHNSON, Gary",2,0,0
Kauai,16-06,President,,R,"TRUMP, Donald J.",20,0,0
Kauai,16-06,President,,D,"CLINTON, Hillary",10,0,0
Kauai,16-06,President,,C,"CASTLE, Darrell L.",1,0,0
Kauai,16-06,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,0
Kauai,16-06,U.S. Senate,,C,"ALLISON, Joy J.",7,0,0
Kauai,16-06,U.S. Senate,,D,"SCHATZ, Brian",14,0,0
Kauai,16-06,U.S. Senate,,L,"KOKOSKI, Michael A.",5,0,0
Kauai,16-06,U.S. Senate,,R,"CARROLL, John",8,0,0
Kauai,16-06,U.S. House,2,D,"GABBARD, Tulsi",19,0,0
Kauai,16-06,U.S. House,2,R,"KAAIHUE, Angela Aulani",12,0,0
Kauai,16-06,State House,16,D,"MORIKAWA, Dee",18,0,0
Kauai,16-06,State House,16,R,"FRANKS, Victoria (Vickie)",18,0,0
Honolulu,17-01,President,,G,"STEIN, Jill",38,4,21
Honolulu,17-01,President,,L,"JOHNSON, Gary",42,4,50
Honolulu,17-01,President,,R,"TRUMP, Donald J.",404,55,368
Honolulu,17-01,President,,D,"CLINTON, Hillary",1090,98,659
Honolulu,17-01,President,,C,"CASTLE, Darrell L.",11,0,11
Honolulu,17-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,5
Honolulu,17-01,U.S. Senate,,C,"ALLISON, Joy J.",7,2,12
Honolulu,17-01,U.S. Senate,,D,"SCHATZ, Brian",1254,107,803
Honolulu,17-01,U.S. Senate,,L,"KOKOSKI, Michael A.",12,0,10
Honolulu,17-01,U.S. Senate,,R,"CARROLL, John",294,46,259
Honolulu,17-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",1193,100,732
Honolulu,17-01,U.S. House,1,L,"YIM, Alan J.K.",39,1,37
Honolulu,17-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",14,12,25
Honolulu,17-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",294,43,279
Honolulu,17-01,U.S. House,1,D,"CROSS, Peter",11,4,18
Honolulu,17-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",1118,91,639
Honolulu,17-01,U.S. House,1,D,"KIM, Howard",17,1,19
Honolulu,17-01,U.S. House,1,L,"YIM, Alan J.K.",36,3,28
Honolulu,17-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",9,4,15
Honolulu,17-01,U.S. House,1,N,"PERRY, Yvonne",7,2,7
Honolulu,17-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",285,43,263
Honolulu,17-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",31,2,41
Honolulu,17-01,U.S. House,1,D,"OCASIO, Javier",8,2,3
Honolulu,17-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,3,3
Honolulu,17-01,State Senate,25,D,"THIELEN, Laura H.",1033,93,632
Honolulu,17-01,State Senate,25,R,"NAGAMINE, Robert K.",434,56,384
Honolulu,17-01,State House,17,D,"ROSS, Karlen",419,50,288
Honolulu,17-01,State House,17,R,"WARD, Gene",1088,105,775
Honolulu,17-02,President,,G,"STEIN, Jill",13,1,17
Honolulu,17-02,President,,L,"JOHNSON, Gary",34,6,50
Honolulu,17-02,President,,R,"TRUMP, Donald J.",283,57,411
Honolulu,17-02,President,,D,"CLINTON, Hillary",531,112,596
Honolulu,17-02,President,,C,"CASTLE, Darrell L.",1,0,4
Honolulu,17-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,1
Honolulu,17-02,U.S. Senate,,C,"ALLISON, Joy J.",4,2,21
Honolulu,17-02,U.S. Senate,,D,"SCHATZ, Brian",600,117,676
Honolulu,17-02,U.S. Senate,,L,"KOKOSKI, Michael A.",6,1,21
Honolulu,17-02,U.S. Senate,,R,"CARROLL, John",238,53,337
Honolulu,17-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",553,118,600
Honolulu,17-02,U.S. House,1,L,"YIM, Alan J.K.",13,1,43
Honolulu,17-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",6,3,20
Honolulu,17-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",260,50,371
Honolulu,17-02,U.S. House,1,D,"CROSS, Peter",13,3,29
Honolulu,17-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",481,106,521
Honolulu,17-02,U.S. House,1,D,"KIM, Howard",14,3,21
Honolulu,17-02,U.S. House,1,L,"YIM, Alan J.K.",12,2,32
Honolulu,17-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",5,3,10
Honolulu,17-02,U.S. House,1,N,"PERRY, Yvonne",3,0,8
Honolulu,17-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",261,46,356
Honolulu,17-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",15,6,22
Honolulu,17-02,U.S. House,1,D,"OCASIO, Javier",3,1,7
Honolulu,17-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,4
Honolulu,17-02,State Senate,25,D,"THIELEN, Laura H.",486,103,535
Honolulu,17-02,State Senate,25,R,"NAGAMINE, Robert K.",288,61,426
Honolulu,17-02,State House,17,D,"ROSS, Karlen",218,56,269
Honolulu,17-02,State House,17,R,"WARD, Gene",574,116,738
Honolulu,17-03,President,,G,"STEIN, Jill",30,3,38
Honolulu,17-03,President,,L,"JOHNSON, Gary",67,11,65
Honolulu,17-03,President,,R,"TRUMP, Donald J.",692,95,729
Honolulu,17-03,President,,D,"CLINTON, Hillary",1403,179,1122
Honolulu,17-03,President,,C,"CASTLE, Darrell L.",17,1,5
Honolulu,17-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,6
Honolulu,17-03,U.S. Senate,,C,"ALLISON, Joy J.",12,2,29
Honolulu,17-03,U.S. Senate,,D,"SCHATZ, Brian",1568,202,1313
Honolulu,17-03,U.S. Senate,,L,"KOKOSKI, Michael A.",18,4,19
Honolulu,17-03,U.S. Senate,,R,"CARROLL, John",570,78,539
Honolulu,17-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",1467,190,1204
Honolulu,17-03,U.S. House,1,L,"YIM, Alan J.K.",64,7,50
Honolulu,17-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",17,4,39
Honolulu,17-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",623,83,575
Honolulu,17-03,U.S. House,1,D,"CROSS, Peter",19,3,26
Honolulu,17-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",1367,172,1076
Honolulu,17-03,U.S. House,1,D,"KIM, Howard",28,4,21
Honolulu,17-03,U.S. House,1,L,"YIM, Alan J.K.",55,5,35
Honolulu,17-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",10,1,20
Honolulu,17-03,U.S. House,1,N,"PERRY, Yvonne",6,0,13
Honolulu,17-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",587,87,550
Honolulu,17-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",31,6,55
Honolulu,17-03,U.S. House,1,D,"OCASIO, Javier",8,5,12
Honolulu,17-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,5
Honolulu,17-03,State Senate,9,D,"CHANG, Stanley",1168,149,934
Honolulu,17-03,State Senate,9,R,"SLOM, Sam M.",1039,142,970
Honolulu,17-03,State House,17,D,"ROSS, Karlen",512,84,420
Honolulu,17-03,State House,17,R,"WARD, Gene",1563,197,1383
Honolulu,17-04,President,,G,"STEIN, Jill",20,6,24
Honolulu,17-04,President,,L,"JOHNSON, Gary",42,8,47
Honolulu,17-04,President,,R,"TRUMP, Donald J.",300,54,389
Honolulu,17-04,President,,D,"CLINTON, Hillary",698,139,640
Honolulu,17-04,President,,C,"CASTLE, Darrell L.",11,0,8
Honolulu,17-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,0,6
Honolulu,17-04,U.S. Senate,,C,"ALLISON, Joy J.",12,3,12
Honolulu,17-04,U.S. Senate,,D,"SCHATZ, Brian",767,143,724
Honolulu,17-04,U.S. Senate,,L,"KOKOSKI, Michael A.",13,1,13
Honolulu,17-04,U.S. Senate,,R,"CARROLL, John",274,56,325
Honolulu,17-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",710,138,638
Honolulu,17-04,U.S. House,1,L,"YIM, Alan J.K.",19,8,47
Honolulu,17-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",19,1,30
Honolulu,17-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",296,51,342
Honolulu,17-04,U.S. House,1,D,"CROSS, Peter",16,2,31
Honolulu,17-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",650,119,539
Honolulu,17-04,U.S. House,1,D,"KIM, Howard",12,5,34
Honolulu,17-04,U.S. House,1,L,"YIM, Alan J.K.",24,7,38
Honolulu,17-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",14,2,13
Honolulu,17-04,U.S. House,1,N,"PERRY, Yvonne",3,0,8
Honolulu,17-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",284,51,331
Honolulu,17-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",17,8,17
Honolulu,17-04,U.S. House,1,D,"OCASIO, Javier",8,0,5
Honolulu,17-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,2
Honolulu,17-04,State Senate,9,D,"CHANG, Stanley",554,101,541
Honolulu,17-04,State Senate,9,R,"SLOM, Sam M.",521,98,531
Honolulu,17-04,State House,17,D,"ROSS, Karlen",258,51,233
Honolulu,17-04,State House,17,R,"WARD, Gene",781,139,801
Honolulu,18-01,President,,G,"STEIN, Jill",25,4,43
Honolulu,18-01,President,,L,"JOHNSON, Gary",71,3,45
Honolulu,18-01,President,,R,"TRUMP, Donald J.",577,72,516
Honolulu,18-01,President,,D,"CLINTON, Hillary",1301,180,915
Honolulu,18-01,President,,C,"CASTLE, Darrell L.",4,0,12
Honolulu,18-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",3,1,5
Honolulu,18-01,U.S. Senate,,C,"ALLISON, Joy J.",13,2,17
Honolulu,18-01,U.S. Senate,,D,"SCHATZ, Brian",1423,193,1045
Honolulu,18-01,U.S. Senate,,L,"KOKOSKI, Michael A.",13,4,15
Honolulu,18-01,U.S. Senate,,R,"CARROLL, John",494,54,388
Honolulu,18-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",1345,178,961
Honolulu,18-01,U.S. House,1,L,"YIM, Alan J.K.",44,17,51
Honolulu,18-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",24,8,41
Honolulu,18-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",498,50,408
Honolulu,18-01,U.S. House,1,D,"CROSS, Peter",22,4,21
Honolulu,18-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",1247,155,836
Honolulu,18-01,U.S. House,1,D,"KIM, Howard",30,3,25
Honolulu,18-01,U.S. House,1,L,"YIM, Alan J.K.",40,15,38
Honolulu,18-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",11,2,23
Honolulu,18-01,U.S. House,1,N,"PERRY, Yvonne",5,1,8
Honolulu,18-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",473,54,381
Honolulu,18-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",27,6,65
Honolulu,18-01,U.S. House,1,D,"OCASIO, Javier",15,2,14
Honolulu,18-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,0
Honolulu,18-01,State Senate,9,D,"CHANG, Stanley",1027,133,779
Honolulu,18-01,State Senate,9,R,"SLOM, Sam M.",935,113,696
Honolulu,18-02,President,,G,"STEIN, Jill",12,2,10
Honolulu,18-02,President,,L,"JOHNSON, Gary",15,1,24
Honolulu,18-02,President,,R,"TRUMP, Donald J.",176,21,199
Honolulu,18-02,President,,D,"CLINTON, Hillary",429,50,401
Honolulu,18-02,President,,C,"CASTLE, Darrell L.",3,1,5
Honolulu,18-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,0
Honolulu,18-02,U.S. Senate,,C,"ALLISON, Joy J.",5,1,5
Honolulu,18-02,U.S. Senate,,D,"SCHATZ, Brian",474,60,444
Honolulu,18-02,U.S. Senate,,L,"KOKOSKI, Michael A.",9,0,9
Honolulu,18-02,U.S. Senate,,R,"CARROLL, John",134,10,165
Honolulu,18-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",445,45,402
Honolulu,18-02,U.S. House,1,L,"YIM, Alan J.K.",34,4,34
Honolulu,18-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",5,2,17
Honolulu,18-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",130,19,164
Honolulu,18-02,U.S. House,1,D,"CROSS, Peter",4,0,9
Honolulu,18-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",411,40,362
Honolulu,18-02,U.S. House,1,D,"KIM, Howard",11,0,17
Honolulu,18-02,U.S. House,1,L,"YIM, Alan J.K.",19,2,23
Honolulu,18-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",4,0,11
Honolulu,18-02,U.S. House,1,N,"PERRY, Yvonne",5,0,5
Honolulu,18-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",127,18,159
Honolulu,18-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",11,4,14
Honolulu,18-02,U.S. House,1,D,"OCASIO, Javier",3,2,4
