county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Kauai,16-01,Lieutenant Governor,,D,"ZANAKIS, Mary",25,4,10,39
County of Kauai,16-01,Lieutenant Governor,,D,"SHIRATORI, Miles",5,0,0,5
County of Kauai,16-01,State Representative,16,R,"FLORES, Vince",28,7,33,68
County of Kauai,16-01,State Representative,16,R,"FRANKS, Victoria (Vickie)",33,11,39,83
County of Kauai,16-01,State Representative,16,D,"KAHAWAI, Butch",89,45,96,230
County of Kauai,16-01,State Representative,16,D,"MORIKAWA, Daynette (Dee)",276,125,197,598
County of Kauai,16-02,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",3,1,1,5
County of Kauai,16-02,U.S. Senator Vacancy,,R,"CAVASSO, Cam",49,29,79,157
County of Kauai,16-02,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",6,1,7,14
County of Kauai,16-02,U.S. Senator Vacancy,,R,"ROCO, John P.",7,3,15,25
County of Kauai,16-02,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",2,1,2,5
County of Kauai,16-02,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,3,3
County of Kauai,16-02,U.S. Senator Vacancy,,N,"ALLISON, Joy",1,0,1,2
County of Kauai,16-02,U.S. Senator Vacancy,,D,"EVANS, Brian",8,6,19,33
County of Kauai,16-02,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",351,147,306,804
County of Kauai,16-02,U.S. Senator Vacancy,,D,"SCHATZ, Brian",324,147,331,802
County of Kauai,16-02,U.S. Representative,2,L,"KENT, Joe",3,0,1,4
County of Kauai,16-02,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",32,17,36,85
County of Kauai,16-02,U.S. Representative,2,R,"CROWLEY, Kawika",24,13,57,94
County of Kauai,16-02,U.S. Representative,2,D,"GABBARD, Tulsi",554,236,496,1286
County of Kauai,16-02,Governor,,L,"DAVIS, Jeff",3,0,1,4
County of Kauai,16-02,Governor,,I,"HANNEMANN, Mufi",4,4,8,16
County of Kauai,16-02,Governor,,R,"AIONA, Duke",93,36,128,257
County of Kauai,16-02,Governor,,R,"COLLINS, Charles (Trump)",0,0,2,2
County of Kauai,16-02,Governor,,R,"GREGORY, Stuart Todd",2,0,3,5
County of Kauai,16-02,Governor,,N,"DAVIS, Misty",0,0,2,2
County of Kauai,16-02,Governor,,N,"MORSE, Richard",0,0,0,0
County of Kauai,16-02,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
County of Kauai,16-02,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Kauai,16-02,Governor,,D,"ABERCROMBIE, Neil",165,102,230,497
County of Kauai,16-02,Governor,,D,"IGE, David Yutaka",490,196,425,1111
County of Kauai,16-02,Governor,,D,"TANABE, Van K. (Tanaban)",10,1,6,17
County of Kauai,16-02,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",3,0,1,4
County of Kauai,16-02,Lieutenant Governor,,I,"CHANG, Les",4,3,6,13
County of Kauai,16-02,Lieutenant Governor,,R,"AHU, Elwin P.",50,21,60,131
County of Kauai,16-02,Lieutenant Governor,,R,"SUTTON, Warner Kimo",24,10,47,81
County of Kauai,16-02,Lieutenant Governor,,D,"HEE, Clayton",264,81,198,543
County of Kauai,16-02,Lieutenant Governor,,D,"PULETASI, Sam",1,2,7,10
County of Kauai,16-02,Lieutenant Governor,,D,"TSUTSUI, Shan S.",305,176,341,822
County of Kauai,16-02,Lieutenant Governor,,D,"ZANAKIS, Mary",38,6,33,77
County of Kauai,16-02,Lieutenant Governor,,D,"SHIRATORI, Miles",2,1,10,13
County of Kauai,16-02,State Representative,16,R,"FLORES, Vince",22,11,54,87
County of Kauai,16-02,State Representative,16,R,"FRANKS, Victoria (Vickie)",41,24,54,119
County of Kauai,16-02,State Representative,16,D,"KAHAWAI, Butch",189,96,227,512
County of Kauai,16-02,State Representative,16,D,"MORIKAWA, Daynette (Dee)",431,174,334,939
County of Kauai,16-03,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",0,0,1,1
County of Kauai,16-03,U.S. Senator Vacancy,,R,"CAVASSO, Cam",32,15,43,90
County of Kauai,16-03,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",3,0,1,4
County of Kauai,16-03,U.S. Senator Vacancy,,R,"ROCO, John P.",11,0,9,20
County of Kauai,16-03,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",0,0,3,3
County of Kauai,16-03,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,0,0
County of Kauai,16-03,U.S. Senator Vacancy,,N,"ALLISON, Joy",1,0,2,3
County of Kauai,16-03,U.S. Senator Vacancy,,D,"EVANS, Brian",7,2,11,20
County of Kauai,16-03,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",339,128,294,761
County of Kauai,16-03,U.S. Senator Vacancy,,D,"SCHATZ, Brian",198,61,201,460
County of Kauai,16-03,U.S. Representative,2,L,"KENT, Joe",0,0,1,1
County of Kauai,16-03,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",18,8,21,47
County of Kauai,16-03,U.S. Representative,2,R,"CROWLEY, Kawika",23,5,30,58
County of Kauai,16-03,U.S. Representative,2,D,"GABBARD, Tulsi",442,153,379,974
County of Kauai,16-03,Governor,,L,"DAVIS, Jeff",0,0,1,1
County of Kauai,16-03,Governor,,I,"HANNEMANN, Mufi",4,0,8,12
County of Kauai,16-03,Governor,,R,"AIONA, Duke",58,17,64,139
County of Kauai,16-03,Governor,,R,"COLLINS, Charles (Trump)",1,0,1,2
County of Kauai,16-03,Governor,,R,"GREGORY, Stuart Todd",0,0,1,1
County of Kauai,16-03,Governor,,N,"DAVIS, Misty",0,0,1,1
County of Kauai,16-03,Governor,,N,"MORSE, Richard",1,0,1,2
County of Kauai,16-03,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
County of Kauai,16-03,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Kauai,16-03,Governor,,D,"ABERCROMBIE, Neil",170,64,183,417
County of Kauai,16-03,Governor,,D,"IGE, David Yutaka",361,127,320,808
County of Kauai,16-03,Governor,,D,"TANABE, Van K. (Tanaban)",6,3,9,18
County of Kauai,16-03,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",0,0,1,1
County of Kauai,16-03,Lieutenant Governor,,I,"CHANG, Les",2,0,5,7
County of Kauai,16-03,Lieutenant Governor,,R,"AHU, Elwin P.",23,13,40,76
County of Kauai,16-03,Lieutenant Governor,,R,"SUTTON, Warner Kimo",21,2,17,40
County of Kauai,16-03,Lieutenant Governor,,D,"HEE, Clayton",178,55,134,367
County of Kauai,16-03,Lieutenant Governor,,D,"PULETASI, Sam",1,2,5,8
County of Kauai,16-03,Lieutenant Governor,,D,"TSUTSUI, Shan S.",308,119,314,741
County of Kauai,16-03,Lieutenant Governor,,D,"ZANAKIS, Mary",25,10,21,56
County of Kauai,16-03,Lieutenant Governor,,D,"SHIRATORI, Miles",5,1,5,11
County of Kauai,16-03,State Representative,16,R,"FLORES, Vince",21,5,25,51
County of Kauai,16-03,State Representative,16,R,"FRANKS, Victoria (Vickie)",28,12,28,68
County of Kauai,16-03,State Representative,16,D,"KAHAWAI, Butch",102,55,136,293
County of Kauai,16-03,State Representative,16,D,"MORIKAWA, Daynette (Dee)",417,127,328,872
County of Kauai,16-04,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",1,1,0,2
County of Kauai,16-04,U.S. Senator Vacancy,,R,"CAVASSO, Cam",10,0,20,30
County of Kauai,16-04,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",1,1,3,5
County of Kauai,16-04,U.S. Senator Vacancy,,R,"ROCO, John P.",0,1,0,1
County of Kauai,16-04,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",1,0,0,1
County of Kauai,16-04,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,0,0
County of Kauai,16-04,U.S. Senator Vacancy,,N,"ALLISON, Joy",0,0,0,0
County of Kauai,16-04,U.S. Senator Vacancy,,D,"EVANS, Brian",3,1,5,9
County of Kauai,16-04,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",169,40,167,376
County of Kauai,16-04,U.S. Senator Vacancy,,D,"SCHATZ, Brian",88,23,106,217
County of Kauai,16-04,U.S. Representative,2,L,"KENT, Joe",2,1,0,3
County of Kauai,16-04,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",5,0,9,14
County of Kauai,16-04,U.S. Representative,2,R,"CROWLEY, Kawika",3,1,8,12
County of Kauai,16-04,U.S. Representative,2,D,"GABBARD, Tulsi",202,47,216,465
County of Kauai,16-04,Governor,,L,"DAVIS, Jeff",1,1,1,3
County of Kauai,16-04,Governor,,I,"HANNEMANN, Mufi",3,1,4,8
County of Kauai,16-04,Governor,,R,"AIONA, Duke",14,2,31,47
County of Kauai,16-04,Governor,,R,"COLLINS, Charles (Trump)",0,0,0,0
County of Kauai,16-04,Governor,,R,"GREGORY, Stuart Todd",0,1,0,1
County of Kauai,16-04,Governor,,N,"DAVIS, Misty",0,0,0,0
County of Kauai,16-04,Governor,,N,"MORSE, Richard",0,0,0,0
County of Kauai,16-04,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
County of Kauai,16-04,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Kauai,16-04,Governor,,D,"ABERCROMBIE, Neil",83,24,101,208
County of Kauai,16-04,Governor,,D,"IGE, David Yutaka",166,36,179,381
County of Kauai,16-04,Governor,,D,"TANABE, Van K. (Tanaban)",8,0,2,10
County of Kauai,16-04,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",1,1,0,2
County of Kauai,16-04,Lieutenant Governor,,I,"CHANG, Les",1,1,3,5
County of Kauai,16-04,Lieutenant Governor,,R,"AHU, Elwin P.",10,1,18,29
County of Kauai,16-04,Lieutenant Governor,,R,"SUTTON, Warner Kimo",3,2,9,14
County of Kauai,16-04,Lieutenant Governor,,D,"HEE, Clayton",89,13,98,200
County of Kauai,16-04,Lieutenant Governor,,D,"PULETASI, Sam",3,0,2,5
County of Kauai,16-04,Lieutenant Governor,,D,"TSUTSUI, Shan S.",135,43,161,339
County of Kauai,16-04,Lieutenant Governor,,D,"ZANAKIS, Mary",15,1,11,27
County of Kauai,16-04,Lieutenant Governor,,D,"SHIRATORI, Miles",4,0,0,4
County of Kauai,16-04,State Representative,16,R,"FLORES, Vince",3,1,8,12
County of Kauai,16-04,State Representative,16,R,"FRANKS, Victoria (Vickie)",9,1,14,24
County of Kauai,16-04,State Representative,16,D,"KAHAWAI, Butch",53,14,51,118
County of Kauai,16-04,State Representative,16,D,"MORIKAWA, Daynette (Dee)",190,45,208,443
County of Kauai,16-05,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",0,0,1,1
County of Kauai,16-05,U.S. Senator Vacancy,,R,"CAVASSO, Cam",16,6,49,71
County of Kauai,16-05,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",2,0,2,4
County of Kauai,16-05,U.S. Senator Vacancy,,R,"ROCO, John P.",7,0,4,11
County of Kauai,16-05,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",1,0,3,4
County of Kauai,16-05,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,1,1
County of Kauai,16-05,U.S. Senator Vacancy,,N,"ALLISON, Joy",1,1,1,3
County of Kauai,16-05,U.S. Senator Vacancy,,D,"EVANS, Brian",0,0,7,7
County of Kauai,16-05,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",186,49,282,517
County of Kauai,16-05,U.S. Senator Vacancy,,D,"SCHATZ, Brian",86,27,131,244
County of Kauai,16-05,U.S. Representative,2,L,"KENT, Joe",0,0,1,1
County of Kauai,16-05,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",5,2,15,22
County of Kauai,16-05,U.S. Representative,2,R,"CROWLEY, Kawika",17,2,35,54
County of Kauai,16-05,U.S. Representative,2,D,"GABBARD, Tulsi",217,61,306,584
County of Kauai,16-05,Governor,,L,"DAVIS, Jeff",0,0,1,1
County of Kauai,16-05,Governor,,I,"HANNEMANN, Mufi",2,1,7,10
County of Kauai,16-05,Governor,,R,"AIONA, Duke",33,7,66,106
County of Kauai,16-05,Governor,,R,"COLLINS, Charles (Trump)",0,0,0,0
County of Kauai,16-05,Governor,,R,"GREGORY, Stuart Todd",0,0,2,2
County of Kauai,16-05,Governor,,N,"DAVIS, Misty",0,0,1,1
County of Kauai,16-05,Governor,,N,"MORSE, Richard",0,0,1,1
County of Kauai,16-05,Governor,,N,"DEJEAN CALDWELL, Khis",0,1,0,1
County of Kauai,16-05,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Kauai,16-05,Governor,,D,"ABERCROMBIE, Neil",82,21,122,225
County of Kauai,16-05,Governor,,D,"IGE, David Yutaka",182,58,287,527
County of Kauai,16-05,Governor,,D,"TANABE, Van K. (Tanaban)",6,2,6,14
County of Kauai,16-05,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",0,0,1,1
County of Kauai,16-05,Lieutenant Governor,,I,"CHANG, Les",1,0,5,6
County of Kauai,16-05,Lieutenant Governor,,R,"AHU, Elwin P.",19,5,37,61
County of Kauai,16-05,Lieutenant Governor,,R,"SUTTON, Warner Kimo",10,1,20,31
County of Kauai,16-05,Lieutenant Governor,,D,"HEE, Clayton",86,18,118,222
County of Kauai,16-05,Lieutenant Governor,,D,"PULETASI, Sam",1,3,1,5
County of Kauai,16-05,Lieutenant Governor,,D,"TSUTSUI, Shan S.",168,53,263,484
County of Kauai,16-05,Lieutenant Governor,,D,"ZANAKIS, Mary",11,2,17,30
County of Kauai,16-05,Lieutenant Governor,,D,"SHIRATORI, Miles",2,0,1,3
County of Kauai,16-05,State Representative,16,R,"FLORES, Vince",10,2,30,42
County of Kauai,16-05,State Representative,16,R,"FRANKS, Victoria (Vickie)",17,5,28,50
County of Kauai,16-05,State Representative,16,D,"KAHAWAI, Butch",57,21,91,169
County of Kauai,16-05,State Representative,16,D,"MORIKAWA, Daynette (Dee)",200,56,287,543
County of Kauai,16-06,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",0,1,0,1
County of Kauai,16-06,U.S. Senator Vacancy,,R,"CAVASSO, Cam",10,0,0,10
County of Kauai,16-06,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",2,0,0,2
County of Kauai,16-06,U.S. Senator Vacancy,,R,"ROCO, John P.",1,0,0,1
County of Kauai,16-06,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",1,0,0,1
County of Kauai,16-06,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,0,0
County of Kauai,16-06,U.S. Senator Vacancy,,N,"ALLISON, Joy",0,0,0,0
County of Kauai,16-06,U.S. Senator Vacancy,,D,"EVANS, Brian",1,0,0,1
County of Kauai,16-06,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",17,1,0,18
County of Kauai,16-06,U.S. Senator Vacancy,,D,"SCHATZ, Brian",4,0,0,4
County of Kauai,16-06,U.S. Representative,2,L,"KENT, Joe",0,0,0,0
County of Kauai,16-06,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",2,0,0,2
County of Kauai,16-06,U.S. Representative,2,R,"CROWLEY, Kawika",8,0,0,8
County of Kauai,16-06,U.S. Representative,2,D,"GABBARD, Tulsi",8,0,0,8
County of Kauai,16-06,Governor,,L,"DAVIS, Jeff",0,0,0,0
County of Kauai,16-06,Governor,,I,"HANNEMANN, Mufi",1,0,0,1
County of Kauai,16-06,Governor,,R,"AIONA, Duke",9,0,0,9
County of Kauai,16-06,Governor,,R,"COLLINS, Charles (Trump)",1,0,0,1
County of Kauai,16-06,Governor,,R,"GREGORY, Stuart Todd",0,0,0,0
County of Kauai,16-06,Governor,,N,"DAVIS, Misty",0,0,0,0
County of Kauai,16-06,Governor,,N,"MORSE, Richard",0,0,0,0
County of Kauai,16-06,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
County of Kauai,16-06,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Kauai,16-06,Governor,,D,"ABERCROMBIE, Neil",13,0,0,13
County of Kauai,16-06,Governor,,D,"IGE, David Yutaka",6,1,0,7
County of Kauai,16-06,Governor,,D,"TANABE, Van K. (Tanaban)",1,0,0,1
County of Kauai,16-06,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",0,0,0,0
County of Kauai,16-06,Lieutenant Governor,,I,"CHANG, Les",1,0,0,1
County of Kauai,16-06,Lieutenant Governor,,R,"AHU, Elwin P.",4,0,0,4
County of Kauai,16-06,Lieutenant Governor,,R,"SUTTON, Warner Kimo",6,0,0,6
County of Kauai,16-06,Lieutenant Governor,,D,"HEE, Clayton",21,1,0,22
County of Kauai,16-06,Lieutenant Governor,,D,"PULETASI, Sam",0,0,0,0
County of Kauai,16-06,Lieutenant Governor,,D,"TSUTSUI, Shan S.",0,0,0,0
County of Kauai,16-06,Lieutenant Governor,,D,"ZANAKIS, Mary",0,0,0,0
County of Kauai,16-06,Lieutenant Governor,,D,"SHIRATORI, Miles",0,0,0,0
County of Kauai,16-06,State Representative,16,R,"FLORES, Vince",6,0,0,6
County of Kauai,16-06,State Representative,16,R,"FRANKS, Victoria (Vickie)",4,0,0,4
County of Kauai,16-06,State Representative,16,D,"KAHAWAI, Butch",16,0,0,16
County of Kauai,16-06,State Representative,16,D,"MORIKAWA, Daynette (Dee)",5,1,0,6
City & County of Honolulu,17-01,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",0,0,1,1
City & County of Honolulu,17-01,U.S. Senator Vacancy,,R,"CAVASSO, Cam",95,3,86,184
City & County of Honolulu,17-01,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",17,1,8,26
City & County of Honolulu,17-01,U.S. Senator Vacancy,,R,"ROCO, John P.",17,0,8,25
City & County of Honolulu,17-01,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",5,1,8,14
City & County of Honolulu,17-01,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,1,1
City & County of Honolulu,17-01,U.S. Senator Vacancy,,N,"ALLISON, Joy",1,0,1,2
City & County of Honolulu,17-01,U.S. Senator Vacancy,,D,"EVANS, Brian",20,2,16,38
City & County of Honolulu,17-01,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",559,33,313,905
City & County of Honolulu,17-01,U.S. Senator Vacancy,,D,"SCHATZ, Brian",566,52,373,991
City & County of Honolulu,17-01,U.S. Representative,1,R,"DJOU, Charles",167,8,118,293
City & County of Honolulu,17-01,U.S. Representative,1,R,"LEVENE, Allan",6,0,5,11
City & County of Honolulu,17-01,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",0,0,2,2
City & County of Honolulu,17-01,U.S. Representative,1,N,"MEYER, Robert H.",1,0,0,1
City & County of Honolulu,17-01,U.S. Representative,1,D,"ANDERSON, Ikaika",69,1,56,126
City & County of Honolulu,17-01,U.S. Representative,1,D,"KIM, Donna Mercado",252,20,161,433
City & County of Honolulu,17-01,U.S. Representative,1,D,"MANAHAN, Joey",12,1,4,17
City & County of Honolulu,17-01,U.S. Representative,1,D,"TAKAI, Mark",528,44,322,894
City & County of Honolulu,17-01,U.S. Representative,1,D,"CHANG, Stanley",226,12,125,363
City & County of Honolulu,17-01,U.S. Representative,1,D,"ESPERO, Will",10,0,7,17
City & County of Honolulu,17-01,U.S. Representative,1,D,"XIAN, Kathryn",13,10,9,32
City & County of Honolulu,17-01,Governor,,L,"DAVIS, Jeff",0,0,1,1
City & County of Honolulu,17-01,Governor,,I,"HANNEMANN, Mufi",3,0,0,3
City & County of Honolulu,17-01,Governor,,R,"AIONA, Duke",174,7,121,302
City & County of Honolulu,17-01,Governor,,R,"COLLINS, Charles (Trump)",2,0,1,3
City & County of Honolulu,17-01,Governor,,R,"GREGORY, Stuart Todd",1,0,3,4
City & County of Honolulu,17-01,Governor,,N,"DAVIS, Misty",0,0,1,1
City & County of Honolulu,17-01,Governor,,N,"MORSE, Richard",0,0,1,1
City & County of Honolulu,17-01,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
City & County of Honolulu,17-01,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
City & County of Honolulu,17-01,Governor,,D,"ABERCROMBIE, Neil",243,36,197,476
City & County of Honolulu,17-01,Governor,,D,"IGE, David Yutaka",892,51,500,1443
City & County of Honolulu,17-01,Governor,,D,"TANABE, Van K. (Tanaban)",5,1,2,8
City & County of Honolulu,17-01,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",0,0,1,1
City & County of Honolulu,17-01,Lieutenant Governor,,I,"CHANG, Les",2,0,0,2
City & County of Honolulu,17-01,Lieutenant Governor,,R,"AHU, Elwin P.",112,4,63,179
City & County of Honolulu,17-01,Lieutenant Governor,,R,"SUTTON, Warner Kimo",48,4,52,104
City & County of Honolulu,17-01,Lieutenant Governor,,D,"HEE, Clayton",373,25,209,607
City & County of Honolulu,17-01,Lieutenant Governor,,D,"PULETASI, Sam",8,1,6,15
City & County of Honolulu,17-01,Lieutenant Governor,,D,"TSUTSUI, Shan S.",651,52,414,1117
City & County of Honolulu,17-01,Lieutenant Governor,,D,"ZANAKIS, Mary",76,6,51,133
City & County of Honolulu,17-01,Lieutenant Governor,,D,"SHIRATORI, Miles",14,0,5,19
City & County of Honolulu,17-01,State Representative,17,R,"WARD, Gene",158,7,121,286
City & County of Honolulu,17-01,State Representative,17,D,"STUMP, Chris",409,46,297,752
City & County of Honolulu,17-02,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",0,1,1,2
City & County of Honolulu,17-02,U.S. Senator Vacancy,,R,"CAVASSO, Cam",82,9,99,190
City & County of Honolulu,17-02,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",6,2,10,18
City & County of Honolulu,17-02,U.S. Senator Vacancy,,R,"ROCO, John P.",22,1,7,30
City & County of Honolulu,17-02,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",8,0,8,16
City & County of Honolulu,17-02,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,1,1
City & County of Honolulu,17-02,U.S. Senator Vacancy,,N,"ALLISON, Joy",1,0,0,1
City & County of Honolulu,17-02,U.S. Senator Vacancy,,D,"EVANS, Brian",7,0,14,21
City & County of Honolulu,17-02,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",184,25,152,361
City & County of Honolulu,17-02,U.S. Senator Vacancy,,D,"SCHATZ, Brian",273,42,339,654
City & County of Honolulu,17-02,U.S. Representative,1,R,"DJOU, Charles",142,12,136,290
City & County of Honolulu,17-02,U.S. Representative,1,R,"LEVENE, Allan",5,1,4,10
City & County of Honolulu,17-02,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",0,0,1,1
City & County of Honolulu,17-02,U.S. Representative,1,N,"MEYER, Robert H.",2,0,0,2
City & County of Honolulu,17-02,U.S. Representative,1,D,"ANDERSON, Ikaika",36,3,46,85
City & County of Honolulu,17-02,U.S. Representative,1,D,"KIM, Donna Mercado",101,11,104,216
City & County of Honolulu,17-02,U.S. Representative,1,D,"MANAHAN, Joey",6,0,6,12
City & County of Honolulu,17-02,U.S. Representative,1,D,"TAKAI, Mark",176,25,193,394
City & County of Honolulu,17-02,U.S. Representative,1,D,"CHANG, Stanley",103,22,109,234
City & County of Honolulu,17-02,U.S. Representative,1,D,"ESPERO, Will",15,3,12,30
City & County of Honolulu,17-02,U.S. Representative,1,D,"XIAN, Kathryn",7,1,13,21
City & County of Honolulu,17-02,Governor,,L,"DAVIS, Jeff",0,1,1,2
City & County of Honolulu,17-02,Governor,,I,"HANNEMANN, Mufi",5,2,0,7
City & County of Honolulu,17-02,Governor,,R,"AIONA, Duke",150,12,139,301
City & County of Honolulu,17-02,Governor,,R,"COLLINS, Charles (Trump)",1,0,3,4
City & County of Honolulu,17-02,Governor,,R,"GREGORY, Stuart Todd",0,0,3,3
City & County of Honolulu,17-02,Governor,,N,"DAVIS, Misty",1,0,1,2
City & County of Honolulu,17-02,Governor,,N,"MORSE, Richard",0,0,0,0
City & County of Honolulu,17-02,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
City & County of Honolulu,17-02,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
City & County of Honolulu,17-02,Governor,,D,"ABERCROMBIE, Neil",173,34,219,426
City & County of Honolulu,17-02,Governor,,D,"IGE, David Yutaka",289,32,285,606
City & County of Honolulu,17-02,Governor,,D,"TANABE, Van K. (Tanaban)",3,1,3,7
City & County of Honolulu,17-02,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",0,1,1,2
City & County of Honolulu,17-02,Lieutenant Governor,,I,"CHANG, Les",3,2,0,5
City & County of Honolulu,17-02,Lieutenant Governor,,R,"AHU, Elwin P.",75,8,75,158
City & County of Honolulu,17-02,Lieutenant Governor,,R,"SUTTON, Warner Kimo",55,4,57,116
City & County of Honolulu,17-02,Lieutenant Governor,,D,"HEE, Clayton",153,16,136,305
City & County of Honolulu,17-02,Lieutenant Governor,,D,"PULETASI, Sam",0,0,2,2
City & County of Honolulu,17-02,Lieutenant Governor,,D,"TSUTSUI, Shan S.",226,46,291,563
City & County of Honolulu,17-02,Lieutenant Governor,,D,"ZANAKIS, Mary",65,5,39,109
City & County of Honolulu,17-02,Lieutenant Governor,,D,"SHIRATORI, Miles",3,0,8,11
City & County of Honolulu,17-02,State Representative,17,R,"WARD, Gene",139,11,136,286
City & County of Honolulu,17-02,State Representative,17,D,"STUMP, Chris",192,37,226,455
City & County of Honolulu,17-03,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",2,0,1,3
City & County of Honolulu,17-03,U.S. Senator Vacancy,,R,"CAVASSO, Cam",201,16,170,387
City & County of Honolulu,17-03,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",12,0,18,30
City & County of Honolulu,17-03,U.S. Senator Vacancy,,R,"ROCO, John P.",16,3,11,30
City & County of Honolulu,17-03,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",9,0,11,20
City & County of Honolulu,17-03,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,0,0
City & County of Honolulu,17-03,U.S. Senator Vacancy,,N,"ALLISON, Joy",1,0,0,1
City & County of Honolulu,17-03,U.S. Senator Vacancy,,D,"EVANS, Brian",31,1,19,51
City & County of Honolulu,17-03,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",598,93,450,1141
City & County of Honolulu,17-03,U.S. Senator Vacancy,,D,"SCHATZ, Brian",723,106,715,1544
City & County of Honolulu,17-03,U.S. Representative,1,R,"DJOU, Charles",309,23,236,568
City & County of Honolulu,17-03,U.S. Representative,1,R,"LEVENE, Allan",6,0,2,8
City & County of Honolulu,17-03,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",0,0,0,0
City & County of Honolulu,17-03,U.S. Representative,1,N,"MEYER, Robert H.",1,0,0,1
City & County of Honolulu,17-03,U.S. Representative,1,D,"ANDERSON, Ikaika",88,13,81,182
City & County of Honolulu,17-03,U.S. Representative,1,D,"KIM, Donna Mercado",277,55,252,584
City & County of Honolulu,17-03,U.S. Representative,1,D,"MANAHAN, Joey",14,1,17,32
City & County of Honolulu,17-03,U.S. Representative,1,D,"TAKAI, Mark",582,84,510,1176
City & County of Honolulu,17-03,U.S. Representative,1,D,"CHANG, Stanley",293,34,237,564
City & County of Honolulu,17-03,U.S. Representative,1,D,"ESPERO, Will",15,5,22,42
City & County of Honolulu,17-03,U.S. Representative,1,D,"XIAN, Kathryn",39,5,25,69
