county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,01-03,U.S. Senator Vacancy,,N,"ALLISON, Joy",0,0,0,0
County of Hawaii,01-03,U.S. Senator Vacancy,,D,"EVANS, Brian",3,0,1,4
County of Hawaii,01-03,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",95,17,61,173
County of Hawaii,01-03,U.S. Senator Vacancy,,D,"SCHATZ, Brian",86,16,88,190
County of Hawaii,01-03,U.S. Representative,2,L,"KENT, Joe",1,0,0,1
County of Hawaii,01-03,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",6,1,1,8
County of Hawaii,01-03,U.S. Representative,2,R,"CROWLEY, Kawika",3,1,4,8
County of Hawaii,01-03,U.S. Representative,2,D,"GABBARD, Tulsi",152,28,115,295
County of Hawaii,01-03,Governor,,L,"DAVIS, Jeff",1,0,0,1
County of Hawaii,01-03,Governor,,I,"HANNEMANN, Mufi",1,0,0,1
County of Hawaii,01-03,Governor,,R,"AIONA, Duke",9,2,9,20
County of Hawaii,01-03,Governor,,R,"COLLINS, Charles (Trump)",0,0,0,0
County of Hawaii,01-03,Governor,,R,"GREGORY, Stuart Todd",0,0,0,0
County of Hawaii,01-03,Governor,,N,"DAVIS, Misty",0,0,0,0
County of Hawaii,01-03,Governor,,N,"MORSE, Richard",0,0,0,0
County of Hawaii,01-03,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
County of Hawaii,01-03,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Hawaii,01-03,Governor,,D,"ABERCROMBIE, Neil",85,14,81,180
County of Hawaii,01-03,Governor,,D,"IGE, David Yutaka",93,19,69,181
County of Hawaii,01-03,Governor,,D,"TANABE, Van K. (Tanaban)",1,0,1,2
County of Hawaii,01-03,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",1,0,0,1
County of Hawaii,01-03,Lieutenant Governor,,I,"CHANG, Les",0,0,1,1
County of Hawaii,01-03,Lieutenant Governor,,R,"AHU, Elwin P.",3,2,6,11
County of Hawaii,01-03,Lieutenant Governor,,R,"SUTTON, Warner Kimo",5,0,2,7
County of Hawaii,01-03,Lieutenant Governor,,D,"HEE, Clayton",88,16,57,161
County of Hawaii,01-03,Lieutenant Governor,,D,"PULETASI, Sam",1,0,1,2
County of Hawaii,01-03,Lieutenant Governor,,D,"TSUTSUI, Shan S.",73,16,69,158
County of Hawaii,01-03,Lieutenant Governor,,D,"ZANAKIS, Mary",6,1,10,17
County of Hawaii,01-03,Lieutenant Governor,,D,"SHIRATORI, Miles",3,0,0,3
County of Hawaii,01-03,State Senator,4,L,"SCHILLER, Alain",2,0,0,2
County of Hawaii,01-03,State Senator,4,D,"INOUYE, Lorraine Rodero",89,18,90,197
County of Hawaii,01-03,State Senator,4,D,"SOLOMON, Malama",82,14,52,148
County of Hawaii,01-03,State Representative,1,L,"WEINERT, Eric Drake",1,0,0,1
County of Hawaii,01-03,State Representative,1,D,"NAKASHIMA, Mark M.",153,27,119,299
County of Hawaii,01-04,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",0,0,1,1
County of Hawaii,01-04,U.S. Senator Vacancy,,R,"CAVASSO, Cam",3,0,3,6
County of Hawaii,01-04,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",0,0,0,0
County of Hawaii,01-04,U.S. Senator Vacancy,,R,"ROCO, John P.",1,0,0,1
County of Hawaii,01-04,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",0,0,1,1
County of Hawaii,01-04,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,0,0
County of Hawaii,01-04,U.S. Senator Vacancy,,N,"ALLISON, Joy",0,0,0,0
County of Hawaii,01-04,U.S. Senator Vacancy,,D,"EVANS, Brian",1,0,0,1
County of Hawaii,01-04,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",7,6,18,31
County of Hawaii,01-04,U.S. Senator Vacancy,,D,"SCHATZ, Brian",23,5,35,63
County of Hawaii,01-04,U.S. Representative,2,L,"KENT, Joe",1,0,1,2
County of Hawaii,01-04,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",2,0,2,4
County of Hawaii,01-04,U.S. Representative,2,R,"CROWLEY, Kawika",2,0,2,4
County of Hawaii,01-04,U.S. Representative,2,D,"GABBARD, Tulsi",28,8,44,80
County of Hawaii,01-04,Governor,,L,"DAVIS, Jeff",1,0,1,2
County of Hawaii,01-04,Governor,,I,"HANNEMANN, Mufi",0,0,0,0
County of Hawaii,01-04,Governor,,R,"AIONA, Duke",5,0,5,10
County of Hawaii,01-04,Governor,,R,"COLLINS, Charles (Trump)",1,0,0,1
County of Hawaii,01-04,Governor,,R,"GREGORY, Stuart Todd",0,0,1,1
County of Hawaii,01-04,Governor,,N,"DAVIS, Misty",0,0,0,0
County of Hawaii,01-04,Governor,,N,"MORSE, Richard",0,0,0,0
County of Hawaii,01-04,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
County of Hawaii,01-04,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Hawaii,01-04,Governor,,D,"ABERCROMBIE, Neil",16,8,24,48
County of Hawaii,01-04,Governor,,D,"IGE, David Yutaka",11,3,29,43
County of Hawaii,01-04,Governor,,D,"TANABE, Van K. (Tanaban)",0,0,1,1
County of Hawaii,01-04,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",1,0,1,2
County of Hawaii,01-04,Lieutenant Governor,,I,"CHANG, Les",0,0,1,1
County of Hawaii,01-04,Lieutenant Governor,,R,"AHU, Elwin P.",1,0,2,3
County of Hawaii,01-04,Lieutenant Governor,,R,"SUTTON, Warner Kimo",3,0,2,5
County of Hawaii,01-04,Lieutenant Governor,,D,"HEE, Clayton",7,1,16,24
County of Hawaii,01-04,Lieutenant Governor,,D,"PULETASI, Sam",0,0,2,2
County of Hawaii,01-04,Lieutenant Governor,,D,"TSUTSUI, Shan S.",11,8,25,44
County of Hawaii,01-04,Lieutenant Governor,,D,"ZANAKIS, Mary",5,1,6,12
County of Hawaii,01-04,Lieutenant Governor,,D,"SHIRATORI, Miles",0,0,1,1
County of Hawaii,01-04,State Senator,4,L,"SCHILLER, Alain",1,0,1,2
County of Hawaii,01-04,State Senator,4,D,"INOUYE, Lorraine Rodero",19,6,32,57
County of Hawaii,01-04,State Senator,4,D,"SOLOMON, Malama",5,5,19,29
County of Hawaii,01-04,State Representative,1,L,"WEINERT, Eric Drake",2,0,1,3
County of Hawaii,01-04,State Representative,1,D,"NAKASHIMA, Mark M.",18,9,42,69
County of Hawaii,01-05,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",0,1,2,3
County of Hawaii,01-05,U.S. Senator Vacancy,,R,"CAVASSO, Cam",9,4,8,21
County of Hawaii,01-05,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",0,2,2,4
County of Hawaii,01-05,U.S. Senator Vacancy,,R,"ROCO, John P.",5,1,3,9
County of Hawaii,01-05,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",2,1,0,3
County of Hawaii,01-05,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,1,1
County of Hawaii,01-05,U.S. Senator Vacancy,,N,"ALLISON, Joy",3,1,1,5
County of Hawaii,01-05,U.S. Senator Vacancy,,D,"EVANS, Brian",6,1,2,9
County of Hawaii,01-05,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",153,41,156,350
County of Hawaii,01-05,U.S. Senator Vacancy,,D,"SCHATZ, Brian",131,34,115,280
County of Hawaii,01-05,U.S. Representative,2,L,"KENT, Joe",0,1,2,3
County of Hawaii,01-05,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",11,1,4,16
County of Hawaii,01-05,U.S. Representative,2,R,"CROWLEY, Kawika",5,7,9,21
County of Hawaii,01-05,U.S. Representative,2,D,"GABBARD, Tulsi",256,57,225,538
County of Hawaii,01-05,Governor,,L,"DAVIS, Jeff",0,1,2,3
County of Hawaii,01-05,Governor,,I,"HANNEMANN, Mufi",3,2,1,6
County of Hawaii,01-05,Governor,,R,"AIONA, Duke",19,10,16,45
County of Hawaii,01-05,Governor,,R,"COLLINS, Charles (Trump)",1,0,0,1
County of Hawaii,01-05,Governor,,R,"GREGORY, Stuart Todd",1,0,0,1
County of Hawaii,01-05,Governor,,N,"DAVIS, Misty",1,0,1,2
County of Hawaii,01-05,Governor,,N,"MORSE, Richard",0,0,0,0
County of Hawaii,01-05,Governor,,N,"DEJEAN CALDWELL, Khis",0,1,0,1
County of Hawaii,01-05,Governor,,N,"SPATOLA, Joseph R.",0,0,1,1
County of Hawaii,01-05,Governor,,D,"ABERCROMBIE, Neil",124,22,116,262
County of Hawaii,01-05,Governor,,D,"IGE, David Yutaka",151,51,156,358
County of Hawaii,01-05,Governor,,D,"TANABE, Van K. (Tanaban)",4,1,2,7
County of Hawaii,01-05,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",0,1,2,3
County of Hawaii,01-05,Lieutenant Governor,,I,"CHANG, Les",2,0,0,2
County of Hawaii,01-05,Lieutenant Governor,,R,"AHU, Elwin P.",13,7,8,28
County of Hawaii,01-05,Lieutenant Governor,,R,"SUTTON, Warner Kimo",5,2,7,14
County of Hawaii,01-05,Lieutenant Governor,,D,"HEE, Clayton",95,24,74,193
County of Hawaii,01-05,Lieutenant Governor,,D,"PULETASI, Sam",3,0,1,4
County of Hawaii,01-05,Lieutenant Governor,,D,"TSUTSUI, Shan S.",154,45,170,369
County of Hawaii,01-05,Lieutenant Governor,,D,"ZANAKIS, Mary",16,5,14,35
County of Hawaii,01-05,Lieutenant Governor,,D,"SHIRATORI, Miles",2,0,2,4
County of Hawaii,01-05,State Senator,4,L,"SCHILLER, Alain",0,1,2,3
County of Hawaii,01-05,State Senator,4,D,"INOUYE, Lorraine Rodero",168,47,182,397
County of Hawaii,01-05,State Senator,4,D,"SOLOMON, Malama",109,23,86,218
County of Hawaii,01-05,State Representative,1,L,"WEINERT, Eric Drake",1,1,3,5
County of Hawaii,01-05,State Representative,1,D,"NAKASHIMA, Mark M.",252,52,232,536
County of Hawaii,01-06,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",2,3,0,5
County of Hawaii,01-06,U.S. Senator Vacancy,,R,"CAVASSO, Cam",9,3,13,25
County of Hawaii,01-06,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",3,1,2,6
County of Hawaii,01-06,U.S. Senator Vacancy,,R,"ROCO, John P.",3,0,2,5
County of Hawaii,01-06,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",2,2,1,5
County of Hawaii,01-06,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,0,0
County of Hawaii,01-06,U.S. Senator Vacancy,,N,"ALLISON, Joy",0,0,0,0
County of Hawaii,01-06,U.S. Senator Vacancy,,D,"EVANS, Brian",4,0,6,10
County of Hawaii,01-06,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",138,46,99,283
County of Hawaii,01-06,U.S. Senator Vacancy,,D,"SCHATZ, Brian",113,39,88,240
County of Hawaii,01-06,U.S. Representative,2,L,"KENT, Joe",3,3,1,7
County of Hawaii,01-06,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",4,2,7,13
County of Hawaii,01-06,U.S. Representative,2,R,"CROWLEY, Kawika",12,3,11,26
County of Hawaii,01-06,U.S. Representative,2,D,"GABBARD, Tulsi",213,73,152,438
County of Hawaii,01-06,Governor,,L,"DAVIS, Jeff",2,3,0,5
County of Hawaii,01-06,Governor,,I,"HANNEMANN, Mufi",3,0,2,5
County of Hawaii,01-06,Governor,,R,"AIONA, Duke",21,7,18,46
County of Hawaii,01-06,Governor,,R,"COLLINS, Charles (Trump)",0,0,0,0
County of Hawaii,01-06,Governor,,R,"GREGORY, Stuart Todd",0,0,2,2
County of Hawaii,01-06,Governor,,N,"DAVIS, Misty",0,0,0,0
County of Hawaii,01-06,Governor,,N,"MORSE, Richard",0,0,0,0
County of Hawaii,01-06,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
County of Hawaii,01-06,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Hawaii,01-06,Governor,,D,"ABERCROMBIE, Neil",90,19,80,189
County of Hawaii,01-06,Governor,,D,"IGE, David Yutaka",165,65,112,342
County of Hawaii,01-06,Governor,,D,"TANABE, Van K. (Tanaban)",1,0,2,3
County of Hawaii,01-06,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",2,3,0,5
County of Hawaii,01-06,Lieutenant Governor,,I,"CHANG, Les",2,0,2,4
County of Hawaii,01-06,Lieutenant Governor,,R,"AHU, Elwin P.",10,3,12,25
County of Hawaii,01-06,Lieutenant Governor,,R,"SUTTON, Warner Kimo",9,4,7,20
County of Hawaii,01-06,Lieutenant Governor,,D,"HEE, Clayton",86,30,65,181
County of Hawaii,01-06,Lieutenant Governor,,D,"PULETASI, Sam",2,1,0,3
County of Hawaii,01-06,Lieutenant Governor,,D,"TSUTSUI, Shan S.",124,46,107,277
County of Hawaii,01-06,Lieutenant Governor,,D,"ZANAKIS, Mary",27,5,9,41
County of Hawaii,01-06,Lieutenant Governor,,D,"SHIRATORI, Miles",1,1,0,2
County of Hawaii,01-06,State Senator,4,L,"SCHILLER, Alain",2,3,1,6
County of Hawaii,01-06,State Senator,4,D,"INOUYE, Lorraine Rodero",154,56,124,334
County of Hawaii,01-06,State Senator,4,D,"SOLOMON, Malama",92,26,59,177
County of Hawaii,01-06,State Representative,1,L,"WEINERT, Eric Drake",3,3,1,7
County of Hawaii,01-06,State Representative,1,D,"NAKASHIMA, Mark M.",211,73,150,434
County of Hawaii,01-07,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",2,0,1,3
County of Hawaii,01-07,U.S. Senator Vacancy,,R,"CAVASSO, Cam",11,6,11,28
County of Hawaii,01-07,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",3,3,1,7
County of Hawaii,01-07,U.S. Senator Vacancy,,R,"ROCO, John P.",6,2,2,10
County of Hawaii,01-07,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",2,2,0,4
County of Hawaii,01-07,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,0,0
County of Hawaii,01-07,U.S. Senator Vacancy,,N,"ALLISON, Joy",0,0,1,1
County of Hawaii,01-07,U.S. Senator Vacancy,,D,"EVANS, Brian",4,0,0,4
County of Hawaii,01-07,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",84,50,78,212
County of Hawaii,01-07,U.S. Senator Vacancy,,D,"SCHATZ, Brian",81,43,116,240
County of Hawaii,01-07,U.S. Representative,2,L,"KENT, Joe",2,0,1,3
County of Hawaii,01-07,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",13,5,3,21
County of Hawaii,01-07,U.S. Representative,2,R,"CROWLEY, Kawika",9,6,9,24
County of Hawaii,01-07,U.S. Representative,2,D,"GABBARD, Tulsi",144,73,153,370
County of Hawaii,01-07,Governor,,L,"DAVIS, Jeff",2,0,1,3
County of Hawaii,01-07,Governor,,I,"HANNEMANN, Mufi",3,1,1,5
County of Hawaii,01-07,Governor,,R,"AIONA, Duke",28,16,17,61
County of Hawaii,01-07,Governor,,R,"COLLINS, Charles (Trump)",0,1,0,1
County of Hawaii,01-07,Governor,,R,"GREGORY, Stuart Todd",1,1,0,2
County of Hawaii,01-07,Governor,,N,"DAVIS, Misty",0,0,2,2
County of Hawaii,01-07,Governor,,N,"MORSE, Richard",0,0,0,0
County of Hawaii,01-07,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
County of Hawaii,01-07,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Hawaii,01-07,Governor,,D,"ABERCROMBIE, Neil",75,45,104,224
County of Hawaii,01-07,Governor,,D,"IGE, David Yutaka",93,47,86,226
County of Hawaii,01-07,Governor,,D,"TANABE, Van K. (Tanaban)",2,0,1,3
County of Hawaii,01-07,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",2,0,1,3
County of Hawaii,01-07,Lieutenant Governor,,I,"CHANG, Les",1,0,0,1
County of Hawaii,01-07,Lieutenant Governor,,R,"AHU, Elwin P.",16,11,10,37
County of Hawaii,01-07,Lieutenant Governor,,R,"SUTTON, Warner Kimo",11,5,5,21
County of Hawaii,01-07,Lieutenant Governor,,D,"HEE, Clayton",67,25,58,150
County of Hawaii,01-07,Lieutenant Governor,,D,"PULETASI, Sam",1,0,4,5
County of Hawaii,01-07,Lieutenant Governor,,D,"TSUTSUI, Shan S.",64,52,96,212
County of Hawaii,01-07,Lieutenant Governor,,D,"ZANAKIS, Mary",22,7,15,44
County of Hawaii,01-07,Lieutenant Governor,,D,"SHIRATORI, Miles",2,1,3,6
County of Hawaii,01-07,State Senator,1,L,"ARIANOFF, Gregory (Kobata)",2,0,1,3
County of Hawaii,01-07,State Senator,1,D,"KA'EHU'AE'A, Wendell",34,14,30,78
County of Hawaii,01-07,State Senator,1,D,"KAHELE, Gilbert",129,72,136,337
County of Hawaii,01-07,State Representative,1,L,"WEINERT, Eric Drake",2,0,1,3
County of Hawaii,01-07,State Representative,1,D,"NAKASHIMA, Mark M.",139,71,146,356
County of Hawaii,01-08,U.S. Senator Vacancy,,L,"KOKOSKI, Michael",0,1,5,6
County of Hawaii,01-08,U.S. Senator Vacancy,,R,"CAVASSO, Cam",25,16,39,80
County of Hawaii,01-08,U.S. Senator Vacancy,,R,"FRIEL, Harry J., Jr.",12,5,9,26
County of Hawaii,01-08,U.S. Senator Vacancy,,R,"ROCO, John P.",9,3,8,20
County of Hawaii,01-08,U.S. Senator Vacancy,,R,"PIRKOWSKI, Eddie",5,3,1,9
County of Hawaii,01-08,U.S. Senator Vacancy,,N,"REYES, Arturo Pacheco",0,0,0,0
County of Hawaii,01-08,U.S. Senator Vacancy,,N,"ALLISON, Joy",0,0,0,0
County of Hawaii,01-08,U.S. Senator Vacancy,,D,"EVANS, Brian",11,4,12,27
County of Hawaii,01-08,U.S. Senator Vacancy,,D,"HANABUSA, Colleen Wakako",613,185,315,1113
County of Hawaii,01-08,U.S. Senator Vacancy,,D,"SCHATZ, Brian",416,189,355,960
County of Hawaii,01-08,U.S. Representative,2,L,"KENT, Joe",0,1,5,6
County of Hawaii,01-08,U.S. Representative,2,R,"CAPELOUTO, Marissa D.",20,10,22,52
County of Hawaii,01-08,U.S. Representative,2,R,"CROWLEY, Kawika",29,15,30,74
County of Hawaii,01-08,U.S. Representative,2,D,"GABBARD, Tulsi",867,323,552,1742
County of Hawaii,01-08,Governor,,L,"DAVIS, Jeff",0,1,5,6
County of Hawaii,01-08,Governor,,I,"HANNEMANN, Mufi",5,0,4,9
County of Hawaii,01-08,Governor,,R,"AIONA, Duke",75,39,66,180
County of Hawaii,01-08,Governor,,R,"COLLINS, Charles (Trump)",0,2,0,2
County of Hawaii,01-08,Governor,,R,"GREGORY, Stuart Todd",0,0,2,2
County of Hawaii,01-08,Governor,,N,"DAVIS, Misty",0,0,0,0
County of Hawaii,01-08,Governor,,N,"MORSE, Richard",0,0,0,0
County of Hawaii,01-08,Governor,,N,"DEJEAN CALDWELL, Khis",0,0,0,0
County of Hawaii,01-08,Governor,,N,"SPATOLA, Joseph R.",0,0,0,0
County of Hawaii,01-08,Governor,,D,"ABERCROMBIE, Neil",297,157,292,746
County of Hawaii,01-08,Governor,,D,"IGE, David Yutaka",699,214,384,1297
County of Hawaii,01-08,Governor,,D,"TANABE, Van K. (Tanaban)",19,1,5,25
County of Hawaii,01-08,Lieutenant Governor,,L,"MARLIN, Cynthia (Lahi)",0,1,4,5
County of Hawaii,01-08,Lieutenant Governor,,I,"CHANG, Les",3,0,3,6
County of Hawaii,01-08,Lieutenant Governor,,R,"AHU, Elwin P.",48,21,43,112
County of Hawaii,01-08,Lieutenant Governor,,R,"SUTTON, Warner Kimo",14,11,18,43
