county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Maui,11-02,State Representative,11,D,"ING, Kaniela",561,65,838,1464
County of Maui,11-03,U.S. Senate Vacancy,,R,"CAVASSO, Cam",202,27,264,493
County of Maui,11-03,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",17,6,61,84
County of Maui,11-03,U.S. Senate Vacancy,,D,"SCHATZ, Brian",371,83,643,1097
County of Maui,11-03,U.S. House,2,R,"CROWLEY, Kawika",157,26,227,410
County of Maui,11-03,U.S. House,2,D,"GABBARD, Tulsi",411,92,701,1204
County of Maui,11-03,U.S. House,2,L,"KENT, Joe",23,3,46,72
County of Maui,11-03,Governor,,R,AIONA / AHU,225,34,325,584
County of Maui,11-03,Governor,,L,DAVIS / MARLIN,20,4,47,71
County of Maui,11-03,Governor,,I,HANNEMANN / CHANG,96,14,140,250
County of Maui,11-03,Governor,,D,IGE / TSUTSUI,262,70,488,820
County of Maui,11-03,State Senate,6,D,"BAKER, Roz",318,62,531,911
County of Maui,11-03,State Senate,6,R,"DUBOIS, Jared P. (Pika)",180,35,244,459
County of Maui,11-03,State Senate,6,L,"KAAHUI, Bronson Kekahuna",64,7,104,175
County of Maui,11-03,State Representative,11,L,"BROCK, Pat",138,26,207,371
County of Maui,11-03,State Representative,11,D,"ING, Kaniela",417,87,718,1222
County of Maui,11-04,U.S. Senate Vacancy,,R,"CAVASSO, Cam",148,19,293,460
County of Maui,11-04,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",18,5,49,72
County of Maui,11-04,U.S. Senate Vacancy,,D,"SCHATZ, Brian",367,67,611,1045
County of Maui,11-04,U.S. House,2,R,"CROWLEY, Kawika",125,15,240,380
County of Maui,11-04,U.S. House,2,D,"GABBARD, Tulsi",382,73,656,1111
County of Maui,11-04,U.S. House,2,L,"KENT, Joe",23,4,54,81
County of Maui,11-04,Governor,,R,AIONA / AHU,182,23,335,540
County of Maui,11-04,Governor,,L,DAVIS / MARLIN,13,2,46,61
County of Maui,11-04,Governor,,I,HANNEMANN / CHANG,88,25,161,274
County of Maui,11-04,Governor,,D,IGE / TSUTSUI,259,44,444,747
County of Maui,11-04,State Senate,6,D,"BAKER, Roz",308,54,495,857
County of Maui,11-04,State Senate,6,R,"DUBOIS, Jared P. (Pika)",135,21,285,441
County of Maui,11-04,State Senate,6,L,"KAAHUI, Bronson Kekahuna",64,8,91,163
County of Maui,11-04,State Representative,11,L,"BROCK, Pat",110,21,223,354
County of Maui,11-04,State Representative,11,D,"ING, Kaniela",386,68,685,1139
County of Maui,12-01,U.S. Senate Vacancy,,R,"CAVASSO, Cam",139,13,233,385
County of Maui,12-01,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",20,5,46,71
County of Maui,12-01,U.S. Senate Vacancy,,D,"SCHATZ, Brian",512,82,679,1273
County of Maui,12-01,U.S. House,2,R,"CROWLEY, Kawika",101,9,144,254
County of Maui,12-01,U.S. House,2,D,"GABBARD, Tulsi",561,88,781,1430
County of Maui,12-01,U.S. House,2,L,"KENT, Joe",15,4,29,48
County of Maui,12-01,Governor,,R,AIONA / AHU,199,16,277,492
County of Maui,12-01,Governor,,L,DAVIS / MARLIN,10,3,32,45
County of Maui,12-01,Governor,,I,HANNEMANN / CHANG,98,17,186,301
County of Maui,12-01,Governor,,D,IGE / TSUTSUI,391,67,469,927
County of Maui,12-01,State Representative,12,R,"POHLE, Richard H.",130,12,200,342
County of Maui,12-01,State Representative,12,D,"YAMASHITA, Kyle T.",525,83,662,1270
County of Maui,12-02,U.S. Senate Vacancy,,R,"CAVASSO, Cam",68,8,126,202
County of Maui,12-02,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",17,3,42,62
County of Maui,12-02,U.S. Senate Vacancy,,D,"SCHATZ, Brian",308,50,496,854
County of Maui,12-02,U.S. House,2,R,"CROWLEY, Kawika",42,4,84,130
County of Maui,12-02,U.S. House,2,D,"GABBARD, Tulsi",343,56,569,968
County of Maui,12-02,U.S. House,2,L,"KENT, Joe",14,1,21,36
County of Maui,12-02,Governor,,R,AIONA / AHU,81,12,152,245
County of Maui,12-02,Governor,,L,DAVIS / MARLIN,8,0,30,38
County of Maui,12-02,Governor,,I,HANNEMANN / CHANG,94,5,108,207
County of Maui,12-02,Governor,,D,IGE / TSUTSUI,221,46,388,655
County of Maui,12-02,State Representative,12,R,"POHLE, Richard H.",53,15,116,184
County of Maui,12-02,State Representative,12,D,"YAMASHITA, Kyle T.",322,40,452,814
County of Maui,12-03,U.S. Senate Vacancy,,R,"CAVASSO, Cam",182,19,206,407
County of Maui,12-03,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",25,8,36,69
County of Maui,12-03,U.S. Senate Vacancy,,D,"SCHATZ, Brian",570,66,608,1244
County of Maui,12-03,U.S. House,2,R,"CROWLEY, Kawika",126,9,149,284
County of Maui,12-03,U.S. House,2,D,"GABBARD, Tulsi",646,82,668,1396
County of Maui,12-03,U.S. House,2,L,"KENT, Joe",18,2,26,46
County of Maui,12-03,Governor,,R,AIONA / AHU,253,22,255,530
County of Maui,12-03,Governor,,L,DAVIS / MARLIN,13,2,23,38
County of Maui,12-03,Governor,,I,HANNEMANN / CHANG,122,19,159,300
County of Maui,12-03,Governor,,D,IGE / TSUTSUI,425,51,425,901
County of Maui,12-03,State Representative,12,R,"POHLE, Richard H.",175,19,198,392
County of Maui,12-03,State Representative,12,D,"YAMASHITA, Kyle T.",579,66,559,1204
County of Maui,12-04,U.S. Senate Vacancy,,R,"CAVASSO, Cam",148,10,222,380
County of Maui,12-04,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",15,2,35,52
County of Maui,12-04,U.S. Senate Vacancy,,D,"SCHATZ, Brian",605,66,661,1332
County of Maui,12-04,U.S. House,2,R,"CROWLEY, Kawika",102,8,150,260
County of Maui,12-04,U.S. House,2,D,"GABBARD, Tulsi",679,75,760,1514
County of Maui,12-04,U.S. House,2,L,"KENT, Joe",5,1,16,22
County of Maui,12-04,Governor,,R,AIONA / AHU,197,13,267,477
County of Maui,12-04,Governor,,L,DAVIS / MARLIN,6,0,14,20
County of Maui,12-04,Governor,,I,HANNEMANN / CHANG,138,13,160,311
County of Maui,12-04,Governor,,D,IGE / TSUTSUI,466,62,502,1030
County of Maui,12-04,State Representative,12,R,"POHLE, Richard H.",129,11,203,343
County of Maui,12-04,State Representative,12,D,"YAMASHITA, Kyle T.",628,68,655,1351
County of Maui,12-05,U.S. Senate Vacancy,,R,"CAVASSO, Cam",306,38,326,670
County of Maui,12-05,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",42,5,61,108
County of Maui,12-05,U.S. Senate Vacancy,,D,"SCHATZ, Brian",926,124,980,2030
County of Maui,12-05,U.S. House,2,R,"CROWLEY, Kawika",208,24,243,475
County of Maui,12-05,U.S. House,2,D,"GABBARD, Tulsi",1043,142,1084,2269
County of Maui,12-05,U.S. House,2,L,"KENT, Joe",37,4,36,77
County of Maui,12-05,Governor,,R,AIONA / AHU,389,47,382,818
County of Maui,12-05,Governor,,L,DAVIS / MARLIN,24,2,41,67
County of Maui,12-05,Governor,,I,HANNEMANN / CHANG,227,23,245,495
County of Maui,12-05,Governor,,D,IGE / TSUTSUI,678,102,738,1518
County of Maui,12-05,State Representative,12,R,"POHLE, Richard H.",287,38,316,641
County of Maui,12-05,State Representative,12,D,"YAMASHITA, Kyle T.",936,110,875,1921
County of Maui,12-06,U.S. Senate Vacancy,,R,"CAVASSO, Cam",7,3,26,36
County of Maui,12-06,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",0,1,3,4
County of Maui,12-06,U.S. Senate Vacancy,,D,"SCHATZ, Brian",25,5,73,103
County of Maui,12-06,U.S. House,2,R,"CROWLEY, Kawika",6,2,19,27
County of Maui,12-06,U.S. House,2,D,"GABBARD, Tulsi",25,6,76,107
County of Maui,12-06,U.S. House,2,L,"KENT, Joe",1,1,6,8
County of Maui,12-06,Governor,,R,AIONA / AHU,6,3,33,42
County of Maui,12-06,Governor,,L,DAVIS / MARLIN,1,0,3,4
County of Maui,12-06,Governor,,I,HANNEMANN / CHANG,3,3,19,25
County of Maui,12-06,Governor,,D,IGE / TSUTSUI,22,3,51,76
County of Maui,12-06,State Representative,12,R,"POHLE, Richard H.",13,0,35,48
County of Maui,12-06,State Representative,12,D,"YAMASHITA, Kyle T.",15,6,58,79
County of Maui,13-01,U.S. Senate Vacancy,,R,"CAVASSO, Cam",60,11,91,162
County of Maui,13-01,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",19,1,20,40
County of Maui,13-01,U.S. Senate Vacancy,,D,"SCHATZ, Brian",187,37,396,620
County of Maui,13-01,U.S. House,2,R,"CROWLEY, Kawika",43,5,59,107
County of Maui,13-01,U.S. House,2,D,"GABBARD, Tulsi",211,43,432,686
County of Maui,13-01,U.S. House,2,L,"KENT, Joe",11,3,16,30
County of Maui,13-01,Governor,,R,AIONA / AHU,72,12,105,189
County of Maui,13-01,Governor,,L,DAVIS / MARLIN,12,3,17,32
County of Maui,13-01,Governor,,I,HANNEMANN / CHANG,47,11,89,147
County of Maui,13-01,Governor,,D,IGE / TSUTSUI,145,24,309,478
County of Maui,13-02,U.S. Senate Vacancy,,R,"CAVASSO, Cam",193,32,320,545
County of Maui,13-02,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",42,6,83,131
County of Maui,13-02,U.S. Senate Vacancy,,D,"SCHATZ, Brian",848,152,1641,2641
County of Maui,13-02,U.S. House,2,R,"CROWLEY, Kawika",125,22,228,375
County of Maui,13-02,U.S. House,2,D,"GABBARD, Tulsi",923,165,1749,2837
County of Maui,13-02,U.S. House,2,L,"KENT, Joe",44,4,76,124
County of Maui,13-02,Governor,,R,AIONA / AHU,252,38,367,657
County of Maui,13-02,Governor,,L,DAVIS / MARLIN,49,5,94,148
County of Maui,13-02,Governor,,I,HANNEMANN / CHANG,175,23,253,451
County of Maui,13-02,Governor,,D,IGE / TSUTSUI,623,123,1342,2088
County of Maui,13-03,U.S. Senate Vacancy,,R,"CAVASSO, Cam",31,6,59,96
County of Maui,13-03,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",8,0,18,26
County of Maui,13-03,U.S. Senate Vacancy,,D,"SCHATZ, Brian",193,15,335,543
County of Maui,13-03,U.S. House,2,R,"CROWLEY, Kawika",18,5,34,57
County of Maui,13-03,U.S. House,2,D,"GABBARD, Tulsi",218,15,381,614
County of Maui,13-03,U.S. House,2,L,"KENT, Joe",5,1,8,14
County of Maui,13-03,Governor,,R,AIONA / AHU,56,10,124,190
County of Maui,13-03,Governor,,L,DAVIS / MARLIN,15,1,19,35
County of Maui,13-03,Governor,,I,HANNEMANN / CHANG,27,0,53,80
County of Maui,13-03,Governor,,D,IGE / TSUTSUI,141,11,227,379
County of Maui,13-04,U.S. Senate Vacancy,,R,"CAVASSO, Cam",49,0,76,125
County of Maui,13-04,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",7,0,24,31
County of Maui,13-04,U.S. Senate Vacancy,,D,"SCHATZ, Brian",201,4,416,621
County of Maui,13-04,U.S. House,2,R,"CROWLEY, Kawika",33,0,72,105
County of Maui,13-04,U.S. House,2,D,"GABBARD, Tulsi",227,4,433,664
County of Maui,13-04,U.S. House,2,L,"KENT, Joe",2,0,18,20
County of Maui,13-04,Governor,,R,AIONA / AHU,72,0,137,209
County of Maui,13-04,Governor,,L,DAVIS / MARLIN,0,0,6,6
County of Maui,13-04,Governor,,I,HANNEMANN / CHANG,38,1,78,117
County of Maui,13-04,Governor,,D,IGE / TSUTSUI,163,3,307,473
County of Maui,13-05,U.S. Senate Vacancy,,R,"CAVASSO, Cam",29,17,61,107
County of Maui,13-05,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",1,2,5,8
County of Maui,13-05,U.S. Senate Vacancy,,D,"SCHATZ, Brian",67,37,133,237
County of Maui,13-05,U.S. House,2,R,"CROWLEY, Kawika",25,9,32,66
County of Maui,13-05,U.S. House,2,D,"GABBARD, Tulsi",71,48,163,282
County of Maui,13-05,U.S. House,2,L,"KENT, Joe",3,3,7,13
County of Maui,13-05,Governor,,R,AIONA / AHU,34,18,67,119
County of Maui,13-05,Governor,,L,DAVIS / MARLIN,1,5,9,15
County of Maui,13-05,Governor,,I,HANNEMANN / CHANG,12,7,34,53
County of Maui,13-05,Governor,,D,IGE / TSUTSUI,50,31,98,179
County of Maui,13-06,U.S. Senate Vacancy,,R,"CAVASSO, Cam",92,115,195,402
County of Maui,13-06,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",13,16,19,48
County of Maui,13-06,U.S. Senate Vacancy,,D,"SCHATZ, Brian",197,265,273,735
County of Maui,13-06,U.S. House,2,R,"CROWLEY, Kawika",58,48,97,203
County of Maui,13-06,U.S. House,2,D,"GABBARD, Tulsi",229,343,384,956
County of Maui,13-06,U.S. House,2,L,"KENT, Joe",10,7,13,30
County of Maui,13-06,Governor,,R,AIONA / AHU,107,147,207,461
County of Maui,13-06,Governor,,L,DAVIS / MARLIN,6,5,11,22
County of Maui,13-06,Governor,,I,HANNEMANN / CHANG,57,69,80,206
County of Maui,13-06,Governor,,D,IGE / TSUTSUI,145,189,201,535
County of Maui,13-07,U.S. Senate Vacancy,,R,"CAVASSO, Cam",21,15,48,84
County of Maui,13-07,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",2,1,3,6
County of Maui,13-07,U.S. Senate Vacancy,,D,"SCHATZ, Brian",27,9,44,80
County of Maui,13-07,U.S. House,2,R,"CROWLEY, Kawika",14,7,33,54
County of Maui,13-07,U.S. House,2,D,"GABBARD, Tulsi",34,16,60,110
County of Maui,13-07,U.S. House,2,L,"KENT, Joe",2,1,3,6
County of Maui,13-07,Governor,,R,AIONA / AHU,27,14,51,92
County of Maui,13-07,Governor,,L,DAVIS / MARLIN,4,3,1,8
County of Maui,13-07,Governor,,I,HANNEMANN / CHANG,6,4,14,24
County of Maui,13-07,Governor,,D,IGE / TSUTSUI,15,4,31,50
County of Maui,13-08,U.S. Senate Vacancy,,R,"CAVASSO, Cam",50,59,112,221
County of Maui,13-08,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",3,6,11,20
County of Maui,13-08,U.S. Senate Vacancy,,D,"SCHATZ, Brian",145,89,203,437
County of Maui,13-08,U.S. House,2,R,"CROWLEY, Kawika",19,24,52,95
County of Maui,13-08,U.S. House,2,D,"GABBARD, Tulsi",182,126,263,571
County of Maui,13-08,U.S. House,2,L,"KENT, Joe",3,4,8,15
County of Maui,13-08,Governor,,R,AIONA / AHU,65,44,124,233
County of Maui,13-08,Governor,,L,DAVIS / MARLIN,4,3,9,16
County of Maui,13-08,Governor,,I,HANNEMANN / CHANG,31,31,51,113
County of Maui,13-08,Governor,,D,IGE / TSUTSUI,107,80,147,334
County of Maui,13-09,U.S. Senate Vacancy,,R,"CAVASSO, Cam",1,0,0,1
County of Maui,13-09,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",2,0,0,2
County of Maui,13-09,U.S. Senate Vacancy,,D,"SCHATZ, Brian",17,0,0,17
County of Maui,13-09,U.S. House,2,R,"CROWLEY, Kawika",3,0,0,3
County of Maui,13-09,U.S. House,2,D,"GABBARD, Tulsi",16,0,0,16
County of Maui,13-09,U.S. House,2,L,"KENT, Joe",1,0,0,1
County of Maui,13-09,Governor,,R,AIONA / AHU,3,0,0,3
County of Maui,13-09,Governor,,L,DAVIS / MARLIN,1,0,0,1
County of Maui,13-09,Governor,,I,HANNEMANN / CHANG,4,0,0,4
County of Maui,13-09,Governor,,D,IGE / TSUTSUI,13,0,0,13
County of Kauai,14-01,U.S. Senate Vacancy,,R,"CAVASSO, Cam",113,25,241,379
County of Kauai,14-01,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",12,2,30,44
County of Kauai,14-01,U.S. Senate Vacancy,,D,"SCHATZ, Brian",322,55,632,1009
County of Kauai,14-01,U.S. House,2,R,"CROWLEY, Kawika",81,17,177,275
County of Kauai,14-01,U.S. House,2,D,"GABBARD, Tulsi",357,63,695,1115
County of Kauai,14-01,U.S. House,2,L,"KENT, Joe",8,2,33,43
County of Kauai,14-01,Governor,,R,AIONA / AHU,142,28,296,466
County of Kauai,14-01,Governor,,L,DAVIS / MARLIN,12,5,80,97
County of Kauai,14-01,Governor,,I,HANNEMANN / CHANG,39,4,86,129
County of Kauai,14-01,Governor,,D,IGE / TSUTSUI,263,45,469,777
County of Kauai,14-01,State Representative,14,R,"HOOMANAWANUI, Jonathan K.",131,32,269,432
County of Kauai,14-01,State Representative,14,D,"KAWAKAMI, Derek S.K.",285,47,576,908
County of Kauai,14-02,U.S. Senate Vacancy,,R,"CAVASSO, Cam",81,21,188,290
County of Kauai,14-02,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",4,3,36,43
County of Kauai,14-02,U.S. Senate Vacancy,,D,"SCHATZ, Brian",326,66,684,1076
County of Kauai,14-02,U.S. House,2,R,"CROWLEY, Kawika",64,17,144,225
County of Kauai,14-02,U.S. House,2,D,"GABBARD, Tulsi",357,72,738,1167
County of Kauai,14-02,U.S. House,2,L,"KENT, Joe",4,2,27,33
County of Kauai,14-02,Governor,,R,AIONA / AHU,121,33,239,393
County of Kauai,14-02,Governor,,L,DAVIS / MARLIN,14,8,69,91
County of Kauai,14-02,Governor,,I,HANNEMANN / CHANG,32,11,74,117
County of Kauai,14-02,Governor,,D,IGE / TSUTSUI,269,44,553,866
County of Kauai,14-02,State Representative,14,R,"HOOMANAWANUI, Jonathan K.",83,27,237,347
County of Kauai,14-02,State Representative,14,D,"KAWAKAMI, Derek S.K.",326,64,633,1023
County of Kauai,14-03,U.S. Senate Vacancy,,R,"CAVASSO, Cam",47,27,85,159
County of Kauai,14-03,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",7,0,14,21
County of Kauai,14-03,U.S. Senate Vacancy,,D,"SCHATZ, Brian",202,85,345,632
County of Kauai,14-03,U.S. House,2,R,"CROWLEY, Kawika",33,18,56,107
County of Kauai,14-03,U.S. House,2,D,"GABBARD, Tulsi",225,97,406,728
County of Kauai,14-03,U.S. House,2,L,"KENT, Joe",5,0,6,11
County of Kauai,14-03,Governor,,R,AIONA / AHU,99,35,157,291
County of Kauai,14-03,Governor,,L,DAVIS / MARLIN,6,1,14,21
County of Kauai,14-03,Governor,,I,HANNEMANN / CHANG,38,29,94,161
County of Kauai,14-03,Governor,,D,IGE / TSUTSUI,126,49,212,387
County of Kauai,14-03,State Representative,14,R,"HOOMANAWANUI, Jonathan K.",68,36,127,231
County of Kauai,14-03,State Representative,14,D,"KAWAKAMI, Derek S.K.",195,80,316,591
County of Kauai,14-04,U.S. Senate Vacancy,,R,"CAVASSO, Cam",223,83,305,611
County of Kauai,14-04,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",18,13,54,85
County of Kauai,14-04,U.S. Senate Vacancy,,D,"SCHATZ, Brian",774,276,989,2039
County of Kauai,14-04,U.S. House,2,R,"CROWLEY, Kawika",155,62,208,425
County of Kauai,14-04,U.S. House,2,D,"GABBARD, Tulsi",888,320,1141,2349
County of Kauai,14-04,U.S. House,2,L,"KENT, Joe",9,9,36,54
County of Kauai,14-04,Governor,,R,AIONA / AHU,330,115,458,903
County of Kauai,14-04,Governor,,L,DAVIS / MARLIN,21,5,66,92
County of Kauai,14-04,Governor,,I,HANNEMANN / CHANG,131,65,216,412
County of Kauai,14-04,Governor,,D,IGE / TSUTSUI,604,217,706,1527
County of Kauai,14-04,State Representative,14,R,"HOOMANAWANUI, Jonathan K.",183,76,280,539
County of Kauai,14-04,State Representative,14,D,"KAWAKAMI, Derek S.K.",859,310,1065,2234
County of Kauai,14-05,U.S. Senate Vacancy,,R,"CAVASSO, Cam",96,38,93,227
County of Kauai,14-05,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",15,8,6,29
County of Kauai,14-05,U.S. Senate Vacancy,,D,"SCHATZ, Brian",333,150,263,746
County of Kauai,14-05,U.S. House,2,R,"CROWLEY, Kawika",59,22,63,144
County of Kauai,14-05,U.S. House,2,D,"GABBARD, Tulsi",395,174,305,874
County of Kauai,14-05,U.S. House,2,L,"KENT, Joe",14,3,4,21
County of Kauai,14-05,Governor,,R,AIONA / AHU,152,62,129,343
County of Kauai,14-05,Governor,,L,DAVIS / MARLIN,5,4,12,21
County of Kauai,14-05,Governor,,I,HANNEMANN / CHANG,47,29,48,124
County of Kauai,14-05,Governor,,D,IGE / TSUTSUI,288,113,197,598
County of Kauai,14-05,State Representative,14,R,"HOOMANAWANUI, Jonathan K.",70,34,83,187
County of Kauai,14-05,State Representative,14,D,"KAWAKAMI, Derek S.K.",403,168,290,861
County of Kauai,15-01,U.S. Senate Vacancy,,R,"CAVASSO, Cam",231,115,270,616
County of Kauai,15-01,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",19,15,25,59
County of Kauai,15-01,U.S. Senate Vacancy,,D,"SCHATZ, Brian",627,345,589,1561
County of Kauai,15-01,U.S. House,2,R,"CROWLEY, Kawika",160,86,179,425
County of Kauai,15-01,U.S. House,2,D,"GABBARD, Tulsi",732,392,697,1821
County of Kauai,15-01,U.S. House,2,L,"KENT, Joe",11,3,23,37
County of Kauai,15-01,Governor,,R,AIONA / AHU,323,158,344,825
County of Kauai,15-01,Governor,,L,DAVIS / MARLIN,19,8,35,62
County of Kauai,15-01,Governor,,I,HANNEMANN / CHANG,81,70,131,282
County of Kauai,15-01,Governor,,D,IGE / TSUTSUI,501,258,433,1192
County of Kauai,15-01,State Representative,15,D,"TOKIOKA, James Kunane",567,322,509,1398
County of Kauai,15-01,State Representative,15,R,"YODER, Steve",277,143,350,770
County of Kauai,15-02,U.S. Senate Vacancy,,R,"CAVASSO, Cam",66,35,109,210
County of Kauai,15-02,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",5,2,12,19
County of Kauai,15-02,U.S. Senate Vacancy,,D,"SCHATZ, Brian",235,138,410,783
County of Kauai,15-02,U.S. House,2,R,"CROWLEY, Kawika",39,21,69,129
County of Kauai,15-02,U.S. House,2,D,"GABBARD, Tulsi",260,162,450,872
County of Kauai,15-02,U.S. House,2,L,"KENT, Joe",7,2,6,15
County of Kauai,15-02,Governor,,R,AIONA / AHU,107,66,185,358
County of Kauai,15-02,Governor,,L,DAVIS / MARLIN,2,2,9,13
County of Kauai,15-02,Governor,,I,HANNEMANN / CHANG,42,25,81,148
County of Kauai,15-02,Governor,,D,IGE / TSUTSUI,166,93,279,538
County of Kauai,15-02,State Representative,15,D,"TOKIOKA, James Kunane",228,153,417,798
County of Kauai,15-02,State Representative,15,R,"YODER, Steve",72,32,111,215
County of Kauai,15-03,U.S. Senate Vacancy,,R,"CAVASSO, Cam",120,89,147,356
County of Kauai,15-03,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",9,5,5,19
County of Kauai,15-03,U.S. Senate Vacancy,,D,"SCHATZ, Brian",550,273,382,1205
County of Kauai,15-03,U.S. House,2,R,"CROWLEY, Kawika",84,50,89,223
County of Kauai,15-03,U.S. House,2,D,"GABBARD, Tulsi",632,330,451,1413
County of Kauai,15-03,U.S. House,2,L,"KENT, Joe",4,1,4,9
County of Kauai,15-03,Governor,,R,AIONA / AHU,203,114,208,525
County of Kauai,15-03,Governor,,L,DAVIS / MARLIN,2,0,6,8
County of Kauai,15-03,Governor,,I,HANNEMANN / CHANG,71,53,73,197
County of Kauai,15-03,Governor,,D,IGE / TSUTSUI,481,227,286,994
County of Kauai,15-03,State Representative,15,D,"TOKIOKA, James Kunane",602,304,394,1300
County of Kauai,15-03,State Representative,15,R,"YODER, Steve",99,65,142,306
County of Kauai,15-04,U.S. Senate Vacancy,,R,"CAVASSO, Cam",159,84,228,471
County of Kauai,15-04,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",6,6,14,26
County of Kauai,15-04,U.S. Senate Vacancy,,D,"SCHATZ, Brian",680,306,561,1547
County of Kauai,15-04,U.S. House,2,R,"CROWLEY, Kawika",101,57,161,319
County of Kauai,15-04,U.S. House,2,D,"GABBARD, Tulsi",758,345,628,1731
County of Kauai,15-04,U.S. House,2,L,"KENT, Joe",14,6,10,30
County of Kauai,15-04,Governor,,R,AIONA / AHU,230,131,337,698
County of Kauai,15-04,Governor,,L,DAVIS / MARLIN,14,8,12,34
County of Kauai,15-04,Governor,,I,HANNEMANN / CHANG,106,50,109,265
County of Kauai,15-04,Governor,,D,IGE / TSUTSUI,594,229,395,1218
County of Kauai,15-04,State Representative,15,D,"TOKIOKA, James Kunane",698,311,583,1592
County of Kauai,15-04,State Representative,15,R,"YODER, Steve",153,92,221,466
County of Kauai,15-05,U.S. Senate Vacancy,,R,"CAVASSO, Cam",29,11,66,106
County of Kauai,15-05,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",7,0,9,16
County of Kauai,15-05,U.S. Senate Vacancy,,D,"SCHATZ, Brian",132,63,121,316
County of Kauai,15-05,U.S. House,2,R,"CROWLEY, Kawika",26,8,56,90
County of Kauai,15-05,U.S. House,2,D,"GABBARD, Tulsi",147,66,133,346
County of Kauai,15-05,U.S. House,2,L,"KENT, Joe",1,0,4,5
County of Kauai,15-05,Governor,,R,AIONA / AHU,64,15,97,176
County of Kauai,15-05,Governor,,L,DAVIS / MARLIN,4,2,4,10
County of Kauai,15-05,Governor,,I,HANNEMANN / CHANG,17,7,22,46
County of Kauai,15-05,Governor,,D,IGE / TSUTSUI,97,55,85,237
County of Kauai,15-05,State Representative,15,D,"TOKIOKA, James Kunane",117,50,112,279
County of Kauai,15-05,State Representative,15,R,"YODER, Steve",42,17,76,135
County of Kauai,16-01,U.S. Senate Vacancy,,R,"CAVASSO, Cam",145,42,196,383
County of Kauai,16-01,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",9,7,16,32
County of Kauai,16-01,U.S. Senate Vacancy,,D,"SCHATZ, Brian",426,156,481,1063
County of Kauai,16-01,U.S. House,2,R,"CROWLEY, Kawika",98,27,131,256
County of Kauai,16-01,U.S. House,2,D,"GABBARD, Tulsi",495,173,546,1214
County of Kauai,16-01,U.S. House,2,L,"KENT, Joe",8,7,10,25
County of Kauai,16-01,Governor,,R,AIONA / AHU,187,65,260,512
County of Kauai,16-01,Governor,,L,DAVIS / MARLIN,8,5,19,32
County of Kauai,16-01,Governor,,I,HANNEMANN / CHANG,63,31,97,191
County of Kauai,16-01,Governor,,D,IGE / TSUTSUI,360,116,346,822
County of Kauai,16-01,State Representative,16,R,"FRANKS, Victoria (Vickie)",141,44,203,388
County of Kauai,16-01,State Representative,16,D,"MORIKAWA, Daynette (Dee)",403,150,449,1002
County of Kauai,16-02,U.S. Senate Vacancy,,R,"CAVASSO, Cam",232,68,365,665
County of Kauai,16-02,U.S. Senate Vacancy,,L,"KOKOSKI, Michael",13,8,31,52
County of Kauai,16-02,U.S. Senate Vacancy,,D,"SCHATZ, Brian",607,199,799,1605
County of Kauai,16-02,U.S. House,2,R,"CROWLEY, Kawika",150,53,273,476
County of Kauai,16-02,U.S. House,2,D,"GABBARD, Tulsi",715,226,918,1859
County of Kauai,16-02,U.S. House,2,L,"KENT, Joe",14,3,19,36
County of Kauai,16-02,Governor,,R,AIONA / AHU,339,87,474,900
County of Kauai,16-02,Governor,,L,DAVIS / MARLIN,12,2,36,50
County of Kauai,16-02,Governor,,I,HANNEMANN / CHANG,103,32,158,293
County of Kauai,16-02,Governor,,D,IGE / TSUTSUI,462,178,596,1236
County of Kauai,16-02,State Representative,16,R,"FRANKS, Victoria (Vickie)",234,73,417,724
County of Kauai,16-02,State Representative,16,D,"MORIKAWA, Daynette (Dee)",609,189,722,1520
County of Kauai,16-03,U.S. Senate Vacancy,,R,"CAVASSO, Cam",137,36,174,347
